sentenca,ambiente,bebida,comida,geral,localização,outros,preço,serviço
Carnes excelentes atendimento espaço kids fica andar baixo restaurante próximo garagem caro valor,1,0,1,0,0,0,1,1
Melhor banda Tambaqui comi Porção generosa bom preço,0,0,1,0,0,0,1,0
Excelente ambiente comida deliciosa cerveja gelada,1,1,1,0,0,0,0,0
Atendimento rápido comida qualidade,0,0,1,0,0,0,0,1
Excelente atendimento comida gostosa,0,0,1,0,0,0,0,1
Boa comida preço acessível,0,0,1,0,0,0,1,0
Lugar perfeito,0,0,0,1,0,0,0,0
Comida boa serviço primeira bons vinhos,0,1,1,0,0,0,0,1
Comida excelente,0,0,1,0,0,0,0,0
Super indico,0,0,0,1,0,0,0,0
excelente atendimento clima agradável ambiente bastante adorável recepcionados melhor maneira atendente Marcela sempre sorrindo sendo gentil comigo amigos mostrando melhores pedidas melhores bebidas,1,1,0,0,0,0,0,1
Outro ingrediente obrigatório mesa amazonenses grande parte moradores Norte banana pacovã irmã banana terra,0,0,1,0,0,0,0,0
Venha conhecer bar cerveja super gelada tira gostos saborosos atendimento vip,0,1,1,0,0,0,0,1
Excelente restaurante variedade sabor típico regional toques internacionais,0,0,1,1,0,0,0,0
Boteco cerveja isca bem gostosa ótimo encontro amigos ambiente bem familiar,1,1,1,0,0,0,0,0
Lugar agradável lindo comida nota 10,1,0,1,1,0,0,0,0
Pizza massa fina recheio especial atendimento excelente ambiente aconchegante vale pena,1,0,1,0,0,0,0,1
Lugar tranquilo bem servido garçons,0,0,0,1,0,0,0,1
Melhor churrascaria Manaus,0,0,0,1,0,0,0,0
Restaurante bom comida excelente qualidade,0,0,1,1,0,0,0,0
Parabéns garçom Luís Carlos gente finíssima,0,0,0,0,0,0,0,1
Grande variedades Buffet local super agradável colaboradores super educados animados grande variedade cortes,1,0,1,1,0,0,0,1
Lugar sensacional pizza perfeita,0,0,1,1,0,0,0,0
Boa refeição gostei cobrança brinquedoteca sinal forno quente,1,0,1,0,0,0,0,0
Banzeiro convite familiares experiência todo perfeita filas atendimento bom ambiente bacana importante entradas pratos sensacionais,1,0,1,0,0,0,0,1
atendimento merece elogio especial diferenciada atenção dispensada clientes,0,0,0,0,0,0,0,1
Boa qualidade preço compatível atendimentonpode melhorar,0,0,1,0,0,0,1,1
Cerveja gelada boa carta vinhos,0,1,0,0,0,0,0,0
Ótimo restaurante rodízio comida japonesa maravilhosa,0,0,1,0,0,0,0,0
serviço meio tipo antigo lento,0,0,0,0,0,0,0,1
Comida regional cara atendimento ruim precissa fazer fila tapiocas sanduche variedade pães limitada,0,0,1,0,0,0,1,1
VINTE POUCO ENTRADA BEM BARATINHO,0,0,0,0,0,0,1,0
cardápio regional sensacional ambiente agradável atendimento impecável,1,0,1,0,0,0,0,1
Ótimo atendimento temperatura agradável,1,0,0,0,0,0,0,1
Bar antigo mal conservado banheiro deplorável período tarde onde movimento ainda pequeno,1,0,0,1,0,0,0,0
restaurante saboreei bela picanha,0,0,1,0,0,0,0,0
Comida maravilhosa ambiente agradável,1,0,1,0,0,0,0,0
Melhor restaurante tudo bom peixe qualidade sempre fresco Atendimento 5 estrelas especialmente atendente Dani Sushiman melhor Manaus Francisco,0,0,1,1,0,0,0,1
Atendimento excelente garçom Anderson Souza,0,0,0,0,0,0,0,1
Restaurante maravilhoso Manaus,0,0,0,1,0,0,0,0
Garçom Senna super atencioso,0,0,0,0,0,0,0,1
Acho primeiro restaurante italiano Manaus satisfez sabor,0,0,0,1,0,0,0,0
bom restaurante dúvidas Atendimento perfeito além tradicional Bacalhau oferece outras opções carnes bom,0,0,1,1,0,0,0,1
excelente lugar ótimo atendimento,0,0,0,1,0,0,0,1
Comida excelente preço adequado pratos servem bem ambiente agradável famiar atendimento excelente,1,0,1,0,0,0,1,1
Restaurante fino comidas internacionais locais,0,0,1,1,0,0,0,0
Ótimo custo benefício,0,0,0,0,0,0,1,0
Comida ótima qualidade funcionários bem educados,0,0,1,0,0,0,0,1
local reuni ótima comida excelente bebida além ambiente tranquilo limpo,1,1,1,0,0,0,0,0
bom atendimento deixe espirimentar tira gostos cerveja Amazon beer,0,1,1,0,0,0,0,1
espeça grande aconchegante cervejinha sempre gelada ótima pedida pro fim tarde,1,1,0,0,0,0,0,0
Boa comida atendimento,0,0,1,0,0,0,0,1
boa variedade pizzas rodízio incluindo uns 10 sabores doces chocolate MMs ovomaltine chocolate branco sabores aparecem grande parte rodízios pizza Manaus,0,0,1,0,0,0,0,0
Acho preço restaurantes melhores Manaus,0,0,0,0,0,0,1,0
Bom lugar comer,0,0,1,0,0,0,0,0
boa comidas lanches deliciosos bom preço,0,0,1,0,0,0,1,0
otimo bolinho bacalhau,0,0,1,0,0,0,0,0
Melhor peixe cidade único problema estacionamento,0,0,1,0,1,0,0,0
Poderia ter melhores opções comida caldos porções variada contando tudo ótimo lugar ótima música vivo qualidade,1,0,1,1,0,0,0,0
café expresso forte cítrico bem tirado,0,1,0,0,0,0,0,0
Pedi menu executivo,0,0,0,0,0,1,0,0
Lugar formidável happy hour família amigos,0,0,0,1,0,0,0,0
Camarão internacional escondidinho maravilhosos,0,0,1,0,0,0,0,0
melhores restaurantes visitei,0,0,0,1,0,0,0,0
comida delícia mtas variedades picanha vc pede quantidade q quser banana frita deliciosa paçoca carne seca arroz brocólis sucos falar ambiente q climatizado atendimento bom excelente lugar pra vc reunir,1,0,1,0,0,0,0,1
Atendimento ótimo comida boa tb,0,0,0,0,0,0,0,1
Boa opção bebidas comidas típicas,0,1,1,0,0,0,0,0
realmente quer ter experiência comida regional amazonense melhores lugares,0,0,1,0,0,0,0,0
Casa boa divertir,0,0,0,1,0,0,0,0
Ótima comida ambiente agradável,1,0,1,0,0,0,0,0
boa atendentes maravilhosos lugar super bom comida alta qualidade melhor garçom Fabiano,0,0,1,0,0,0,0,1
Excelente pedida curiosos dispostos experimentar melhor culinária amazonense,0,0,1,0,0,0,0,0
Café manhã delicioso,0,0,1,0,0,0,0,0
Ótimo ambiente comida boa excelente atendimento Jonathan,1,0,1,0,0,0,0,1
Rapidez atendimento excelente,0,0,0,0,0,0,0,1
Ambiente agradável bom atendimento,1,0,0,0,0,0,0,1
Super indico melhor picanha comi lugar simples boa higiene preço bom carne servem,1,0,1,1,0,0,1,0
Atendimento excelente ambiente acolhedor direito vista Teatro Amazonas refinado luxuoso sabão baheiro L Ocitanne,1,0,0,0,0,0,0,1
Pouca comida preço alto,0,0,1,0,0,0,1,0
Ambiente agradevel comidas gostosas recomendo fortemente lasanha,1,0,1,0,0,0,0,0
excelente lugar,0,0,0,1,0,0,0,0
Bom custo benefício comida boa bastante opções,0,0,1,0,0,0,1,0
Excelente ambiente familiar segurança conforto Cliente fiel agora,1,0,0,0,0,0,0,0
Restaurante excelente,0,0,0,1,0,0,0,0
Moqueca excelente,0,0,1,0,0,0,0,0
Ambiente super agradável aconchegante amplo temática ROCK legal,1,0,0,0,0,0,0,0
Preço compatíveis serviço oferecido,0,0,0,0,0,0,1,1
ótimo local comer comidas frutos mar nordestina lugar aconchegante luxuoso ótimo atendimento,1,0,1,0,0,0,0,1
Melhor restaurante Manaus melhor ambiente agradável,1,0,0,1,0,0,0,0
Ambiente sempre cheio mesas sempre ocupadas,1,0,0,0,0,0,0,0
Situado bem centro cidade restaurante simples porem boa comida portuguesa serviço simpático,0,0,1,1,0,0,0,1
quer bom rodízio carne Manaus Bufalo lugar ideal,0,0,1,0,0,0,0,0
Excelentes comidas bom atendimento,0,0,1,0,0,0,0,1
duvidas melhor restaurante Manaus atendimento espetacular comida simplesmente saborosa ótimo lugar convívio Familiar Reunião Negócios confraternização amigos restaurante simplesmente fantástico Agradeço Atendimento Marcus senti bem melhor atendimento melhor comida,0,0,1,1,0,0,0,1
Super legal agradável bom abiente,0,0,0,1,0,0,0,0
Sanduíches saborosos gostamos bastante qualidade quantidade sanduíches,0,0,1,0,0,0,0,0
Localização som ambiente comida,0,0,0,0,0,1,0,0
Música vivo bons drinks ótima apresentação,1,1,0,0,0,0,0,0
Ambiente familiar porém restaurante oferece muitas opções cardápio preço pouco caro estacionamento bacana,1,0,1,0,1,0,1,0
Lugar bem aconchegante ambiente tranquilo ótimo atendimento,1,0,0,1,0,0,0,1
Ambiente aconchegante agradável boa comida funcionários atenciosos,1,0,1,0,0,0,0,1
recomendaria toda certa Tambagrill V8 além ter melhor custo beneficio melhor caldeirada cidade uns drinks maravilhosos,0,1,1,1,0,0,1,0
Experiência fantástica,0,0,0,1,0,0,0,0
grande expectativa provarmos melhor culinária local especialmente tambaqui contudo menos prato pedimos costela tambaqui perto melhores viagem,0,0,1,0,0,0,0,0
churrascaria ambiente sofisticado carnes nobres saborosas além bufês guarnições preparadas hora garçons atenciosos preparados preço diferente pratos pouco salgado,1,0,1,0,0,0,1,1
Atendimento bom amplo estacionamento porém dias movimentados fica cheio ambiente bem agradável hambúrgueres deliciosos,1,0,1,0,1,0,0,1
Excelente comida preço acessível,0,0,1,0,0,0,1,0
La Parrilla dúvida hoje melhor opção próximo aeroporto regiões próximas raio 10 KM máximo,0,0,0,0,1,0,0,0
Música boa gente bonita cerveja gelada,1,1,0,0,0,0,0,0
Vinho delicioso,0,1,0,0,0,0,0,0
Comida caseira deliciosa,0,0,1,0,0,0,0,0
bom bar cerveja gelada música boa samba claro,1,1,0,1,0,0,0,0
Ótimo entretenimento preço adequado oferece pizza maravilhosa,1,0,1,0,0,0,1,0
Café maravilhoso bolos tapioca tucumã misto,0,1,1,0,0,0,0,0
comida faz mal concorrente próximo,0,0,1,0,0,0,0,0
Atendimento super rápido comida boa,0,0,1,0,0,0,0,1
Ótimo atendimento variedade pratos,0,0,1,0,0,0,0,1
otima opção local pra gosta massa,0,0,1,1,0,0,0,0
Cachaçaria Dedé bom lugar visitar,0,0,0,1,0,0,0,0
Voltei vez neste paraíso flutuante muita gente bonita comida excelente musica top,1,0,0,1,0,0,0,0
Lugar maravilhoso música boa bebida gelada gente bonita,1,1,0,1,0,0,0,0
Comida deliciosa preço bom,0,0,1,0,0,0,1,0
Grande variedade comidas bebidas típicas,0,1,1,0,0,0,0,0
Situado bairros nobres Manaus lugar sofisticado amplo elegante comidas peixe tipicamente amazonense atendimento otima qualidade,0,0,1,1,0,0,0,1
12 00 dá povo Distrito industrial,0,0,0,0,0,1,0,0
Cerveja gelada ambiente descontraído música qualidade gente interessante frente pro maior cartão postal cidade Teatro Amazonas,1,1,0,0,0,0,0,0
melhores churrascaria Manaus preços altos estrutura atendimento vale,1,0,0,1,0,0,1,1
Ambiente agradável comida maravilhosa carta vinhos completa atendimento impecável,1,1,1,0,0,0,0,1
Adorei lugar divertido,0,0,0,1,0,0,0,0
Comida excelente drinques espetaculares,0,1,1,0,0,0,0,0
Bom atendimento,0,0,0,0,0,0,0,1
Lugar extremamente agradável otimo passar dia família amigos comida boa preço razoável musica boa pode alugar caiaques pranchas SUP alem tomar banho águas rio negro nao sabe nadar possível alugar macarrao,1,0,1,1,0,0,1,0
cozinha agitação nome Felipe Schaedler jovem chef fez fama utilizar elementos inusitados cozinha regional recentemente fincou pé capital paulista filial,0,0,0,0,0,0,0,1
Garçons incríveis,0,0,0,0,0,0,0,1
Variado cardápio Ótimo atendimento Custo benefício mediano,0,0,1,0,0,0,1,1
Ideal jantares românticos familiares,0,0,0,1,0,0,0,0
Pizza maravilhosa local lindo,0,0,1,0,0,0,0,0
Ótimo ambiente lugar deixar crianças divertiram bastante atendimento excelente garçom Cícero comidas deliciosas Experiência ótima,1,0,1,1,0,0,0,1
Restaurante excelente ambiente confortável excelente atendimento todos funcionários comida bom gosto camarão internacional maravilhoso certeza indico vcs vão adorar,1,0,1,1,0,0,0,1
Lugar tranquilo onde pode comer bem preço justo,0,0,1,1,0,0,1,0
Ótima bom restaurante,0,0,0,1,0,0,0,0
ultima experiência boa,0,0,0,1,0,0,0,0
estacionamento próprio muitas vagas tbm ponto positivo,0,0,0,0,1,0,0,0
bom picanha primeira qualidade facil acesso climatizado otimo pra todas horas bom,1,0,1,0,0,0,0,0
Apesar alto preço restaurante excelente,0,0,0,1,0,0,1,0
Obrigada noite optima Obrihada atendimento garconete Genesis,0,0,0,0,0,0,0,1
Topzao super legal acho deveria baixar preço frango assado peixe assado afinal tão longe Manaus,0,0,0,0,0,0,1,0
melhores hambúrguers comi Manaus,0,0,1,0,0,0,0,0
Bem localizado ambiente agradável cardápio opções variadas,1,0,1,0,1,0,0,0
bom comida maravilhosa noite especial atendimento ótimo Rodrigo Uchoa especial,0,0,1,0,0,0,0,1
comida ótima custo benefício ruim atendimento tambem,0,0,1,0,0,0,1,1
Comida excelente cardápio bem diversificado,0,0,1,0,0,0,0,0
melhores restaurantes Manaus melhor,0,0,0,1,0,0,0,0
melhor carne sol Manaus,0,0,1,0,0,0,0,0
bom local almoçar,0,0,0,1,0,0,0,0
Procure melhor botecos pra comer petisco conversar sobre vida geral encontrará neste local melhor opção,0,0,1,1,0,0,0,0
PUB otimo pra tomar cerveja amigos,0,1,0,0,0,0,0,0
ótimo lugar ir após dia trabalho,0,0,0,1,0,0,0,0
Ótimo café ambiente perfeito variedades opções área lazer pra crianças,1,1,1,0,0,0,0,0
boa opção pra quer ficar literalmente bubuia naquele calor maravilhoso Manaus comida boa tmb,0,0,1,1,0,0,0,0
ambiente familiar acessórios bons disponíveis tais macarrão prancha colete etc comida boa fator negativo preço embora proprietário queira selecionar público atingir público seleto existem obrigatoriedades consumo valor pagando taxa tudo desde travessia,1,0,1,0,0,0,1,0
Lugar bom pra tomar cerveja gelada,0,1,0,0,0,0,0,0
Ótimo restaurante ótimos preços comida saborosa Situado dentro mercado central voltaria novamente recomendo todos visita,0,0,1,1,1,0,1,0
Excelente ambiente atendimento comida boa,1,0,1,0,0,0,0,1
experiência tão boa pedindo açaí via whatsapp açaí veio excesso cobertura quase metade copo porém rápido solícitos resolver problema,0,0,1,0,0,0,0,0
Ótimo restaurante,0,0,0,1,0,0,0,0
Ambiente extremamente agradável atendimento excelência recomendo sempre,1,0,0,1,0,0,0,1
Restaurante bacalhau normal sei viram demais nele,0,0,1,0,0,0,0,0
Ambiente super agradável bonito,1,0,0,0,0,0,0,0
Tortas incríveis super indico atendimento exemplar estrutura agradável café delicioso atendimento rápido,1,0,1,0,0,0,0,1
Estacionamento excelente variedades carne,0,0,1,0,1,0,0,0
Ótimo experiência culinária local,0,0,1,0,0,0,0,0
Enfim excelente opcao lazer,0,0,0,1,0,0,0,0
Gente lugar maravilhoso tomar DELICIOSO café manhã,0,0,1,1,0,0,0,0
Restaurante típico nordestino pratos variados cozinha nordestina,0,0,1,1,0,0,0,0
Lugar agradável café regional delicioso,0,1,0,1,0,0,0,0
excelente atendimento comemoramos aniversário irmã Maria bom atendimento agradeço churrascaria bufalo recomendo,0,0,0,1,0,0,0,1
Restaurante bom porém preço salgado relação outras opções baratas região,0,0,0,1,0,0,1,0
Excelente garçom Anderson Ferreira fez toda diferença super atencioso,0,0,0,0,0,0,0,1
bom restaurante,0,0,0,1,0,0,0,0
Ótimo restaurante ambiente agradável comida excelente,1,0,1,1,0,0,0,0
Ambiente lindo super bem frequentado comida maravilhosa shopp geladíssimo ótimo atendimento,1,1,1,0,0,0,0,1
Preço justo pratos bem servidos ótimo atendimento,0,0,1,0,0,0,1,1
extraordinário atendente super atenciosa parabéns faz distinção cor vestimenta,0,0,0,0,0,0,0,1
Rodízio bem conta R 29 90 lugar amplo ir amigos área pra criança kids variedade pizza bem legal gosta doces vai esperar pouquinho,1,0,1,0,0,0,1,0
atendimento maravilhoso ganhei desconto comprando 1 torta 1 cento salgadinho bolinha queijo unica opcao,0,0,0,0,0,0,0,1
bom preço,0,0,0,0,0,0,1,0
boa comida atendimento excelente Braian,0,0,1,0,0,0,0,1
Lugar agradável atendimento maravilhoso cerveja geladinha,0,1,0,1,0,0,0,1
Tradução Google Bom hambúrguer bom preço,0,0,1,0,0,0,1,0
Bom dia sabado todos locais qualidade preciso aguardar uns 30 minutos porque escolhemois mesanino ficar pois térreo tempo acredito,0,0,0,0,0,0,0,1
fechar chave ouro pedimos sobremesa banana flambada acompanhada duas bolas sorvete bem generosas super saborosas,0,0,1,0,0,0,0,0
sempre entregam pedidos errado confirmando tudo certinho atendente ja aconteceu 5 vezes última hoje dia 24 fevereiro 2021 pedi duas pizas grande refrigerante entregaram refrigerante paguei 100 reais pedido veio metade liguei pra lá cobrando disseram iriam mandar desde 20 horas noite esperando quase meia noite nada primeira vez acontece,0,0,0,0,0,0,0,1
Local agradável ventilado verde,1,0,0,1,0,0,0,0
todo bom restaurante português rei cardápio bacalhau apesar cidade repletas peixarias pratos típicos regionais peixes água doce verdade restaurante estando Manaus vale pena incluir prioridades,0,0,1,1,0,0,0,0
Sempre almoço nesse lugar ambiente agradável bom atendimento carne ultimamente perdendo qualidade ma faz ir churrasco,1,0,1,0,0,0,0,1
Agradável comida excelente funcionários atenciosos,0,0,1,0,0,0,0,1
Café Priscilla ambiente rústico super agradável além oferecer saborosas tapiocas bolos macacheira cupuaçu cuscus outras guloseimas deliciosas,1,0,1,0,0,0,0,0
Pedimos carne bem passada magra,0,0,1,0,0,0,0,0
Ambiente agradável,1,0,0,0,0,0,0,0
Local agradável lanches típicos regionais,0,0,1,1,0,0,0,0
Ótimo lugar bom atedimento,0,0,0,1,0,0,0,1
Evidente motivo seguramente experiência encantadora recomendo vivamente combinação independente ir praia ponta negra bonita nada melhor coroar experiência gustativa maravilhoso camarão serviço,1,0,1,1,0,0,0,1
Joia atendente Brian bem atencioso,0,0,0,0,0,0,0,1
ótimo ambiente pra tomar boa cerveja,1,1,0,0,0,0,0,0
Todos pratos excelentes ambiente aconchegante,1,0,1,0,0,0,0,0
toda animada restaurante famoso decepcionei comida,0,0,1,1,0,0,0,0
Ótimo atendimento comida maravilhosa ambiente agradável,1,0,1,0,0,0,0,1
Ambiente familiar bom passeio lanche família amigos,1,0,0,0,0,0,0,0
Bebidas boa comida itens gourmet mercearia itens regionais ali tudo mão lugar,0,1,1,0,0,0,0,0
Agradável local relaxar conversar apreciar natureza,1,0,0,0,0,0,0,0
Excelente restaurante carnes saborosas pratos acima média,0,0,1,1,0,0,0,0
tomar Café vc viaja nuvens pureza café moído hora simplesmente apaixonante,0,1,0,0,0,0,0,0
Lugar excelente tudo desde happy hour jantar,0,0,0,1,0,0,0,0
Restaurante bem localizado lugar agradável estacionamento privativo cardápio bem variado vai petisco maravilhoso entrada principal picanhas diversas outras carnes saborosas sobremesa vc conseguir carta bem sortida além cardápio bebidas cerveja,0,1,1,1,1,0,0,0
restaurante excelente atendimento digno reverência,0,0,0,1,0,0,0,1
Bom café falta melhor apresentação tipos grãos servem água gás ótima opção lanches porém valor pouco salgado,0,1,1,0,0,0,0,1
Rodizio carnes excelente amigos ambiente natural banheiros limpos lugar ideal levar família finais semanas encontrar amigos,1,0,1,0,0,0,0,0
Sopa fria garçons meios perdidos,0,0,1,0,0,0,0,1
Gostei local preço bom comida ótima,0,0,1,0,0,0,1,0
Ótimo restaurante,0,0,0,1,0,0,0,0
Rodízio sushi mto competido sushi acaba primeiras mesas senta fundo dificuldade pra comer sushi,0,0,0,0,0,0,0,1
Atendimento excelente atendimento garçom José Gregório simpático cordial parabéns serviço prestado,0,0,0,0,0,0,0,1
Excelente cardápio variada carta bebidas,1,1,0,0,0,0,0,0
Local ideal curtir comida qualidade tradicional mercado municipal Paulo,0,0,1,1,0,0,0,0
Atendimento ótimo franguinho assado bom,0,0,1,0,0,0,0,1
Lugar bom,0,0,0,1,0,0,0,0
Tapioca deliciosa,0,0,1,0,0,0,0,0
Deveria regional preços acessíveis,0,0,0,0,0,0,1,0
Lugar agradável,0,0,0,1,0,0,0,0
Atendimento ótimo ambiente agradável lugar excelente encontros aniversário todos tipos confraternizações,1,0,0,1,0,0,0,1
Comidas boteco regionais excelente opção shopping Manaura,0,0,1,1,0,0,0,0
Ótima refeição atendimento qualidade sabores incríveis,0,0,1,0,0,0,0,1
Ótima opção restaurante preço justo comida deliciosa,0,0,1,1,0,0,1,0
Excelente lugar comida espetacular,0,0,1,1,0,0,0,0
Caldo peixe entrada casquinho caranguejo saboroso lombo tambaqui pedidas,0,0,1,0,0,0,0,0
cortes bovinos bons impressionam ainda alto preço cobrado,0,0,1,0,0,0,1,0
excelente escolha noite companhia muita gente bonita ótimo atendimento variações musicas,1,0,0,1,0,0,0,1
Excelente restaurante Alentejo,0,0,0,1,0,0,0,0
Lugar bonito receptividade sentir casa melhor gastronomia excelente,1,0,1,0,0,0,0,1
Preço super acessível atendimento ótimo super rápido,0,0,0,0,0,0,1,1
Cerveja gelada possui pequena brinquedoteca,0,1,0,0,0,0,0,0
Ambiente agradável comida otima atendimento excelente,1,0,1,0,0,0,0,1
Tradicional Manaus Ótima comida grande diversidade bebidas,0,1,1,1,0,0,0,0
Ambiente agradável aconchegante comida gostosa atendimento excelente,1,0,1,0,0,0,0,1
Ótimo lugar ambiente familiar tranquilo,1,0,0,1,0,0,0,0
Lugar agradável Gastronomia excelente,0,0,1,1,0,0,0,0
Localização fácil acesso todos servido comidas tipicas nordeste,0,0,1,0,1,0,0,0
Lugar aconchegante preço justo atendimento excelência,1,0,0,0,0,0,1,1
Ambiente agradável atendimento bom,1,0,0,0,0,0,0,1
Melhor culinária regional,0,0,1,0,0,0,0,0
Bom atendimento,0,0,0,0,0,0,0,1
Bom atendimento,0,0,0,0,0,0,0,1
bom lugar hoje point prostituição decadente,0,0,0,1,0,0,0,0
Dessa vez tirei foto refeição servida coxinhas recheadas bolinhas empanadas frango deliciosas lasanha vegetariana sucos,0,0,1,0,0,0,0,0
Comida boa ambiente bonito atendimento cordial,1,0,1,0,0,0,0,1
melhor Pizzaria Manaus melhores rodízios melhores massas melhores sushi melhores lasanha,0,0,1,1,0,0,0,0
Pecimo lugar verdadeira baderna,0,0,0,1,0,0,0,0
finais semana música ambiente quase sempre MPB suave atrapalha conversa couvert artístico torno,1,0,0,0,0,0,0,0
Local surpreendente experiência incrível,0,0,0,1,0,0,0,0
Ótimo sabor,0,0,1,0,0,0,0,0
coco bambu conemorarmos aniversário amiga atendidos garçom Rodrigo Uchoa excelente rapido ótima memória rsrs prato Praia Olinda delicioso ambiente agradável aconchegante,1,0,1,0,0,0,0,1
Atendimento perfeito suco bom filé estupendo,0,1,1,0,0,0,0,1
Ótima variação comida otimo atendimento recomendo todos estacionamento amplo tbm problema,0,0,1,0,1,0,0,1
Excelente serviço,0,0,0,0,0,0,0,1
certo ponto variedade ficar pedindo sabor aguardar quase 1 hora atenderem pois repetem sempre 2 3 sabores vale pena existem lugares melhor custo benefício,0,0,1,0,0,0,1,1
Ambiente agradável comida típica regional,1,0,1,0,0,0,0,0
sucos regionais apenas laranja limão abacaxi,0,1,0,0,0,0,0,0
Maravilhoso lugar comida boa bebida bem familiar amplo bem organizado,0,1,1,1,0,0,0,0
Garçom Jailson super atento conosco obrigada coco bambu atendimento,0,0,0,0,0,0,0,1
Lugar excelente atendimento péssimo pessoal meio perdido procedimento,0,0,0,1,0,0,0,1
excelente lugar,0,0,0,1,0,0,0,0
Todas vezes problemas nota fiscal trabalho reembolsa preciso,0,0,0,0,0,0,0,1
Lugar amplo rodízio excelente confraternização,1,0,1,0,0,0,0,0
bom atendimento preço justo,0,0,0,0,0,0,1,1
local bom comida típicas região Pará falta estacionamento pros cliente ficarem seguro relação veículos,0,0,1,1,1,0,0,0
ótima opção,0,0,0,1,0,0,0,0
Tradução Google crianças adquirem deuce especial enquanto esposa adquire omelete branca veggies ordenou ego hambúrguer mesquite tudo delicioso preços caros Original Kids get the deuce especial while my wife gets omelette white an veggies and my ordered my self mesquite hamburger everything was delicious and prices were not expensive,0,0,1,0,0,0,1,0
Ótima opção reuniões informais aniversários,0,0,0,1,0,0,0,0
Excelente lugar,0,0,0,1,0,0,0,0
restaurante completo diz respeito comida típica região pois possível encontrar todas opções comida regional além excelente qualidade pratos,0,0,1,0,0,0,0,0
Gastronomia alta qualidade,0,0,1,0,0,0,0,0
Garçom celso parabéns atendimento super hora top parabéns,0,0,0,0,0,0,0,1
Ótima opção variedade pizzas,0,0,1,1,0,0,0,0
ótima surpresa,0,0,0,1,0,0,0,0
excelente opção reunir familiares amigos,0,0,0,1,0,0,0,0
Atendimento bom cômoda impecável,0,0,0,0,0,0,0,1
Comida excelente atendimento excelente,0,0,1,0,0,0,0,1
Pizzaria tradicional cidade ótimo atendimento estacionamento,0,0,0,1,1,0,0,1
Ambiente climatizado atendimento bom estacionamento ruim vários sabores pizza massas saborosas preço médio bebida inclusa valor rodízio,1,0,1,0,1,0,1,1
Ótimo espaço encontrar amigos respeita normas pandemia preços acessíveis,1,0,0,1,0,0,1,0
Gostei pizza massas atendimento garçom gabriel legal pizzaria família gostou aprovado,0,0,1,0,0,0,0,1
Lugar agradável cafezinho muitas opções alem ótimo visual lugar,1,1,0,1,0,0,0,0
Tradução Google boa notícia vai conseguir bom hambúrguer aqui,0,0,1,0,0,0,0,0
Comida saborosa ótimo atendimento experiência gastronômica maravilhosa,0,0,1,0,0,0,0,1
Ambiente super agradável preço acessível,1,0,0,0,0,0,1,0
