sentenca,ambiente,bebida,comida,geral,localização,outros,preço,serviço
Porém preços altos,0,0,0,0,0,0,1,0
Restaurante bom chique custo benefício incrível,0,0,0,1,0,0,1,0
Carne deliciosa ambiente bom playground maravilhoso crianças brincarem acho melhor Manaus famílias,1,0,1,1,0,0,0,0
bar bom ponto forte grande variedade drinks,0,1,0,0,0,0,0,0
café delicioso,0,1,0,0,0,0,0,0
Ótimo lugar,0,0,0,1,0,0,0,0
Preço caro serviço ruim,0,0,0,0,0,0,1,1
sozinho Barollo noite 14 05 jantar experiência boa estando acompanhado,0,0,0,1,0,0,0,0
primeiros clientes Caxiri após inauguração indiquei dezenas amigos,0,0,0,1,0,0,0,0
Achei preço super acessível,0,0,0,0,0,0,1,0
churrascaria búfalo conta ambiente climatizado sofisticado atendimento bom garçons sempre educados atenciosos,1,0,0,0,0,0,0,1
Comida saborosa,0,0,1,0,0,0,0,0
nova loja Adrianópolis início rua Paraíba ótima espaçosa possui bom estacionamento,1,0,0,0,1,0,0,0
Excelente atendimento comida amazônica toque requintado,0,0,1,0,0,0,0,1
Comida boa ótimo ambiente bom atendimento gostei espera mesa,1,0,1,0,0,0,0,1
Café regional,0,1,0,0,0,0,0,0
casa possui boa carta vinhos,0,1,0,0,0,0,0,0
Ambiente aconchegante ótimo atendimento cardápio variado excelente qualidade,1,0,1,0,0,0,0,1
pra curte vida noturna vale pena visitar,0,0,0,1,0,0,0,0
experiência maravilhosa comida boa atendimento rápido preço justo,0,0,1,1,0,0,1,1
estacionamento próprio,0,0,0,0,1,0,0,0
ambiente amplo clean boa acústica garçons atentos,1,0,0,0,0,0,0,1
desumano dar 5 estrelas atendimento único pessoa vale universo inteiro,0,0,0,0,0,0,0,1
Imita grandes cafeterias internacionais porém açaí cupuaçu saboroso ótimo preço atendimento bacana têm shoppings locais turísticos rua aeroporto simplesmente adoramos,0,0,1,0,0,0,1,0
vez disso irei Hell s Kitchen experiência gastronômica adequada,0,0,1,0,0,0,0,0
Comida gostosa cerpa geladissima,0,1,1,0,0,0,0,0
Falta ter estacionamento maior pq comida Boa,0,0,1,0,1,0,0,0
resumo excelente oportunidade experimentar culinária amazonense,0,0,1,0,0,0,0,0
Ambiente climatizado vagas estacionar ótimo atendimento preço compatível produto,1,0,0,0,1,0,1,1
Carnes saborosas suculentas tipicas culinária gaúcha,0,0,1,0,0,0,0,0
Excelente custo x benefício hamburguer artesanal atendimento massa,0,0,1,0,0,0,1,1
Gostei tudo ótimo ambiente discreto seleto aconchegante ótima localização prefeito foge muvuca gente mal educada,1,0,0,0,1,0,0,0
Ambiente acolhedor comida regional manauara toque chef,1,0,1,0,0,0,0,0
restaurante fica andar cima casa antiga vista Teatro,0,0,0,0,1,0,0,0
Localizado centro gastronômico estacionamento comum privativo gratuito local oferece chopp petiscos bons preços ótima qualidade servidos meio bom atendimento ambiente bem arejado área comum rústico coberto,1,1,1,0,1,0,1,1
Excelente restaurante saborear riquezas águas Amazônia,0,0,1,1,0,0,0,0
Comida sempre gostosa ambiente agradável recomendo 100,1,0,1,1,0,0,0,0
Atendimento bom custo beneficio local preços excelente tendo vista bar top,1,0,0,0,0,0,1,1
Grande variedade peixes locais sabor inigualável Atendimento ímpar,0,0,1,0,0,0,0,1
restaurante primeira carnes exóticas deliciosas,0,0,1,0,0,0,0,0
Ótimo lugar bom atendimento preço super bom,0,0,0,1,0,0,1,1
Ótima comida regional qualidade bom atendimento várias opções pratos bebidas ótimo restaurante,0,1,1,1,0,0,0,1
Atentimento top funcionários bem divertidos,0,0,0,0,0,0,0,1
bom local,0,0,0,1,0,0,0,0
Ótimo ambiente refrigerado estacionamento bom atendimento chamada garçom através sinal eletrônico mesa tvs ambos lados decoração capas discos Roberto Carlos ótimas sobremesas,1,0,1,0,1,0,0,1
Ótimo restaurante,0,0,0,1,0,0,0,0
estacionamento próprio difícil estacionar,0,0,0,0,1,0,0,0
Restaurante bom,0,0,0,1,0,0,0,0
Ótimo atendimento culinária regional dar água boca,0,0,1,0,0,0,0,1
Vale pena almoçar parar lanche Lo Maria ambiente pequeno super charmoso bem decorado,1,0,0,1,0,0,0,0
Péssima experiência,0,0,0,1,0,0,0,0
Atendimento diferenciado ambiente impecável,1,0,0,0,0,0,0,1
garcom Joab Leite fez atendimento fantástico,0,0,0,0,0,0,0,1
Lugar maravilhoso comida,0,0,1,1,0,0,0,0
Restaurante sostificado Atendimento excelente Recomendo restaurante todos,0,0,0,1,0,0,0,1
Local agradável açaí boa qualidade,0,0,1,0,0,0,0,1
deliciosa saborosa família gosta ambiente agradável confortável atendimentos maravilhosos PARABÉNS VOLTAREI SEMPRE OBRIGADA,1,0,1,1,0,0,0,1
Melhor churasco Manaus,0,0,1,0,0,0,0,0
toa Ferran Adria Alex Atala vão frequentemente Amazônia busca novos ingredientes sabores,0,0,1,0,0,0,0,0
Ótimo lugar happy hour,0,0,0,1,0,0,0,0
Esportes ar livre possibilidade banho rio,1,0,0,0,0,0,0,0
Lugar bonito aconchegante comida gostosa bebidas geladas excelente lugar reunir família amigos happy hour negócios,1,1,1,1,0,0,0,0
Caros amigos Turistas percam oportunidade tomar melhor café regional Manaus muitas variedades especiarias regionais famoso pão tucumã tapioca bem quentinha castanha queijo banana frita sucos regionais cupuaçu tapereba goiaba bom deixem visitar,0,1,1,1,0,0,0,0
ribeirinhos amazônicos banzeiro agitação águas feita ventos,0,0,0,0,0,1,0,0
Lugar aconchegante comidinhas maravilhosas,1,0,1,0,0,0,0,0
ambiente casarão antigo ciclo borracha vista pro poético Teatro Amazonas,1,0,0,0,0,0,0,0
Preço bom principalmente qualidade sabores apresentados,0,0,1,0,0,0,1,0
Restaurante aconchegante carne nível inigualável proprietários atenciosos cordiais,1,0,1,0,0,0,0,1
Ambiente agradabilíssimo tanto decoração atmosfera,1,0,0,0,0,0,0,0
local excelente bebidas variadas petiscos deliciosos,0,1,1,0,0,0,0,0
Local agradável pra reuni amigos comida bebida muita música boa,1,1,1,1,0,0,0,0
Mesas dispostas calçada rua petiscos bem servidos boa variedade cerveja trincando gelada,1,1,1,0,0,0,0,0
Público jovem alto astral,1,0,0,0,0,0,0,0
Comida deliciosa atendimento qualidade,0,0,1,0,0,0,0,1
boa pizza ótimas variedades pizza,0,0,1,0,0,0,0,0
Comida farta regional saborosa impecável,0,0,1,0,0,0,0,0
único problema barulho insuportável clientes conversando alto,1,0,0,0,0,0,0,0
Atendimento rápido qualidade bom pratos oferecidos,0,0,1,0,0,0,0,1
Cardápio variado ótimo preço,0,0,1,0,0,0,1,0
Ótimo atendimento bem localizado,0,0,0,0,1,0,0,1
tapioca preço absurdo café fraco,0,1,0,0,0,0,1,0
Ambiente incrível bebidas finas comida maravilhosa atendimento digno rapazes super educados atenciosos,1,1,1,0,0,0,0,1
Restaurante espetacular atendimento excelente profissionais bem treinados atenciosos além paladar maravilhoso,0,0,1,1,0,0,0,1
Ambiente perfeito,1,0,0,0,0,0,0,0
Restaurante bom super recomendo atendimento diferenciado pratos deliciosos,0,0,1,1,0,0,0,1
Vibe massa melhor bar Centro Manaus,0,0,0,1,0,0,0,0
Boas opções cafe preço bom,0,1,0,0,0,0,1,0
ambiente agradável acho único penalty ter estacionamento próprio,1,0,0,0,1,0,0,0
melhor salgado atualidade,0,0,1,0,0,0,0,0
Adorei conhecer local boa primeira impressão,0,0,0,1,0,0,0,0
Excelente churrasco Atendimento ágil cordial Preço justo qualidade serviços grande variedade carnes Super indico,0,0,1,1,0,0,1,1
clientes neste excelente restaurante português,0,0,0,1,0,0,0,0
bom prato indicado momentos importantes pessoa amada amigos ambiente climatizado boa localização preço caro bom atendimento açaí bom sobremesa,1,0,1,0,1,0,1,1
Melhor restaurante Manaus frutos mar atendimento sempre sensacional atenciosos,0,0,0,1,0,0,0,1
Pedi bem passado veio mal passado,0,0,1,0,0,0,0,0
Atendimento bom Phelipe,0,0,0,0,0,0,0,1
Ambiente agradável,1,0,0,0,0,0,0,0
bom ambiente atendimento comida boa recomendo,0,0,1,0,0,0,0,1
bom dia sexta feira música vivo,1,0,0,0,0,0,0,0
Atendimento péssimo acho atendente esperava entrar cozinha pra preparar próprio café,0,0,0,0,0,0,0,1
legal excelente ambiente familiar ótimo atendimento refeições típicas típicas bom preço bem acessível,1,0,1,0,0,0,1,1
Pense atendimento bom comida boa Ambiente lindo,1,0,1,0,0,0,0,1
Ambiente agradavel bom atendimento,1,0,0,0,0,0,0,1
bom recomendo passeio diferente família boas opções gastronômicas flutuante beira rio onde vc pega pequena embarcação chegar super seguro,1,0,0,0,0,0,0,0
grande aglomeração,0,0,0,0,0,1,0,0
Excelente opção Manaus comida típica ambientes excelente qualidade,1,0,1,1,0,0,0,0
única coisa gostei atendimento pessoal faz tudo deixar momento sofisticado nada representa cozinha Manauara,0,0,0,0,0,0,0,1
Excelente restaurante excelentes opções comida regional,0,0,1,1,0,0,0,0
Delicioso pão francês queijo coalho banana pacovan tucumã,0,0,1,0,0,0,0,0
recomendação ir Restaurante Terra Mar grupo,0,0,0,0,0,1,0,0
Ótimo bar local lanche rápido cervejas locais conversar pessoas locais agradáveis,1,1,1,0,0,0,0,0
ótima opção pra sair rotina amigos,0,0,0,1,0,0,0,0
Muita noite maravilhosa especial atendimento super nota 10 garçom Rennan bom papo super agradável garçonete Katianne nota 10,0,0,0,0,0,0,0,1
Apesar preço cobrado local aprazível visualmente agradável,1,0,0,0,0,0,1,0
Ótimo preço atendimento primeira,0,0,0,0,0,0,1,1
Abare podemos degustar petiscos pratos incríveis ainda aproveitar paisagem natural deixe Local agradável ainda parabéns,1,0,1,0,0,0,0,0
Ambiente bom carne oferecida carne sol bolinho macaxeira recheio,1,0,1,0,0,0,0,0
Ambiente agradável bom acesso,1,0,0,0,1,0,0,0
gosta comida oriental boa opção custo benefício razoável ambiente boa comida atendimento compensam,1,0,1,0,0,0,1,1
bom lugar pra ouvir samba cerveja gelada,1,1,0,0,0,0,0,0
bom muita variedades agora diminuiu tamanho fatia rodízio coração queijo além ter caiu demais fiquei aborrecida pois paguei pra comer rodízio ruim desculpe espero melhore urgente,0,0,1,1,0,0,0,0
Atendimento Whatsapp horrível precisei insistir pra concluir pedido pois atendente Janaína esforçou pra tornar atendimento desagradável vinte cinco minutos longas esperas pra receber cada resposta,0,0,0,0,0,0,0,1
Comida boa preço razoável,0,0,1,0,0,0,1,0
Comida normal sabor preço esperava comoda paraense,0,0,1,0,0,0,1,0
Ponto negativo observação lugar médio quantitativo mesas deixa espaço melhor circulação,1,0,0,0,0,0,0,0
Amei lugar pizza maravilhosa pastéis deliciosos lugar surpreendente,0,0,1,1,0,0,0,0
Lugar excelente,0,0,0,1,0,0,0,0
Atendimento excelente,0,0,0,0,0,0,0,1
Sardinha fresca delícia,0,0,1,0,0,0,0,0
boa comida quantidade compatível q determinado cardápio,0,0,1,0,0,0,0,0
Excelente restaurante,0,0,0,1,0,0,0,0
Maravilhoso ambiente nota 10 comida excelente atendimento,1,0,1,1,0,0,0,1
Ambiente super agradável ótimo atendimento pizzas ótimas brinquedoteca sensacional,1,0,1,0,0,0,0,1
Melhor restaurante Manaus,0,0,0,1,0,0,0,0
Melhor local ir família,0,0,0,1,0,0,0,0
cerveja geladinha,0,1,0,0,0,0,0,0
atendimento exemplar todos funcionários educados respeitosos atendido José tratou máxima excelência,0,0,0,0,0,0,0,1
Entrada sopa grátis,0,0,0,0,0,0,1,0
ótimo local comer comidas frutos mar nordestina lugar aconchegante luxuoso ótimo atendimento,1,0,1,0,0,0,0,1
Gostei bastante local comida boa bom custo benefício,0,0,1,1,0,0,1,0
entrada pedi queijo parmesão negro bolinhos bacalhau,0,0,0,0,0,1,0,0
comida demorou atendimento ruim bebida chegou comida acabou atendendentes dão muita atenção reclamação quanto pedido,0,0,0,0,0,0,0,1
Atendimento amador espaço bom confortável quase ninguém erraram pedido veio justifica cozinha chamada portuguesa,1,0,0,0,0,0,0,1
Excelente restaurante variedades diversas bom atendimento,0,0,1,1,0,0,0,1
toda certeza melhor churrascaria Manaus comida boa bom atendimento preços bons lugar agradável,0,0,1,1,0,0,1,1
local bom atendimento respeitoso exceto datas comemorativas dai vira caos ótima opção almoço janta comida boa,0,0,1,1,0,0,0,1
Ambiente super agradável excelente atendimento produtos qualidade inquestionáveis,1,0,1,0,0,0,0,1
Atedimento excelente especial gaçom senna mostrou pra mim valeu cada minuto nesse restaurante vcs querem bom atedimento proucure garçom senna Coco Bambu nota 1000 voltarei toda certeza,0,0,0,0,0,0,0,1
Excelente opção,0,0,0,1,0,0,0,0
Atendimento excelente colaboradora Raynara unidade praça 14,0,0,0,0,0,0,0,1
Ambiente agradavel possui área Kids parte externa conta pessoas funcionários cuidam animação desse espaço,1,0,0,0,0,0,0,0
Rodízio peixe boa opção,0,0,1,0,0,0,0,0
Variedade incrível pratos ambiente agradável comida saborosa preço justo vista bonita atendimento primeira decoração temática enfim melhores lugares pata comer Manaus,1,0,1,1,0,0,1,0
Local excelente pessoas excelente atendimento excelente dono lá excelente,0,0,0,0,1,0,0,1
questão seguinte oferecem comida alta qualidade drinks ótimos cerveja gelada aí cliente chega pra estacionar extremamente mal recebido,0,1,1,0,1,0,0,0
Após algum tempo esperando chamei garçom olhou cara feia demorou uns 3,0,0,0,0,0,0,0,1
Atendimento simpático meninas ótima localização limpinho bonito preço bem honesto caipirinha cachaça jambu melaço cana açucar algum outro ingrediente local lembro nome memoria apagou tão forte,1,1,0,0,1,0,1,1
Preço adequado qualidade serviço oferecido,0,0,1,0,0,0,1,1
Considerando ambiente melhor churrascaria Manaus lugar requintado decoração adega salão principal agradável,1,0,0,1,0,0,0,0
restaurante ficou lindo iluminação gostosa alguns lugares escuros outros clarinhos,1,0,0,0,0,0,0,0
Churrasco variedades saborosas,0,0,1,0,0,0,0,0
família comer tradicional carne sol inclusive mesma carne sempre boa porém acompanhamentos desejar hoje,0,0,1,0,0,0,0,0
Cappuccino tapioca caboquinho excelentes,0,1,1,0,0,0,0,0
Talvez melhor pizzaria Manaus,0,0,0,1,0,0,0,0
Viemos quarta feira pedimos menu entrada prato principal sobremesa,0,0,0,0,0,1,0,0
Local agradável recomendado vasta variedade opções sabor caseiro,0,0,1,1,0,0,0,0
Bem refrigerado preço razoável,1,0,0,0,0,0,1,0
bom ja melhor,0,0,0,1,0,0,0,0
Péssima experiência,0,0,0,1,0,0,0,0
Churrascaria top Manaus,0,0,0,1,0,0,0,0
Lugar maravilhoso comida ótima climatizado vale pena esqueço Ceviche único,1,0,1,1,0,0,0,0
Ambiente super agradável,1,0,0,0,0,0,0,0
funcionários educados prestativos acomodar grupo comemorando aniversário surpresa,0,0,0,0,0,0,0,1
Restaurante localizado lado teatro dá devido valor passa rua,0,0,0,0,1,0,0,0
bom atendimento José Gregório,0,0,0,0,0,0,0,1
Serviço excelente churrasco delicioso,0,0,1,0,0,0,0,1
Restaurante regional ambiente agradável mística vivo regional atendimento garçon Nonato excelente,1,0,0,1,0,0,0,1
Ótimo restaurante,0,0,0,1,0,0,0,0
Ainda ambiente melhorado 9o rende pontos extras climatização qualidade mesa decaiu especialmente acompanhamentos carne sol,1,0,1,0,0,0,0,0
Comida maravilhosa drinks ótimos atendimento show preço justo bar excelente barman Acipar top,0,1,1,1,0,0,1,1
Tudo agradável dente José Gregório atencioso,0,0,0,1,0,0,0,1
Peixe suculência seco baião arroz qualidade ruim arroz branco ruim enfim segunda feira sei cozinha,0,0,1,0,0,0,0,0
Variedade sabores atendimento rápido,0,0,1,0,0,0,0,1
lugar maravilhoso restaurante ótimo atendimento ótimo cardápio pode desfrutar natureza,1,0,1,1,0,0,0,1
bom comida boa ótimo atendimento,0,0,1,0,0,0,0,1
Musica boa clinária regional maravilhosa atendimento excelente,1,0,1,0,0,0,0,1
Restaurante excelente,0,0,0,1,0,0,0,0
Café regional gostoso quer saborear ótima tapioca gosto regional boa opção local,0,1,1,1,0,0,0,0
saborosa preço justo,0,0,1,0,0,0,1,0
Moro proximo vou duas vezes mês,0,0,0,1,0,0,0,0
Comida boa localização excelente atende bem,0,0,1,0,1,0,0,1
Excelente atendimento comida saborosa preço bem acessível ambiente agradável,1,0,1,0,0,0,1,1
Restaurante tranquilo bom atendimento atendente Mateus atencioso,0,0,0,1,0,0,0,1
Rapidez atendimento aliada qualidade comodidade boas opcoes cardapio preço bom picanha perfeita,0,0,1,0,0,0,1,1
Pratos bem elaborados peixe rio tempero excelente,0,0,1,0,0,0,0,0
épocas temáticas realizam apresentações musicais espaços ambiente,0,0,0,0,0,1,0,0
Tudo delícia ótimo atendimento,0,0,1,0,0,0,0,1
bom restaurante,0,0,0,1,0,0,0,0
Excelente opção imersão gastronomia amazônica,0,0,1,0,0,0,0,0
Melhor gerenciamento necessário,0,0,0,0,0,0,0,1
Ótimo atendimento garçom Emerson atende excelência comida maravilhosa,0,0,1,0,0,0,0,1
lotado fins semana restaurante frequentado toda cidade,1,0,0,0,0,0,0,0
peixe tão delicada saborosa Amazï ½ia,0,0,1,0,0,0,0,0
Preço super acessível prato pra duas pessoas vêm bem servido serve 5 vale pena,0,0,1,0,0,0,1,0
restaurante atrativo melhores picanhas bafo manaus arroz brócolis delícia atendimento bem rápido dias normais caso feriados datas comemorativas voçe vai pegar bela,0,0,1,0,0,0,0,1
Restaurante ótimo ambiente salão bem amplo cardápio bem variado completa pedidos vezes demoram pouco nada normal recomendo,1,0,1,0,0,0,0,1
Top maravilhoso,0,0,0,1,0,0,0,0
Ambiente aconchegante bem limpo culinária boa,1,0,1,0,0,0,0,0
Melhor comida melhor atendimento funcincionario Rodrigo Uchoa duvida melhor restaurante manaus,0,0,1,1,0,0,0,1
opção menos cara entrar Gaúcho s Gourmet self service,0,0,0,0,0,0,1,0
lugar aprazivel carta vinhos,1,0,0,0,0,0,0,0
Ótimo ambiente familiar seguro,1,0,0,0,0,0,0,0
comida bem feita lugar agradavel,0,0,1,1,0,0,0,0
churrascaria Búfalo ótimo atendimento estilo gaúcho deixa ambiente propício saborear diversas opções carnes lá servidas,1,0,1,0,0,0,0,1
Comida maravilhosa,0,0,1,0,0,0,0,0
Manaus difícilmente restaurante comida regional tão MARAVILHOSO,0,0,1,0,0,0,0,0
troco bolso gastar bom tamanho,0,0,0,0,0,0,1,0
atendimento excelente profissional Phelipe educado,0,0,0,0,0,0,0,1
Ambiente familiar agradável cardápios variados,1,0,1,0,0,0,0,0
Preço alto demais,0,0,0,0,0,0,1,0
Tipo estabelecimento onde quantidade lucro objetivo principal,0,0,0,0,0,0,1,0
Local super divertido espaço crianças,1,0,0,0,0,0,0,0
Oferecem translado cerveja gelada diversidade comidas Toca rock diferencial,1,1,1,0,0,0,0,0
preciso prestar atenção preços pratos absurdo,0,0,0,0,0,0,1,0
Local excelente,0,0,0,1,0,0,0,0
Local agradável bom atendimento,0,0,0,1,0,0,0,1
Comida saborosa demais,0,0,1,0,0,0,0,0
Tradução Google melhor comida sempre,0,0,1,0,0,0,0,0
Local agradável possui rodízio sushi R 39 90 diversos sabores inclusive especiais atendimento maravilhoso estacionamento gratuito clientes frente funciona 23 horas,0,0,0,1,1,0,0,1
Restaurante atrativo acolhedor serviço top,0,0,0,1,0,0,0,1
Valor alto tudo bom custa caro,0,0,0,0,0,0,1,0
quiser gastar pouco comer ótimo ambiente carnes nobres,0,0,1,0,0,0,1,0
Garçons excelente treinamento carnes ótimos cortes comida gostosa,0,0,1,0,0,0,0,1
Comida boa preço bom banheiros bem limpos,1,0,1,0,0,0,1,0
Boa atendimento preço justo,0,0,0,0,0,0,1,1
Ambiente bacana atendimento bom porém porções sao pequenas,1,0,1,0,0,0,0,1
delícia sabe lugar infância faz imaginar brincar pensamentos uns peixes empalhados daora hahaha pra igual legal conhecer atendimento nota 10 petiscos regionais deliciosos hummm prato principal bem servido pois quase conseguíamos dar conta tudo tudo bem fresco feito hora bom crianças adultos idosos pra todos,1,0,1,1,0,0,0,1
Coqueiro verde sempre excelente Brian Simão presta atendimento sensacional,0,0,0,1,0,0,0,1
culinária exótica especiarias típicas região local pequeno fila espera menos porém aconchegante,1,0,1,0,0,0,0,0
Ambiente bom agradável,1,0,0,0,0,0,0,0
Boa comida bom lugar bom atendimento preço compatível comida recomendo local,0,0,1,1,0,0,1,0
2 filhos pequenos marido domingo Páscoa almoçar pois queríamos degustar delícias amazônicas,0,0,1,0,0,0,0,0
Bebida ok climatização ruim pois quente cantora ai vivo fraca músicas fracas atendimento excelente comida regular,1,1,1,0,0,0,0,1
Ótima peixaria preço justo,0,0,0,1,0,0,1,0
Restaurante ótimo família ótimo atendimento,0,0,0,1,0,0,0,1
Adorei culinária loca ingredientes típicos amazonenses toque requintado,0,0,1,0,0,0,0,0
dias lotados atendimento pode demorar pouco pedido chega faz valer pena espera,0,0,0,0,0,0,0,1
lugar espetacular paisagem nota 1000 comida excelente atendimento nota 10 porções individuais preço justo filha esposa cada pediu prato,1,0,1,1,0,0,1,1
Sushi bom preço justo,0,0,1,0,0,0,1,0
Pizzas bem gostosas preço meio salgado atendimento uns garçons deixaram desejar,0,0,1,0,0,0,1,1
Ambiente agradável atendentes educados simpáticos ótimas opções salda preço acessível,1,0,1,0,0,0,1,1
atendidos garçom Sheldon excelente atendimento ótima hospitalidade recomento,0,0,0,0,0,0,0,1
Lugar agradável,0,0,0,1,0,0,0,0
Pizzas ótimas,0,0,1,0,0,0,0,0
Local agradável amplo vários ambientes ótimo atendimento,1,0,0,1,0,0,0,1
Boa variedade carnes limpeza ambiente impecável,1,0,1,0,0,0,0,0
domingo almoço família sempre melhor carne sol preço conta melhor atendimento início fim,0,0,1,0,0,0,1,1
intuito comer bela carne churrascaria boa pedida,0,0,1,0,0,0,0,0
grande sucesso Barollo associação menu bom preço justo ambiente agradabilíssimo atendimento bom,1,0,1,0,0,0,1,1
Ótimo Restaurante bom atendimento preço acessível,0,0,0,1,0,0,1,1
ótima opção realmente sabe apreciar culinária paraense,0,0,1,0,0,0,0,0
Phelipe atendimento eficiente lugar agradável bem alegre aconchegante Comida Divina Supee recomendo,1,0,1,1,0,0,0,1
Excelente atendimento Sr Vinícius,0,0,0,0,0,0,0,1
Excelente restaurante,0,0,0,1,0,0,0,0
momentos únicos boa companhia inesquecível,0,0,0,1,0,0,0,0
Generosa gostosa porção pastéis queijo música so vivo qualidade,1,0,1,0,0,0,0,0
deixe provar hambúrguer tambaqui buruti real milk shakes,0,1,1,0,0,0,0,0
comida boa atendimento bom local bem decorado bom gosto,1,0,1,0,0,0,0,1
Ótima pizza italiana lugar agradável,0,0,1,1,0,0,0,0
Comida balanceada ótimo preço sobremesa deliciosa,0,0,1,0,0,0,1,0
ótimo restaurante ar condicionado atendimento top,1,0,0,1,0,0,0,1
primeira vez Banzeiro buscava local oferecesse culinária local pois prima carioca passagem cidade nada bom peixe acompanhar conversa gostosa,0,0,1,0,0,0,0,0
bom local curtir tradicional refeição tipo americana hamburguer hot dog costelinha porco,0,0,1,0,0,0,0,0
várias vezes sempre fico feliz satisfeita tudo atendimento cordial comida boa bem servida variedade incrível pra vc escolher,0,0,1,0,0,0,0,1
Cristiano Brito melhor,0,0,0,0,0,1,0,0
têm sistema café leite garrafas sai preço único independente consumo,0,0,0,0,0,1,0,0
Experiência incrível ótimo final tarde,0,0,0,1,0,0,0,0
Ótimo custo benefício atendimento tá parabéns ambiente bem agradável,1,0,0,0,0,0,1,1
cardápio contempla carne peixe frango camarão lagosta formatos individuais 3 4 pessoas maioria saborosíssimos,0,0,1,0,0,0,0,0
curti picanha ponto otimo lugar alem ambiente familiar climatizado otimo atendimento custo bem acessivo dar levar toda familia,1,0,1,1,0,0,1,1
Lugar bacana comida bastante saborosa principalmente peixes,0,0,1,1,0,0,0,0
Lugar agradável diferente outros flutuantes cidade Abaré bem familiar musicas boas comidas excelentes,1,0,1,1,0,0,0,0
boa opção restaurante regional rede,0,0,0,1,0,0,0,0
Bom local passear família,0,0,0,1,0,0,0,0
lado teatro amazonas emoldura produtos qualidade bom preparo,1,0,1,0,0,0,0,0
Ótimo lugar encontrar amigos,0,0,0,1,0,0,0,0
Culinária impecável ambiente sofisticado atendimento bom,1,0,1,0,0,0,0,1
restaurante sempre ótima opção comer ótima carne sol,0,0,1,0,0,0,0,0
preço pouco alto vale pena experiência,0,0,0,1,0,0,1,0
Custo incompatível serviços refeição oferecidos,0,0,1,0,0,0,1,1
Pastelaria melhor custo benefício rodízio pizzas doces salgadas pastéis super gostosos massas realmente sente sabor encontra camarão dentro verdade demais sinto essência camarão,0,0,1,0,0,0,1,0
dúvidas melhor churrascaria Manaus,0,0,0,1,0,0,0,0
Ambiente agradável atendimento excelente comida maravilhosa contar paisagem linda,1,0,1,0,0,0,0,1
Atendimento excepcional,0,0,0,0,0,0,0,1
Apresenta bom espaço,1,0,0,0,0,0,0,0
ótimo local comum lá 19 30h 20h encontre muita gente lá sendo assim recomendo ir cedo ter esperar fila,0,0,0,1,0,0,0,0
Ambiente agradável comida deliciosa quanto espaço infantil sugiro ter monitoras principalmente dias movimento,1,0,1,0,0,0,0,1
Ambiente agradável cardápio diversificado açaí muitos pratos culinária regional Experimentei pato tucupi bom,1,0,1,0,0,0,0,0
