sentenca,ambiente,bebida,comida,geral,localização,outros,preço,serviço
bar antigo conservar banheiro deplorável período movimento pequeno,1,0,0,1,0,0,0,0
restaurante saboreei belo picanha,0,0,1,0,0,0,0,0
comida maravilhosa ambiente agradável,1,0,1,0,0,0,0,0
restaurante peixe qualidade fresco atendimento estrela atendente bom,0,0,1,1,0,0,0,1
atendimento excelente garçom,0,0,0,0,0,0,0,1
restaurante maravilhoso,0,0,0,1,0,0,0,0
super atencioso,0,0,0,0,0,0,0,1
achar restaurante italiano satisfez sabor,0,0,0,1,0,0,0,0
restaurante dúvida atendimento perfeito tradicional Bacalhau oferecer opção carne,0,0,1,1,0,0,0,1
excelente bom atendimento,0,0,0,1,0,0,0,1
comida preço adequado prato servir ambiente agradável famiar atendimento excelente,1,0,1,0,0,0,1,1
restaurante fino comida internacional local,0,0,1,1,0,0,0,0
Ótimo custo benefício,0,0,0,0,0,0,1,0
comida ótimo qualidade funcionário educar,0,0,1,0,0,0,0,1
reuni ótimo comida excelente beber ambiente tranquilo limpar,1,1,1,0,0,0,0,0
atendimento deixar espirimentar tira gosto cerveja,0,1,1,0,0,0,0,1
espeça cervejinha gelar ótimo pedida,1,1,0,0,0,0,0,0
comida atendimento,0,0,1,0,0,0,0,1
variedade pizza rodízio incluir sabor doce chocolate ovomaltine chocolate branco sabor aparecer rodízio pizza,0,0,1,0,0,0,0,0
achar preço restaurante bom,0,0,0,0,0,0,1,0
comer,0,0,1,0,0,0,0,0
comida lanche delicioso preço,0,0,1,0,0,0,1,0
otimo bolinho bacalhau,0,0,1,0,0,0,0,0
peixe cidade único problema estacionamento,0,0,1,0,1,0,0,0
poderiar bom opção comida caldo porção variar contar bom ótimo música vivo qualidade,1,0,1,1,0,0,0,0
café expresso forte cítrico tirar,0,1,0,0,0,0,0,0
menu Executivo,0,0,0,0,0,1,0,0
formidável happy hour família amigo,0,0,0,1,0,0,0,0
internacional escondidinho maravilhoso,0,0,1,0,0,0,0,0
bom restaurante visitar,0,0,0,1,0,0,0,0
comida delícia mta variedade picanha pedir quantidade quser banano frito delicioso paçoca carne seca arroz brocóli suco falar ambiente climatizar atendimento excelente reunir,1,0,1,0,0,0,0,1
atendimento bom comida,0,0,0,0,0,0,0,1
opção bebida comido típica,0,1,1,0,0,0,0,0
experiência comida regional amazonense bom lugar,0,0,1,0,0,0,0,0
casa divertir,0,0,0,1,0,0,0,0
Ótima comida ambiente agradável,1,0,1,0,0,0,0,0
atendente maravilhoso super comida alto qualidade bom garçom,0,0,1,0,0,0,0,1
pedida curioso disposto experimentar bom culinária amazonense,0,0,1,0,0,0,0,0
manhã delicioso,0,0,1,0,0,0,0,0
Ótimo ambiente comer excelente atendimento,1,0,1,0,0,0,0,1
Rapidez atendimento excelente,0,0,0,0,0,0,0,1
ambiente agradável atendimento,1,0,0,0,0,0,0,1
super indico picanhar comi simples higiene preço carne servir,1,0,1,1,0,0,1,0
atendimento excelente ambiente acolhedor direito vista refinar luxuoso sabão baheiro,1,0,0,0,0,0,0,1
comida preço alto,0,0,1,0,0,0,1,0
ambiente agradevel comido gostosa recomer lasanha,1,0,1,0,0,0,0,0
excelente,0,0,0,1,0,0,0,0
custo benefício comida opção,0,0,1,0,0,0,1,0
excelente ambiente familiar segurança conforto Cliente fiel,1,0,0,0,0,0,0,0
restaurante excelente,0,0,0,1,0,0,0,0
excelente,0,0,1,0,0,0,0,0
ambiente super agradável temático legal,1,0,0,0,0,0,0,0
preço compatível serviço oferecer,0,0,0,0,0,0,1,1
bom comer comida fruto mar nordestino aconchegante luxuoso bom atendimento,1,0,1,0,0,0,0,1
Melhor restaurante bom ambiente agradável,1,0,0,1,0,0,0,0
cheio mesa ocupar,1,0,0,0,0,0,0,0
Situado centro cidade restaurante simples por comida português serviço simpático,0,0,1,1,0,0,0,1
rodízio carne ideal,0,0,1,0,0,0,0,0
comida atendimento,0,0,1,0,0,0,0,1
duvida bom restaurante atendimento espetacular comida saboroso bom convívio reunião negócio confraternização amigo restaurante fantástico agradeço sentir bom atendimento bom comer,0,0,1,1,0,0,0,1
super legal agradável abiente,0,0,0,1,0,0,0,0
sanduíches saboroso gostamo qualidade quantidade sanduíche,0,0,1,0,0,0,0,0
som ambiente comer,0,0,0,0,0,1,0,0
música vivo bom drink ótimo apresentação,1,1,0,0,0,0,0,0
ambiente familiar restaurante oferecer opção cardápio preço caro estacionamento bacano,1,0,1,0,1,0,1,0
ambiente tranquilo bom atendimento,1,0,0,1,0,0,0,1
ambiente agradável comida funcionário atencioso,1,0,1,0,0,0,0,1
recomendar certo bom custo beneficio bom caldeirado cidade drink maravilhoso,0,1,1,1,0,0,1,0
experiência fantástico,0,0,0,1,0,0,0,0
tínhar expectativa provar bom culinária tambaqui prato pedir costela tambaqui bom viagem,0,0,1,0,0,0,0,0
churrascaria ambiente sofisticar carne nobr saboroso bufês guarnição preparar hora garçom atencioso preparar preço diferente prato salgar,1,0,1,0,0,0,1,1
atendimento amplo estacionamento dia movimentar ficar cheio ambiente agradável hambúrguer delicioso,1,0,1,0,1,0,0,1
comida preço acessível,0,0,1,0,0,0,1,0
dúvida bom opção aeroporto região próximo raio KM,0,0,0,0,1,0,0,0
música gente bonito cerveja gelar,1,1,0,0,0,0,0,0
vinho delicioso,0,1,0,0,0,0,0,0
delicioso,0,0,1,0,0,0,0,0
bar cerveja gelar música samba,1,1,0,1,0,0,0,0
entretenimento preço adequado oferecer pizza maravilhosa,1,0,1,0,0,0,1,0
café maravilhoso bolo tapioca tucumã misto,0,1,1,0,0,0,0,0
comida concorrente,0,0,1,0,0,0,0,0
atendimento super rápido comida,0,0,1,0,0,0,0,1
Ótimo atendimento variedade prato,0,0,1,0,0,0,0,1
otimo opção gostar massa,0,0,1,1,0,0,0,0
visitar,0,0,0,1,0,0,0,0
Voltei paraíso gente bonito comer excelente musica top,1,0,0,1,0,0,0,0
maravilhoso música bebido gelar gente bonito,1,1,0,1,0,0,0,0
comida delicioso preçar,0,0,1,0,0,0,1,0
variedade comido bebida típico,0,1,1,0,0,0,0,0
situado bairro nobre sofisticar amplo elegante comida peixe amazonense atendimento otimo qualidade,0,0,1,1,0,0,0,1
industrial,0,0,0,0,0,1,0,0
Cerveja gelar ambiente descontrair música qualidade gente interessante frente cartão postal cidade,1,1,0,0,0,0,0,0
bom churrascaria preço alto estrutura atendimento valer,1,0,0,1,0,0,1,1
ambiente agradável comida maravilhoso carta vinho completo atendimento impecável,1,1,1,0,0,0,0,1
divertido,0,0,0,1,0,0,0,0
comida drinque espetacular,0,1,1,0,0,0,0,0
atendimento,0,0,0,0,0,0,0,1
agradável otimo passar dia família amigo comida preço razoável musica alugar caiaque prancha aler tomar banho água rio negro nadar alugar,1,0,1,1,0,0,1,0
cozinha agitação nome jovem chef fama utilizar elemento inusitar cozinha regional fincar pé capital paulista filial,0,0,0,0,0,0,0,1
incrível,0,0,0,0,0,0,0,1
variado cardápio Ótimo atendimento custo benefício mediano,0,0,1,0,0,0,1,1
jantar romântico familiar,0,0,0,1,0,0,0,0
pizza maravilhosa lir,0,0,1,0,0,0,0,0
Ótimo ambiente deixar criança divertir atendimento excelente garçom comido delicioso experiência ótimo,1,0,1,1,0,0,0,1
restaurante excelente ambiente confortável excelente atendimento funcionário comida gosto camarão internacional maravilhoso indico vcs adorar,1,0,1,1,0,0,0,1
tranquilo comer preço justo,0,0,1,1,0,0,1,0
restaurante,0,0,0,1,0,0,0,0
ultimo experiência,0,0,0,1,0,0,0,0
estacionamento vaga positivo,0,0,0,0,1,0,0,0
picanha qualidade facil acesso climatizar otimo hora,1,0,1,0,0,0,0,0
alto preço restaurante excelente,0,0,0,1,0,0,1,0
noite optima obrihada atendimento,0,0,0,0,0,0,0,1
topzao super legal achar dever baixar preço frango assar peixe assar estar,0,0,0,0,0,0,1,0
bom hambúrguer comi,0,0,1,0,0,0,0,0
localizar ambiente agradável cardápio opção variar,1,0,1,0,1,0,0,0
comida maravilhoso noite especial atendimento ótimo especial,0,0,1,0,0,0,0,1
comer ótimo custo benefício ruim atendimento tambem,0,0,1,0,0,0,1,1
comida excelente cardápio diversificar,0,0,1,0,0,0,0,0
bom restaurante bom,0,0,0,1,0,0,0,0
bom carne sol,0,0,1,0,0,0,0,0
almoçar,0,0,0,1,0,0,0,0
Procure haver boteco comer petisco conversar vida encontrar bom opção,0,0,1,1,0,0,0,0
otimo tomar cerveja amigo,0,1,0,0,0,0,0,0
bom dia trabalho,0,0,0,1,0,0,0,0
Ótimo café ambiente perfeito variedade opção lazer criança,1,1,1,0,0,0,0,0
opção ficar bubuia calor maravilhoso comida tmb,0,0,1,1,0,0,0,0
ambiente familiar acessório bom disponível macarr pranchar colete comer fator negativo preço proprietário querer selecionar público atingir público seleto existir obrigatoriedade consumo pagar taxa travessia,1,0,1,0,0,0,1,0
tomar cerveja gelar,0,1,0,0,0,0,0,0
Ótimo restaurante ótimos preço comer saboroso Situado mercado central voltar recomendar visita,0,0,1,1,1,0,1,0
ambiente atendimento comer,1,0,1,0,0,0,0,1
experiência pedir açaí via açaí vir excesso cobertura metade copo rápido solícito resolver problema,0,0,1,0,0,0,0,0
Ótimo restaurante,0,0,0,1,0,0,0,0
ambiente agradável atendimento excelência recomendar,1,0,0,1,0,0,0,1
restaurante bacalhau normal ver,0,0,1,0,0,0,0,0
ambiente super agradável bonito,1,0,0,0,0,0,0,0
torta incrível super indico atendimento exemplar estrutura agradável café delicioso atendimento rápido,1,0,1,0,0,0,0,1
estacionamento excelente variedade carne,0,0,1,0,1,0,0,0
Ótimo experiência culinária,0,0,1,0,0,0,0,0
excelente opcao lazer,0,0,0,1,0,0,0,0
gente maravilhoso tomar café manhã,0,0,1,1,0,0,0,0
restaurante típico nordestino prato variar cozinha nordestino,0,0,1,1,0,0,0,0
agradável café regional delicioso,0,1,0,1,0,0,0,0
excelente atendimento comemoramos aniversário irmã atendimento agradeço churrascaria recomendar,0,0,0,1,0,0,0,1
restaurante preço salgar opção barata região,0,0,0,1,0,0,1,0
garçom diferença super atencioso,0,0,0,0,0,0,0,1
restaurante,0,0,0,1,0,0,0,0
Ótimo restaurante ambiente agradável comida excelente,1,0,1,1,0,0,0,0
ambiente lir super frequentar comida maravilhoso shopp geladíssimo bom atendimento,1,1,1,0,0,0,0,1
preço justo prato servir bom atendimento,0,0,1,0,0,0,1,1
extraordinário super atencioso parabéns distinção cor vestimenta,0,0,0,0,0,0,0,1
conta amplo amigo criança kids variedade pizza legal gostar doce esperar pouquinho,1,0,1,0,0,0,1,0
atendimento maravilhoso ganhar desconto comprar torta salgadinho bolinha queijo unico opcao ter,0,0,0,0,0,0,0,1
preço,0,0,0,0,0,0,1,0
comida atendimento excelente,0,0,1,0,0,0,0,1
agradável atendimento maravilhoso cerveja geladinhar,0,1,0,1,0,0,0,1
hambúrguer preço,0,0,1,0,0,0,1,0
dia sabar local qualidade preciso aguardar minuto escolhemois mesanino ficar térreo acreditar,0,0,0,0,0,0,0,1
fechar chave ouro pedir sobremesa banana flambar acompanhar bola sorvete generoso super saboroso,0,0,1,0,0,0,0,0
entregar pedido errar confirmar certinho acontecer último dia fevereiro pedir piza refrigerante entregar refrigerante paguei real pedido vir metade liguei cobrar dizer ir mandar hora noite esperar meio noite acontecer,0,0,0,0,0,0,0,1
agradável ventilar verde,1,0,0,1,0,0,0,0
restaurante português rei cardápio bacalhau cidade repleto peixaria prato típico regional peixe água doce verdade restaurante estar valer pena incluir prioridade,0,0,1,1,0,0,0,0
almoço ambiente agradável atendimento carne perder qualidade churrasco,1,0,1,0,0,0,0,1
comer excelente funcionário atencioso,0,0,1,0,0,0,0,1
ambiente rústico super agradável oferecer saboroso tapioco bolo macacheira cupuaçu cuscu guloseima delicioso,1,0,1,0,0,0,0,0
pedir carne passado magro,0,0,1,0,0,0,0,0
ambiente agradável,1,0,0,0,0,0,0,0
agradável lanche típico regional,0,0,1,1,0,0,0,0
Ótimo atedimento,0,0,0,1,0,0,0,1
evidente motivo experiência encantadora recomer combinação independente praia ponta negro bonito melhor coroar experiência gustativo maravilhoso camarão serviço,1,0,1,1,0,0,0,1
atencioso,0,0,0,0,0,0,0,1
bom ambiente tomar cerveja,1,1,0,0,0,0,0,0
prato excelente ambiente,1,0,1,0,0,0,0,0
animar restaurante famoso decepcionei comida,0,0,1,1,0,0,0,0
Ótimo atendimento comida maravilhoso ambiente agradável,1,0,1,0,0,0,0,1
ambiente familiar passeio lanchar família amigo,1,0,0,0,0,0,0,0
comida item gourmet mercearia item regional mão,0,1,1,0,0,0,0,0
agradável relaxar conversar apreciar natureza,1,0,0,0,0,0,0,0
excelente restaurante carne saboroso prato média,0,0,1,1,0,0,0,0
tomar viajar nuvem pureza café moir hora apaixonante,0,1,0,0,0,0,0,0
excelente happy hourr jantar,0,0,0,1,0,0,0,0
restaurante localizar agradável estacionamento privativo cardápio variado petisco maravilhoso entrada principal picanha diversos carne saboroso sobremesa vc conseguir carta sortido cardápio bebida cerveja,0,1,1,1,1,0,0,0
restaurante excelente atendimento digno reverência,0,0,0,1,0,0,0,1
café bom apresentação tipo grão servir água gás ótimo opção lanche salgar,0,1,1,0,0,0,0,1
carne excelente amigo ambiente natural banheiro limpo ideal levar família final semana encontrar amigo,1,0,1,0,0,0,0,0
sopa fr garçon meio perdir,0,0,1,0,0,0,0,1
Gostei preço comer ótimo,0,0,1,0,0,0,1,0
Ótimo restaurante,0,0,0,1,0,0,0,0
mto competer sushi acabar primeiro mesa sentar fundo dificuldade comer sushi,0,0,0,0,0,0,0,1
atendimento excelente atendimento garçom simpático cordial parabéns serviço prestar,0,0,0,0,0,0,0,1
excelente cardápio variado carta bebida,1,1,0,0,0,0,0,0
ideal curtir comida qualidade tradicional mercado municipal,0,0,1,1,0,0,0,0
atendimento ótimo franguinho assar,0,0,1,0,0,0,0,1
,0,0,0,1,0,0,0,0
delicioso,0,0,1,0,0,0,0,0
Deveria regional preço acessível,0,0,0,0,0,0,1,0
agradável,0,0,0,1,0,0,0,0
atendimento ótimo ambiente agradável excelente encontro aniversário tipo confraternização,1,0,0,1,0,0,0,1
boteco regional excelente opção shopping manaura,0,0,1,1,0,0,0,0
Ótima refeição atendimento qualidade sabor incrível,0,0,1,0,0,0,0,1
Ótima opção restaurante preço justo comida delicioso,0,0,1,1,0,0,1,0
excelente comido espetacular,0,0,1,1,0,0,0,0
peixe entrada casquinho caranguejo saboroso lombo tambaqui pedir,0,0,1,0,0,0,0,0
corte bovino bom impressionar alto preço cobrar,0,0,1,0,0,0,1,0
excelente escolha noite companhia gente bonito bom atendimento variação musica,1,0,0,1,0,0,0,1
excelente restaurante,0,0,0,1,0,0,0,0
bonito receptividade sentir casa bom gastronomia excelente,1,0,1,0,0,0,0,1
preço super acessível atendimento ótimo super rápido,0,0,0,0,0,0,1,1
Cerveja gelar possuir pequeno brinquedoteca,0,1,0,0,0,0,0,0
ambiente agradável comer otimo atendimento excelente,1,0,1,0,0,0,0,1
comer diversidade bebida,0,1,1,1,0,0,0,0
ambiente agradável comer gostoso atendimento excelente,1,0,1,0,0,0,0,1
Ótimo ambiente familiar tranquilo,1,0,0,1,0,0,0,0
agradável Gastronomia excelente,0,0,1,1,0,0,0,0
fácil acesso server comir tipico nordeste,0,0,1,0,1,0,0,0
preço justo atendimento excelência,1,0,0,0,0,0,1,1
ambiente agradável atendimento,1,0,0,0,0,0,0,1
Melhor culinária regional,0,0,1,0,0,0,0,0
atendimento,0,0,0,0,0,0,0,1
atendimento,0,0,0,0,0,0,0,1
point prostituição decadente,0,0,0,1,0,0,0,0
tirar foto refeição servir coxinha rechear bolinha empanar frango deliciosa lasanha vegetariano suco,0,0,1,0,0,0,0,0
ambiente bonito atendimento cordial,1,0,1,0,0,0,0,1
bom bom rodízio bom massa bom sushi bom lasanhar,0,0,1,1,0,0,0,0
pecimo verdadeiro baderna,0,0,0,1,0,0,0,0
final semana haver música ambiente suave atrapalhar conversa artístico torno,1,0,0,0,0,0,0,0
surpreendente experiência incrível,0,0,0,1,0,0,0,0
Ótimo sabor,0,0,1,0,0,0,0,0
coco bambu conemorarmos aniversário amiga atender garçom excelente rapir ótimo memória rsrs prato delicioso ambiente agradável,1,0,1,0,0,0,0,1
atendimento perfeito suco filé estuper,0,1,1,0,0,0,0,1
Ótima variação comida otimo atendimento recomendar estacionamento amplo tbm problema,0,0,1,0,1,0,0,1
excelente serviço,0,0,0,0,0,0,0,1
variedade ficar pedir sabor aguardar hora atender repetir sabor valer pena existir lugar bom custo benefício,0,0,1,0,0,0,1,1
ambiente agradável comida típico regional,1,0,1,0,0,0,0,0
ter suco regional laranjo limão abacaxi,0,1,0,0,0,0,0,0
Maravilhoso comer beber familiar amplo organizar,0,1,1,1,0,0,0,0
super atento coco bambu atendimento,0,0,0,0,0,0,0,1
excelente atendimento péssimo pessoal perder procedimento,0,0,0,1,0,0,0,1
excelente,0,0,0,1,0,0,0,0
problema nota fiscal trabalho reembolsa preciso,0,0,0,0,0,0,0,1
amplo rodízio excelente confraternização,1,0,1,0,0,0,0,0
atendimento preço justo,0,0,0,0,0,0,1,1
comida típica região estacionamento pro ficar seguro veículo,0,0,1,1,1,0,0,0
ótimo opção,0,0,0,1,0,0,0,0
criança adquir deuce especial esposo adquirir omelete branco veggies ordenar ego hambúrguer mesquite delicioso preço ser caro original deuce especial ordered my self mesquite everything expensive,0,0,1,0,0,0,1,0
Ótima opção reunião informal aniversário,0,0,0,1,0,0,0,0
excelente,0,0,0,1,0,0,0,0
restaurante completo respeito comida típico região encontrar opção comida regional excelente qualidade prato,0,0,1,0,0,0,0,0
alto qualidade,0,0,1,0,0,0,0,0
Garçom parabéns atendimento super hora top parabém,0,0,0,0,0,0,0,1
Ótima opção variedade pizza,0,0,1,1,0,0,0,0
ótimo surpresa,0,0,0,1,0,0,0,0
excelente opção reunir familiar amigo,0,0,0,1,0,0,0,0
atendimento cômodo impecável,0,0,0,0,0,0,0,1
comida excelente atendimento excelente,0,0,1,0,0,0,0,1
pizzaria tradicional cidade bom atendimento estacionamento,0,0,0,1,1,0,0,1
ambiente climatizar atendimento estacionamento ruim sabor pizza massa saboroso preço médio beber inclusar rodízio,1,0,1,0,1,0,1,1
Ótimo espaço encontrar amigo respeitar norma pandemia preço acessível,1,0,0,1,0,0,1,0
Gostei pizza masso atendimento garçom legal pizzario família gostar aprovar,0,0,1,0,0,0,0,1
agradável cafezinho opção aler bom visual,1,1,0,1,0,0,0,0
notícia conseguir hambúrguer,0,0,1,0,0,0,0,0
comida saboroso bom atendimento experiência gastronômico maravilhoso,0,0,1,0,0,0,0,1
ambiente super agradável preço acessível,1,0,0,0,0,0,1,0
ambiente amplo cardápio variado atendimento ótimo opção refeição família amigo trabalho,1,0,1,0,0,0,0,1
comer regional excelente qualidade pirarucu fazer preço acessível padrão restaurante,1,0,1,0,0,0,1,0
Excelente gostar carne sol atendimento notar,0,0,1,0,0,0,0,1
lindo ambiente decoração regional belíssima atendimento comida deixar desejar sentir toque chef responsa,1,0,1,0,0,0,0,1
atendimento preço justo q oferecer,0,0,0,0,0,0,1,1
tentativa conseguir conhecer incrível familiar ótimas opção cardápio,0,0,1,1,0,0,0,0
excelente atendimento garçom atender comida tar impecável delícia,0,0,1,0,0,0,0,1
Ótimo,0,0,0,1,0,0,0,0
excelente restaurante chef Raimundo atencioso,0,0,0,1,0,0,0,1
agradável atendimento comer comprometer preço,0,0,1,1,0,0,1,1
peixe quente,0,0,1,0,0,0,0,0
preço acessível,0,0,1,0,0,0,1,0
ambiente perfeito comemorarr data taobmaravioho prato maravilhoso atendimento impecavel,1,0,1,0,0,0,0,1
Ótimo atendimento bacalhau preparar,0,0,1,0,0,0,0,1
ambiente super agradável,1,0,0,0,0,0,0,0
ambiente agradável música comer regional temperar bom preço acessível,1,0,1,0,0,0,1,0
comida agradável ambiente bom,1,0,1,0,0,0,0,0
preço excelente buffetr gostoso exceção churrasco q precisar melhorar,0,0,1,0,0,0,1,0
dono prestativo cliente,0,0,0,0,0,0,0,1
preço razoável demor atendimento variedade pizza,0,0,1,0,0,0,1,1
super agradável,0,0,0,1,0,0,0,0
tocar bandinha pop rock agradável,1,0,0,0,0,0,0,0
ambiente decorar atendimento,1,0,0,0,0,0,0,1
incrível atendimento personalizar ótimas indicação gerente garçon atencioso música,1,0,1,0,0,0,0,1
ruim lugar rapaz sushi ficar balcão discreto cara passar cantar sertanejo pleno pulmão cumplicidade responsável,0,0,0,1,0,0,0,1
bar legal,0,0,0,1,0,0,0,0
atendir música prato excelente garçom atender profissional,1,0,0,1,0,0,0,1
encontro família amigo degustar comida excelente qualidade,0,0,1,0,0,0,0,0
atendimento rápido opção cardapio carne pedir atenção,0,0,1,0,0,0,0,1
preço justo gostar fotografia prazer foto autor chef restaurante,1,0,0,0,0,0,1,0
diferencial música ambiente tocar rock gosto,1,0,0,0,0,0,0,0
gostar vida noturno bar histórico tradição forte morador sanduíche pernil serie som petisco hospitaleiro cidade,1,0,1,1,1,0,0,0
comida excelente ambiente agradável,1,0,1,0,0,0,0,0
cardápio amplo entrada prato principal servir pess,0,0,1,0,0,0,0,0
ambiente agradável opção saboroso cardápio,1,0,1,0,0,0,0,0
surpresa maravilhoso,0,0,0,1,0,0,0,0
opção moderno cheio comida variar,0,0,1,1,0,0,0,0
comida fazer bom ingrediente atendimento lotar bom suco bom preço,0,1,1,0,0,0,1,1
ambiente agradável almoço comemoração comer saboroso atendimento excelente garçom,1,0,1,0,0,0,0,1
atendimento fraco,0,0,0,0,0,0,0,1
único problema encontrar ter carro programe voltar distante estrada ruim hora chamar táxi carro aplicativo indicação cansativo,0,0,0,0,1,0,0,0
semana passar pedimos picanhar costela peso preço aceitavel carne fazer,0,0,1,0,0,0,1,1
ambiente atendimento rápido eficiente garçom comida excelente,1,0,1,0,0,0,0,1
restaurante centro abrir 11h comida pronto,0,0,0,0,0,1,0,0
prato principal filé risoto parmesão moqueca palmito banana pacovã esperar moqueca experiência válido,0,0,1,0,0,0,0,0
atendimento excelente música ambiente super agradável funcionário atencioso,1,0,0,0,0,0,0,1
gostar jantar dever opção participar couvert artístico suporter comer música falar conversar amigo familiar fico perturbar música alto dever ambiente som colocar som ambiente,1,0,0,0,0,0,0,0
época cheia valer pena aliviar calor amazônico flutuante bom pedida ambiente agradável contato total natureza excelente atendimento comida delicioso,1,0,1,0,0,0,0,1
tradicional culinária amazonense farofa banana top,0,0,1,0,0,0,0,0
agradável,0,0,0,1,0,0,0,0
comida sensacional churrasco,0,0,1,0,0,0,0,0
surpreender maravilha cardápio poção atendente atencioso precisar ajuda gerente indicar vinho super agradável combinação indicar maravilhoso,0,0,1,0,0,0,0,1
Ótimo restaurante,0,0,0,1,0,0,0,0
pedir costela suíno amigo muto delicioso,0,0,1,0,0,0,0,0
bom comida manau,0,0,1,0,0,0,0,0
espaço pequeno,1,0,0,0,0,0,0,0
intimisto mesa decoração legal belo ver teatro jantar,1,0,0,1,0,0,0,0
café regional,0,1,0,0,0,0,0,0
necessário atenção pagamento conta grupo grande,0,0,0,0,0,1,0,0
romântico,0,0,0,1,0,0,0,0
ótimo noite happy hour comida,0,0,1,1,0,0,0,0
