sentenca,ambiente,bebida,comida,geral,localização,outros,preço,serviço
excelente café regional maravilhoso atendimento x caboquinho banana frito delicioso tapioco maravilhoso pena funcionar semana,0,1,1,1,0,0,0,1
,0,0,0,0,0,1,0,0
avaliação positivo espaço criança aparente sucesso rede restaurante poder indicar excelente experiência,1,0,0,1,0,0,0,0
atendimento bom garçon,0,0,0,0,0,0,0,1
ótimo experiência gastronômico,0,0,1,0,0,0,0,0
café,0,0,0,0,0,1,0,0
vir virei fã,0,0,0,1,0,0,0,0
preço comida,0,0,1,0,0,0,1,0
fantástico acolhedor,0,0,0,1,0,0,0,0
Ótimo entretenimento amigo família achar cara preço comida shopping,0,0,0,1,0,0,1,0
adorar passar qua café toque regional tapioca tucumã farofa charque dentre iguaria,0,0,1,0,0,0,0,0
server tempero agradável espaçoso ar condicionado brinquedoteca atendimento pênalti estacionamento comparação concorrente,1,0,1,0,1,0,0,1
temperatura ambiente agradável,1,0,0,0,0,0,0,0
requintar comida alto padrão,0,0,1,1,0,0,0,0
Melhor churrascaria bom atendimento,0,0,0,1,0,0,0,1
ótimo experiência gastronômico,0,0,1,0,0,0,0,0
excelente opção,0,0,0,1,0,0,0,0
descontrair agradável cerveja gelado preço justo apresentação banda cantor,1,1,0,0,0,0,1,0
agradável,0,0,0,1,0,0,0,0
opção carne nobr,0,0,1,0,0,0,0,0
cidade atendimento estrela comer bebida maravilhoso encontro galera,0,1,1,1,0,0,0,1
atendimento razoavel procura bom nao pode ficar,0,0,0,0,0,0,0,1
ambiente agradável excelente atendimento ótimas opção prato guarnição servido variedade carne sobremeso delicioso,1,0,1,0,0,0,0,1
fila compra,0,0,0,0,0,0,0,1
hambúrguer delicioso preço variar bolso,0,0,1,0,0,0,1,0
cafeter ambiente confortável limpo culinária excelente,1,1,1,0,0,0,0,0
hambúrguer delicioso qualidade,0,0,1,0,0,0,0,0
ameir farofa castanha recomendadissimo saboroso,0,0,1,0,0,0,0,0
preço acessível pizza sabor,0,0,0,0,0,0,1,0
Ótimo tranquilo atendimento excelente,0,0,0,1,0,0,0,1
preço justo espaço agradável estacionar contar espaço kids diferencial restaurante cidade,1,0,0,0,1,0,1,0
Ótimo happy hour amigo,0,0,0,1,0,0,0,0
comida atendimento péssimo altíssimo custo,0,0,1,0,0,0,1,1
original very regular burger,0,0,0,0,0,1,0,0
sala jogo aguardar liberação pista petisco preço justo,1,1,0,0,0,0,1,0
Ótimo climatizar música,1,0,0,1,0,0,0,0
excelente atendimento td maravilhoso parabéns,0,0,0,0,0,0,0,1
comida,0,0,1,0,0,0,0,0
ambiente familiar,1,0,0,0,0,0,0,0
ambiente agradável gente ficar apertar barulhento,1,0,0,0,0,0,0,0
gelar atendimento razoável,0,1,0,0,0,0,0,1
preço justo ambiente super agradável atendimento,1,0,0,0,0,0,1,1
passar ficar conhecer famoso costela Tambaqui server arroz farinha vinagrete server,0,0,1,0,0,0,0,0
acreditar contar diferencial fundamental sucesso negócio presença proprietário salão cumprimentar cliente,0,0,0,0,0,0,0,1
ambiente Limpo confortável atendimento top garçom gentil comida gostoso rápido lanchar amigo,1,0,1,0,0,0,0,1
comida temperar saboroso temperatura correto,0,0,1,0,0,0,0,0
Gostei ambiente carne achar dura problema efetuar pagamento demorar resolver recomendação sorte,1,0,1,0,0,0,0,1
restaurante vanguarda base gastronômico utilizar fundamentar tempero natural terra,0,0,1,0,0,0,0,0
prazer excelente restaurante família amigo,0,0,0,1,0,0,0,0
Pratos servido,0,0,1,0,0,0,0,0
excelente atendimento,0,0,0,0,0,0,0,1
gostar happy opção,0,0,0,1,0,0,0,0
externo ruim pessoa fumar gente bom localização,1,0,0,0,1,0,0,0
atendimento correto satisfatório,0,0,1,0,0,0,0,1
restaurante contar comida típica cidade confortável comida excelente atendimento maravilhoso preço acessível,1,0,1,0,0,0,1,1
Ótimo variedade interessante massa,0,0,1,0,0,0,0,0
comida excelente cerveja gelar atividade acuático,0,1,1,0,0,0,0,0
prato servir saboroso atendimento acolhedor espaço físico agradável climatizar,1,0,1,0,0,0,0,1
preço justo correto carne atendimento excelente,0,0,1,0,0,0,1,1
comida regional recepção agradável,0,0,1,0,0,0,0,1
Ótimo casal encontro amigo,0,0,0,1,0,0,0,0
tranquilo familiar,0,0,0,1,0,0,0,0
excelente atendimento aconchegante,1,0,0,0,0,0,0,1
Cerveja gelar,0,1,0,0,0,0,0,0
saborear bom qualidade quantidade preço comparar custo beneficio preço aparente alto prato servido qualidade bacalhau compensa,0,0,1,0,0,0,1,0
preço acessível,0,0,0,0,0,0,1,0
playlist sensacional ambiente agradável atendimento excelente,1,0,0,0,0,0,0,1
ambiente agradável atendimento excelente prato sofisticar valer centavo,1,0,1,0,0,0,1,1
gente bonito rock refrigerar musica preço razoável excelente atendimento precisar ampliar espaço pequeno quantidade publico,1,0,0,0,0,0,1,1
opção,0,0,0,1,0,0,0,0
ocupado noite assistência lento esqueçar,0,0,0,0,0,1,0,0
bom café regional,0,1,0,0,0,0,0,0
comer pedida sanduíche pernil bolinho bacalhau,0,0,1,0,0,0,0,0
gostoso preço justo estacionamento,0,0,1,0,1,0,1,1
preço justo comer saboroso ficar pronto,0,0,1,0,0,0,1,1
exelente servicio cardápio limitar achar poder abrir sugestão mexicano querer comida similar ingrediente matéria primo querer falar tá cardápio falar custar atender cliente olhar pagar real cobrar real persona cover música verdade conversar ahh real infantil achar abuso lugar graça,0,0,1,1,0,0,1,1
Ótima comida ambiente super limpo seguro localizar climatizar cardápio português inglês carta vinho dispor brinquedoteca inferior estacionamento staff,1,1,1,0,1,0,0,0
comida servido preço equivalente qualidade apresentar prato,0,0,1,0,0,0,1,0
pessoa atrapalhar serviço servir prato momento diferente ter pessoa ter ser servir,0,0,0,0,0,0,0,1
clima maravilhoso confortável acesso brinquedoteca ambiente agradável reunir amigo familiar,1,0,0,0,0,0,0,0
bom restaurante cidade bom atendimento pedido chegar rápido,0,0,0,1,0,0,0,1
Maravilhoso atendimento garçom gentil super atencioso prestativo,0,0,0,0,0,0,0,1
agradável tomar leve trocar idéia levar gata música vivo,1,1,0,1,0,0,0,0
localcalmo ambiente rústico peixe preparar caldinho gostoso preço módico,1,0,1,0,0,0,1,0
Climatizado decoração típico excelente atendimento oferecer self service prato típico gaúcho culinária regional nacional,1,0,1,0,0,0,0,1
delicioso atendimento demorar,0,0,1,0,0,0,0,1
barato ambiente padrão fifa super recomendar,1,0,0,0,0,0,0,0
atendimento ruim,0,0,0,0,0,0,0,1
Ótimo atendimento preço,0,0,0,0,0,0,1,1
ideal,0,0,0,1,0,0,0,0
excelente almoçar,0,0,0,1,0,0,0,0
suchy delicioso,0,0,1,0,0,0,0,0
aprazível bom atendimento,1,0,0,0,0,0,0,1
atendimento excelente comida diverso buffetr,0,0,1,0,0,0,0,1
Ótimo atendimento super atencioso,0,0,0,0,0,0,0,1
atendimento comer,0,0,1,0,0,0,0,1
legítimo representante cozinha português,0,0,1,0,0,0,0,0
excelente encontro amigo reunir familia ambiente familiar atendimento petisco delicioso tipo geladíssimo,1,1,1,1,0,0,0,1
churrascaria servir bom carne atendimento primoroso preço caro,0,0,1,0,0,0,1,1
melhoria piso elevação ir custar trazer benefício,1,0,0,0,0,0,0,0
super indico criança hrs responsável,0,0,0,0,0,0,0,1
ótimo,0,0,0,0,0,0,1,0
Ótimo restaurante comida delicioso preço ambiente agradável atendimento,1,0,1,1,0,0,1,1
atendimento beirar perfeição ambiente gosto,1,0,0,0,0,0,0,1
costela unidade restaurante famoso saboroso guarnição quea dividir pessoa comar,0,0,1,0,0,0,0,0
divertir amigo,0,0,0,1,0,0,0,0
movimentar distanciamento social oferecer diversidade opção,1,0,1,0,0,0,0,0
noite picanha frango leite pedir caso contrário ressecar paçoca ruim batata fritar abacaxi groselha gelo arroz estacionamento razoável,0,0,1,0,0,0,0,0
atendimento,0,0,0,1,0,0,0,1
familiar comida maravilhoso atendimento,0,0,1,1,0,0,0,1
dúvida bom churra preço acessível atendimento,0,0,0,1,0,0,1,1
saboroso varia opção,0,0,1,0,0,0,0,0
restaurante brasileiro tato sensibilidade músico fazer repertório estrangeiro,0,0,0,1,0,0,0,1
excelente vc distrair centro,0,0,0,1,0,0,0,0
bar tradicional,0,0,0,1,0,0,0,0
feira cheguei aproveitar ambiente calmo organizar,1,0,0,0,0,0,0,0
comida frio variedade carne tempero razoável lembrar comida mineiro,0,0,1,0,0,0,0,0
excelente atendimento sala espera ótimo comer,0,0,1,1,0,0,0,1
pizza saboroso,0,0,1,1,0,0,0,0
preço acessível comida,0,0,1,0,0,0,1,0
variedade carne delicioso preço,0,0,1,0,0,0,1,0
bom pizzaria massa recheio italiano,0,0,1,1,0,0,0,0
comida,0,0,1,0,0,0,0,0
Ótimo restaurante ambientar prato delicioso ótimas opção rodízio único incoveniente cadeira atender demanda pessoa bom levar família comemoração,1,0,1,1,0,0,0,0
pizzario avaliação site experiência pizza cruo molho massa tempero pepperoni gosto marca genérico,0,0,1,0,0,0,0,0
pizzaria péssimo atendimento péssimo,0,0,0,1,0,0,0,1
Ótimo jantar família amigo,0,0,0,1,0,0,0,0
Gostei hora reforma interno deixar ambiente agravel,1,0,0,0,0,0,0,0
Ótimo atendimento bom local comer doce salgar arrependimento,0,0,1,0,0,0,0,1
cardápio opção servido,0,0,1,0,0,0,0,0
experiência ótimo cliente fiel rsrsdsrsrsrs,0,0,0,1,0,0,0,0
preço justo disponível desfrutar,0,0,0,0,0,0,1,0
novidade localizar praça alimentação piso estilo boteco interno climatizar externo ar livre Free possuir menu bebida gastronomia chopp gelar cerveja,1,1,0,1,0,0,0,0
incrível comer confraternização,0,0,1,0,0,0,0,0
ambiente agradável atendimento super rápido,1,0,0,0,0,0,0,1
atendir promoção 6ª padrão comida atendimento continuar mesmo achar poder opção tábua frio salad bar,0,0,1,0,0,0,0,1
Carnes maravilhoso custo benefício atendimento ambiente música ambiente sensacional,1,0,1,0,0,0,1,1
moderno,0,0,0,1,0,0,0,0
preço justo comer delicioso impecável preparação apresentação,1,0,1,0,0,0,1,0
atendimento alto qualidade,0,0,0,0,0,0,0,1
café incrível bolo delicioso ótima experiência aconchegante,1,1,1,1,0,0,0,0
comer delicioso ambiente agradavel charmoso localizar,1,0,1,0,1,0,0,0
ótimo opção conhecer estrutura lazer ambiente agradável,1,0,0,1,0,0,0,0
comida maravilhoso adora atendimento garçom super simpático entrega bebida,0,0,1,0,0,0,0,1
Ótimo atendimento bacano,0,0,0,0,0,0,0,1
família jantar pessoa manter,0,0,0,1,0,0,0,0
atendimento notar prato servir perfeição atendimento finalização maravilhoso brownie cocar sorvete servir família ano,0,0,1,0,0,0,0,1
restaurante excelente otimo localização cardápio completo atendimento diferenciar pessoal organizar ambiente limpo confortável,1,0,1,1,1,0,0,1
ruim espaço suficiente pro cliente,1,0,0,0,0,0,0,0
único ficar desejar preço vinho cobrar margem lucro restaurante,0,0,0,0,0,0,1,0
aconchegante requintar comida,1,0,1,0,0,0,0,0
haver variedade lanche típico saliento achar ótimo,0,0,1,0,0,0,0,0
comida maravilhoso,0,0,1,0,0,0,0,0
noite caribenha,0,0,0,0,0,1,0,0
excelente restaurante,0,0,0,1,0,0,0,0
oferecer ambiente agradável reunir família amigo,1,0,0,0,0,0,0,0
comida variar delicioso porção bom preço cerveja gelar cachaça marca sabor atendimento,0,1,1,0,0,0,0,1
bom bar música vivo bom samba,1,0,0,0,0,0,0,0
Melhor restaurante,0,0,0,1,0,0,0,0
gostar peixe ter bom prato restaurante,0,0,1,0,0,0,0,0
carta vinho,0,1,0,0,0,0,0,0
sobremesa pudim incrível,0,0,1,0,0,0,0,0
Ótima comida agradável atendimento excepcional,0,0,1,1,0,0,0,1
aperitivo qualidade atendimento,0,0,1,0,0,0,0,1
restaurante típico,0,1,0,1,0,0,0,0
comida regional qualidade bom opção atendimento qualidade,0,0,1,0,0,0,0,1
gostoso atendimento deixar desejar,0,0,1,0,0,0,0,1
comida gostoso preço equivalente lugar cerver canela pedreiro espetáculo massar,1,1,1,0,0,0,1,0
Ótimas carne sabor variedade porção cardápio,0,0,1,0,0,0,0,0
Ótima comida regional,0,0,1,0,0,0,0,0
comida regional regionalismo pronto surpreender paladar exigente,0,0,1,0,0,0,0,0
Pedimos sanduíche misto croque monsieur suco fatia torto beijinho adorar real caro,0,0,1,0,0,0,1,0
café delicioso,0,1,0,0,0,0,0,0
problema vc bacano rio comer prato volta real pessoa pedir cerveja original real,0,0,0,0,1,0,0,0
limão gosto limão dia ruim pedir chopp gosto chopp parecer limão estragado dia problema recomendar,0,1,1,0,0,0,0,0
ambiente agradável pé direito alto situar andar prédio,1,0,0,0,0,0,0,0
preço justo,0,0,0,0,0,0,1,0
comida,0,0,1,0,0,0,0,0
bar comum localização invejável hora colocar mesa rua,0,0,0,1,1,0,0,0
lir agradável atendimento excelente comida maravilhoso,0,0,1,1,0,0,0,1
Enorme variedade cerveja prato típico alemã maravilhoso,0,1,1,0,0,0,0,0
custo benefício,0,0,1,0,0,0,1,0
Ótimo atendimento comido ótimo qualidade,0,0,1,0,0,0,0,1
opção vegano adorar ketchup chipotle,0,0,1,0,0,0,0,0
Ótimo restaurante ambiente calmo moderno meso distruír pesar espaço atendimento,1,0,0,1,0,0,0,1
Ótimo espaço confraternização familiar empresarial,1,0,0,0,0,0,0,0
comida sensacional,0,0,1,0,0,0,0,0
garçom ficar responsável bom começo,0,0,0,0,0,0,0,1
Trata excelente opção encontro casual amigo,0,0,0,1,0,0,0,0
decoração impecável sofisticar levar,1,0,0,0,0,0,0,0
Deveria melhorar refrigeração interno,1,0,0,0,0,0,0,0
ribeirinho amazônico banzeiro agitação água fazer vento,0,0,0,0,0,1,0,0
nhami nhami,0,0,0,0,0,1,0,0
caro atendimento péssimo fiquei envergonhar família,0,0,0,0,0,0,1,1
atendimento atencioso,0,0,0,0,0,0,0,1
música super atendido pizza ruim,1,0,1,0,0,0,0,1
peixe gostoso nota,0,0,1,0,0,0,0,0
atendimento excelente comer delicioso ambiente,1,0,1,0,0,0,0,1
restaurante maravilhoso prato servido,0,0,1,1,0,0,0,0
comida caprichar preço justo,0,0,1,0,0,0,1,0
amo,0,0,0,1,0,0,0,0
estacionamento ficar traz Centro comercial utilizado frente restaurante rua,0,0,0,0,0,1,0,0
mega agradável preço justo,0,0,0,1,0,0,1,0
ribeirinho amazônico banzeiro agitação água fazer vento,0,0,0,0,0,1,0,0
exelente servicio cardápio limitar achar poder abrir sugestão mexicano querer comida similar ingrediente matéria primo querer falar tá cardápio falar custar atender cliente olhar pagar real cobrar real persona cover música verdade conversar ahh real infantil achar abuso lugar graça,0,0,0,0,0,1,0,0
Ótimo bom custo benefício,0,0,0,1,0,0,1,0
comida gostoso preço razoável,0,0,1,0,0,0,1,0
funcionário excelente rodízio server barulho normal público jovem,1,0,1,0,0,0,0,1
coisa negativo espaço pequeno apertar hora difícil saí estávamos sentado salão complicar,1,0,0,0,0,0,0,0
excelente atendimento comida maravilhoso,0,0,1,0,0,0,0,1
musica ambiente,1,0,0,0,0,0,0,0
comida ambiente agradável música atendimento excelente,1,0,1,0,0,0,0,1
opção almoço amigo gastar ir rodízio,0,0,0,1,0,0,1,0
preço justo,0,0,0,0,0,0,1,0
matrinxã rechear incrível macia gostoso preço bom custo benefício,0,0,1,0,0,0,1,0
gostar atendimento demorar som alto conversar rapaz ficar entra saída super educar caro coisa,0,0,0,0,0,0,0,1
carne qualidade procurar bom churrascaria,0,0,1,1,0,0,0,0
bonito agradável som ambiente garçom super atencioso comida incrível,1,0,1,1,0,0,0,1
preço bom self service preço único incluir sobremeso excelente,0,0,1,0,0,0,1,0
restaurante excelente bom bacalhau bom comi prato elaborar saboroso bacalhau fato bom,0,0,1,1,0,0,0,0
padrão qualidade restaurante bom custo benefício happy hour entrada bebida custar metade preço normal,0,0,0,0,0,0,1,0
restaurante sofisticar ótimo opção comer comida típico,0,0,1,1,0,0,0,0
contar preço conta peixaria renomado encontrar entorno zona sul,0,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,0
preço justo atendimento comer ótimo,0,0,1,0,0,0,1,1
,0,0,0,1,0,0,0,0
excelente restaurante,0,0,0,1,0,0,0,0
tradicional buteco experimente bolinho bacalhau,0,0,1,1,0,0,0,0
Ótima comida preço,0,0,1,0,0,0,1,0
Ótimo bar lanche rápido cerveja local conversar pessoa local agradável,1,1,1,0,0,0,0,0
simpático restaurante peixe amazônico hotel hospedar,0,0,0,1,0,0,0,0
picanhar filé linguiça queijo alcatra parrillo carne tradicional bebida sobremeso querer pedir,0,1,1,0,0,0,0,0
excelente atendimento serviço rápido delícia,0,0,1,0,0,0,0,1
Otimo prato delicioso ambiente familiar,1,0,1,1,0,0,0,0
bom restaurante peixe gourmet,0,0,1,0,0,0,0,0
cookie surpreender doce doce brasileiro,0,0,1,0,0,0,0,0
Ótimo restaurante apreciar culinária chinês localizar ótimos funcional preço justo,0,0,1,0,1,0,1,1
bom reunir amigo família degustar excelente culinária regional bom atendimento comida excelência,0,0,1,1,0,0,0,1
Ótimo restaurante cardápio repleto comida gostoso sabor divino,0,0,1,1,0,0,0,0
super aconchegante excelente atendente comir,1,0,1,0,0,0,0,1
atendimento notar preço justo cerveja geladissima,0,1,0,0,0,0,1,1
irar experiência bom,0,0,0,1,0,0,0,0
suculenta saboroso,0,0,1,0,0,0,0,0
vinho ótima,0,1,0,0,0,0,0,0
restaurante temático atendimento diferenciar comer nordestino maravilhoso suco delicioso música diversificar,1,1,1,1,0,0,0,1
bom lugar comer,0,0,0,1,0,0,0,0
restaurante top,0,0,0,1,0,0,0,0
bonito prato bebida excelente principal problema fila imenso conseguir mesa,1,0,1,0,0,0,0,0
excelente restaurante bom,0,0,0,1,0,0,0,0
comida excelente atendimento alto padrão agradecimento especial atender,0,0,1,0,0,0,0,1
Bares badalar mesmo rua perder atendimento,0,0,0,1,0,0,0,1
restaurante bom atendimento recepcionista disposto auxiliar comer excelente atendimento rápido prático disposto atender prático rápido atencioso,0,0,1,0,0,0,0,1
restaurante esposo linda,0,0,0,1,0,0,0,0
bar agitado valer pena passar noite karaoke amigo cantar divertir,1,0,0,0,0,0,0,0
dica sabor serviço custo benefício bom,0,0,1,0,0,0,1,1
muitooo top,0,0,0,0,0,1,0,0
excelente opção,0,0,1,0,0,0,0,0
restaurante degustar legítimo comida manauaro associação prato lembrança,0,0,1,0,0,0,0,0
forte variedade prato incrível,0,0,1,0,0,0,0,0
interessante decoração ambiente engano rede cachaçaria ficar shopping típica gourmetl ótimas menu famoso joelho porco alemão tb,1,0,1,1,0,0,0,0
prato variar fruto mar kids deixar criança,1,0,1,0,0,0,0,0
atendimento top,0,0,0,0,0,0,0,1
familiar,0,0,0,1,0,0,0,0
surpreendente restaurante capital amazonense,0,0,0,1,0,0,0,0
atendimento excelente atencioso comer delicioso ambiente agradável música vivo,1,0,1,0,0,0,0,1
negativo escolher carne garçom apressados retirada prato bebida caro,0,0,0,0,0,0,1,1
cordialidade Cerveja gelar Música agradável gosto,1,1,0,0,0,0,0,1
aconchegante comida excelente,0,0,1,1,0,0,0,0
restaurante churrascaria visitar,0,0,0,1,0,0,0,0
recomendar querer passar raiva ficar chatear bom,0,0,0,1,0,0,0,0
palavra quão gostoso picanha bafo restaurante,0,0,1,0,0,0,0,0
bebida petisco prato quente frio ambiente bom ruim ficar conta banheiro apertar cheiroso preço elevar,1,1,1,0,0,0,1,0
,0,0,0,1,0,0,0,0
comida,0,0,1,0,0,0,0,0
Péssima experiência buffetr pobre carne duro guarnição recomendar preço caro custo benefício,0,0,1,1,0,0,1,0
ambiente super agradável atendimento simpático simples carne excelente paladar custo benefício atrativo,1,0,1,0,0,0,1,1
único negativo justificar escala funcionário perder facilidade pedido demor compensar qualidade apresentar preço justo valer investimento,0,0,1,0,0,0,1,1
preço justo comida excelente valer centavo,0,0,1,0,0,0,1,0
ter próprio experiência valer retorno restaurante gostar puder voltarar,0,0,0,1,0,0,0,0
agradável musica comida excelente,1,0,1,1,0,0,0,0
atendender excelente,0,0,1,0,0,0,0,1
ambiente agradável musica destacar atendimento excelente garçom diferença experiência ótimo postura educar bom atendimento voltaremos,1,0,0,0,0,0,0,1
excelente escutar música beber drink barato,1,0,0,0,0,0,1,0
querer conhecer ser companhia familiar amigo namorar sozinho,0,0,0,1,0,0,0,0
atendimento excelente,1,0,0,0,0,0,0,1
Carnes saboroso variedade,0,0,1,0,0,0,0,0
custo benefício,0,0,0,0,0,0,1,0
restaurante português excelente qualidade preço caro,0,0,0,1,0,0,1,0
assunto comida encontrei perfeito,0,0,1,0,0,0,0,0
excelente restaurante,0,0,0,1,0,0,0,0
ambiente familiar comida fazer atendimento maravilhoso humano incrível voltaremos,1,0,1,0,0,0,1,1
coco bambu bom,0,0,0,1,0,0,0,0
churrasco qualidade buffet sorter cerveja gelar ambiente agradável ideal confraternização negócio reunir turma amigo,1,1,1,0,0,0,0,0
branco alantejano perfeito,0,1,0,0,0,0,0,0
bom pizzaria,0,0,0,1,0,0,0,0
bom ambiente valer apenar,1,0,0,1,0,0,0,0
adorar restaurante charmoso familiar jovial atendimento qualidade prato maravilhoso,0,0,1,1,0,0,0,1
boM carne sol,0,0,1,0,0,0,0,0
ambiente bom,1,0,0,0,0,0,0,0
ideal reunir amigo confraternização levar família saborear delicioso carne,0,0,1,1,0,0,0,0
restaurante super acolhedor bom ambiente comida sensacional agradecer atender super prestativo atencioso profissional mãe noite deixo,1,0,1,1,0,0,0,1
excelente restaurante,0,0,0,1,0,0,0,0
bom pizza há ano,0,0,1,0,0,0,0,0
excelente profissional,0,0,0,0,0,0,0,1
divertir amigo música simples história carnaval comentário,1,0,0,1,0,0,0,0
carne delicioso salada maravilhosa música atendimento excelente,1,0,1,0,0,0,0,1
ótimo localização atendimento preço justo cardápio excepcional recomendar costela tambaqui empanar farinha levo amigo conhecer iguaria,0,0,1,0,1,0,1,1
bom comida regional requinte,0,0,1,0,0,0,0,0
único ressalva estacionamento possuir vaga frente rua cheio veiculo estacionar destaque parede vivo frente loja,0,0,0,0,1,0,0,0
excelente atendimento preço justo,0,0,0,0,0,0,1,1
preço alto,0,0,0,0,0,0,1,0
preço tá alto qualidade quantidade porção deprimente carne quilo gordura derramar óleo ignor cliente pedir tristir último experiência,0,0,1,1,0,0,1,0
excelente conhecer peixe atendimento excelente maravilhoso,0,0,1,0,0,0,0,1
parabéns excelente ambiente familiar,1,0,0,1,0,0,0,0
Ótimo sair rotina ambiente agradável pessoa bonito,1,0,0,1,0,0,0,0
ambiente,1,0,0,0,0,0,0,0
Ótima churrascaria variedade prato,0,0,1,1,0,0,0,0
recepção atencioso ambiente,1,0,0,0,0,0,0,1
excelente atendimento,0,0,0,0,0,0,0,1
ambiente excelente picanha top atendimento pessoal atencioso cordial familia sozinho fornecer servico transfer cliente,1,0,1,0,0,0,0,1
restaurante,0,0,0,1,0,0,0,0
Deveria regional preço acessível,0,0,0,0,0,0,1,0
restaurante agradável serviço atencioso,0,0,0,1,0,0,0,1
comida delicioso atendimento preço justo,0,0,1,0,0,0,1,1
Ótimo atendimento música ambiente romântico familiar reunião amigo negócio,1,0,0,0,0,0,0,1
perfeito reunir,0,0,0,1,0,0,0,0
ambiente aconchegante agradável ideal pequeno grupo,1,0,0,0,0,0,0,0
claro música ambiente,1,0,0,0,0,0,0,0
agradável bom atendimento cardápio delicioso,1,0,1,0,0,0,0,1
restaurante maravilhoso atendimento funcionário solícito educar ambiente lindíssimo confortável comer gostoso ruim estabelecimento preço verdadeiro assalto mão armar tigela arroz pequeno porção brócoli refogar pedaço pequeno bacalhau real gastar índico,1,0,1,1,0,0,0,1
comida ótimo opção gostar carne bom picanha cidade,0,0,1,0,0,0,0,0
comida maravilhosa preço caro depender comer,0,0,1,0,0,0,1,0
Péssima experiência buffetr pobre carne duro guarnição recomendar preço caro custo benefício,0,0,1,1,0,0,1,0
chopp restaurante ficar piso janela enorme ver,1,1,0,0,0,0,0,0
