sentenca,ambiente,bebida,comida,geral,localização,outros,preço,serviço
excelente restaurante bom preço ambiente bacano,1,0,0,1,0,0,0,1
Loval familiar agradável,0,0,0,1,0,0,0,0
restaurante possuir ambiente tradicional puxar cozinha português moderno,1,0,0,0,0,0,0,0
chop caseiro atendimento deixar desejar,0,1,0,0,0,0,0,1
Cerveja geladissima atendimento ótimos preço cardápio variado ambiente climatizar,1,1,1,0,0,0,1,1
comida atendimento rápido,0,0,1,0,0,0,0,1
passar experiência ruim,0,0,0,1,0,0,0,0
haver ano bom carne sol,0,0,1,0,0,0,0,0
preço playground criança,1,0,1,0,0,0,1,0
preço acessível,0,0,0,0,0,0,1,0
Cardápio preço honesto conferir brigadeiro peixe esquecer curtir,1,0,1,0,0,0,1,0
Ótimo atendimento comer gostoso ambiente,1,0,1,0,0,0,0,1
bom atendimento comida excelente ambiente agradável comemorar especial,1,0,1,0,0,0,0,1
agradável papo cerveja gelar,0,1,0,1,0,0,0,0
ambiente adequado,1,0,0,0,0,0,0,0
precisar trocar monitor tv tubo atendimento excelente preço climatizar,1,0,0,0,0,0,1,1
surpresa serviço comer regional agradável serviço pessoal prestativo atencioso valer pena,1,0,1,1,0,0,0,1
preço justo,0,0,0,0,0,0,1,0
qualidade comida atendimento preço alto,0,0,1,0,0,0,1,1
restaurante adicionar item popular Amazonas cardápio preferir manter franquia possuir,0,0,0,0,0,1,0,0
,1,0,0,0,0,0,0,0
régio amazônico maravilha restaurante preparar especial gostar restaurante simplezinho rio negro,0,0,1,0,0,0,0,0
otimo agradável,0,0,0,1,0,0,0,0
bom opção gastronomia japonês cidade igual familia adorar magnifico,0,0,1,1,0,0,0,0
rapaz informar dever falar dono dono autorizar quantia real afff palhaçar ser preço razoável pagar problema,0,0,0,0,0,0,1,0
família experiência incrível,0,0,0,1,0,0,0,0
comida excelente recepção ocorrido escolher vista desejar atender grado,0,0,1,0,0,0,0,1
excelente atendimento família atendir parabéns recepção bom atendimento maravilhosa mesa ótimo escolher recepcionista parabéns coco bambu,0,0,0,0,0,0,0,1
interessante decoração temático sabor surpreendente,1,0,1,0,0,0,0,0
comida servir excelente qualidade quantidade carne servir prato,0,0,1,0,0,0,0,0
comida preço salgar,0,0,1,0,0,0,1,0
cafe,1,1,0,0,0,0,0,0
língua bovino dar toque especial macio sabor inigualável,0,0,1,0,0,0,0,0
Ótimo atendimento entrada garçon casa rodízio parabéns ambiente agradável,1,0,1,0,0,0,0,1
ambiente agradável bom culinária peruano,1,0,1,0,0,0,0,0
ambiente super agradável atendimento excelente comida saboroso,1,0,1,0,0,0,0,1
piscina criança impróprio banho,1,0,0,0,0,0,0,0
Ótimo comida delicioso,0,0,1,1,0,0,0,0
Ótimo ambiente comido deliciosa cerveja gelar atendimento fantástico atencioso ótimas dica,1,1,1,0,0,0,0,1
excelente atendimento,0,0,0,0,0,0,0,1
comida qualidade bom atendimento ambiente agradável,1,0,1,0,0,0,0,1
excelente bar música por atendimento demorado apertar,1,0,0,0,0,0,0,1
ribeirinho amazônico banzeiro agitação água fazer vento,0,0,0,0,0,1,0,0
variedade doce ambiente gostoso iluminação agradável atendimento notar,1,0,1,0,0,0,0,1
Ótimos produto maravilhoso,0,0,1,0,0,0,0,0
clima super agradável recomer encontro família,1,0,0,1,0,0,0,0
peixe maraviloso atendimento perfeito ambiente confortavel familia preco valer pena degustar peixe amazonico,1,0,1,0,0,0,0,1
tomar cerva estilo canela pedreiro,0,1,0,0,0,0,0,0
agradável,0,0,0,1,0,0,0,0
comer saboroso atendimento excelente,1,0,1,0,0,0,0,1
Festas temático ótimas comido atendimento vivência,1,0,1,0,0,0,0,1
Ótimo divertir,0,0,0,1,0,0,0,0
excelente café regional,0,1,0,0,0,0,0,0
café preferer bom pão queijo manau atendimento maravilhoso,0,0,1,0,0,0,0,1
comida,0,0,1,1,0,0,0,0
Melhor bar manaus atendimento notar,0,0,0,1,0,0,0,1
gostoso porção servido carne ter igual suculenta macia qualidade,0,0,1,0,0,0,0,0
péssimo antendimento minuto esperar atendimento garçom jogar mesa,0,0,0,0,0,0,0,1
Linha massa farinha italiano fermentação natural excelente preço sabor sensacional,0,0,1,0,0,0,1,0
ambiente,1,0,0,0,0,0,0,0
bom custo benefício,0,0,0,0,0,0,1,0
ter variedade carne branco,0,0,1,0,0,0,0,0
atendimento,0,0,0,0,0,0,0,1
comida preço,0,0,1,0,0,0,1,0
excelente atendimento,0,0,0,0,0,0,0,1
perfeito preço atrativo comida qualidade bom atendimento,0,0,1,0,0,0,1,1
restaurante comida maravilhoso bom atendimento possuir estacionamento preço restaurante,0,0,1,1,1,0,1,1
caldinho peixe gostoso,0,0,1,0,0,0,0,0
pirarucu banana queijo sobremês banano amazônico,0,0,1,0,0,0,0,0
agradável música,1,0,0,1,0,0,0,0
Existem pizzaria bom custo beneficio justificar preço suposto qualidade manter,0,0,0,0,0,0,1,0
Ótimo ambiente comer saboroso haver ser melhorar pedido mesa servir rápido embalagem viagem trocar perceber chegar casa,1,0,1,0,0,0,0,1
simples satisfatório,0,0,0,1,0,0,0,0
excelente atendimento principal pizza saboroso,0,0,1,0,0,0,0,1
atendimento comer bom sabor,0,0,1,0,0,0,0,1
ambiente agradável ÚNICO FILÉ,1,0,1,0,0,0,0,0
carne bom acompanhamento preço normal,0,0,1,0,0,0,1,0
Ótimo reunir Super indico,0,0,1,1,0,0,0,0
bom carne sol,0,0,1,0,0,0,0,0
ambiente agradável ar refigerar importantíssimo cidade decoração motivo,1,0,0,0,0,0,0,0
espera calor carne queimar abusivo serviço prestar cheguei cancelar ped desculpa dizer pedindo achar descaso total mentem lata cliente,1,0,1,0,0,0,1,1
cardápio,0,0,1,0,0,0,0,0
demorar conseguir pagar experiência,0,0,0,1,0,0,0,1
buffetr igual variedade ambiente aconchegante,1,0,1,0,0,0,0,0
ambiente familiar bom atendimento cardápio eclético excelente rodízio,1,0,1,0,0,0,0,1
cerveja geladinho petisco,0,1,1,0,0,0,0,0
energia bom bom curtir som amigo família tomar banho rio bom dia rio negro,1,0,0,1,0,0,0,0
bom ambiente confraternização,1,0,0,0,0,0,0,0
Tambaqui assar bom pedida bom peixe amazônico server assar condimento regional excelente tempero,0,0,1,0,0,0,0,0
ambiente comida preço acessível,1,0,1,0,0,0,1,0
ruim estacionar,0,0,0,0,1,0,0,0
restaurante temático ótimo música pizza delicioso preço justo,1,0,1,1,0,0,1,0
server agradável,1,0,0,0,0,0,0,1
bom momento excelente restaurante atendimento perfeito cardápio delicioso,0,0,1,1,0,0,0,1
excelente rodízio massa,0,0,1,0,0,0,0,0
atendimento excelente comer delicioso preço acessível,0,0,1,0,0,0,1,1
,0,1,0,0,0,0,0,0
comida gostoso demorar,0,0,1,0,0,0,0,1
agradável difícil arrumar estacionamento horário almoço dia útil aceitar ticket alimentaçãoo,0,0,0,1,1,0,0,0
recomer bom lugar almoçar jantar,0,0,0,1,0,0,0,0
Ótimo ambiente variedade sopa,1,0,1,0,0,0,0,0
ambiente agradável atendimento rapaz,1,0,0,0,0,0,0,1
Ótimo ambiente familiar,1,0,0,1,0,0,0,0
perfeito comida atendimento preço ambiente super agradável estacionamento facil,0,0,1,0,1,0,1,1
almoço sábado feijoada cerveja gelar,0,1,1,1,0,0,0,0
Pedimos pirarucu molho shimeji arroz negro pure mandioquinha,0,0,1,0,0,0,0,0
agradável,0,0,0,1,0,0,0,0
comida razoável caro oferecer,0,0,1,0,0,0,1,0
The frie aren t much definitely dollar,0,0,0,0,0,1,0,0
comida delicioso variedade prato quente salar preço atendimento maravilhoso banheiro limpinho ar condicionar ambiente,1,0,1,0,0,0,1,1
Serve mesa,0,0,0,0,0,0,0,1
comida maravilhosa,0,0,1,0,0,0,0,0
ambiente top atendimento prato fruto mar delicioso acompanhar vinho,1,1,1,0,0,0,0,1
agradável fácil acesso,0,0,0,1,1,0,0,0
comida agradável,0,0,1,1,0,0,0,0
oportunidade reecontrá los promovir tarefa potencial chance,0,0,0,0,0,1,0,0
ambiente agradável,1,0,0,0,0,0,0,0
atendimento excelente preço super acessível,0,0,0,0,0,0,1,1
ambiente agradável atendimento cordial preço caro,1,0,0,0,0,0,1,1
considerar excelente centro gastronômico diversidade prato sobremeso ofertado,0,0,1,1,0,0,0,0
bom restaurante requintados,0,0,0,1,0,0,0,0
comida pagar vela aniversário surreal,0,0,1,0,0,0,1,0
estabelecimento atender pedido,0,0,0,0,0,0,0,1
ambiente incrível bom culinária incluir excelente carta vinho,1,1,1,0,0,0,0,0
vista incrível pôr sol abaré recarregar energia,1,0,0,0,0,0,0,0
comida excelente atendimento covid surpreender garcon novato experiência sentir ter padrão atendimento paguei,0,0,1,0,0,0,0,1
atendimento impecável,0,0,0,0,0,0,0,1
pizza dobro pizza fixo,0,0,0,0,0,1,0,0
fantástico familiar super recomer,1,0,0,1,0,0,0,0
fantástico Peixada inabalável,0,0,1,1,0,0,0,0
chefe conseguir reinterpretar sutil diversidade sabor amazonico,0,0,1,0,0,0,0,0
clima gente bonito,1,0,0,0,0,0,0,0
sugestão prato entrada dadinho tapioca prato principal lombo premiumr,0,0,1,0,0,0,0,0
decepção total,0,0,0,1,0,0,0,0
experiência gastronômico,0,0,1,0,0,0,0,0
produto delicioso qualidade preço elevar entanto encontrar torta limão,0,0,1,0,0,0,1,0
comida gostoso ambiente tranquilo atendimento notar,1,0,1,0,0,0,0,1
preço igual produto,0,0,0,0,0,0,1,0
experiência maravilhoso desejar conhecer cozinha mexicano,0,0,1,0,0,0,0,0
molho espetacular preço justo atendimento,0,0,1,0,0,0,1,1
bom custo benefício,0,0,0,0,0,0,1,0
excelente opção gastronômico gostar cerveja artesanal rótulo dia destaco atendimento funcionária atender eficiência simpatir perceber queijo coalho queimado trocar,0,1,1,0,0,0,0,1
Valeu ida variedade carne acompanhamento aler preco,0,0,1,0,0,0,1,0
carro chefe casa pouquíssir camarão contrário incio,0,0,1,0,0,0,0,0
delícia recomer opção prato amante queijo,0,0,1,0,0,0,0,0
bom atendimento,0,0,0,1,0,0,0,1
qualidade atendimento bagunçar,0,0,0,0,0,0,0,1
expresso delicioso,0,1,0,0,0,0,0,0
Ótimos prato comer ambiente bom atendimento eficiente garçom atencioso educar,1,0,1,0,0,0,0,1
bom açai comi lanche saboroso,0,0,1,0,0,0,0,0
gelar,0,1,0,0,0,0,0,0
comida ótimo preço bom atendimento,0,0,1,0,0,0,1,1
rodízio incluso bebida suco natural refrigerante,0,0,0,0,0,1,0,0
bom tomar café regional,0,1,0,0,0,0,0,0
comida ambiente rústico agradável ótimo pedir happy hour deixar desejar atendimento,1,0,1,0,0,0,0,1
,0,0,0,0,0,0,0,1
Único problema barulho,1,0,0,0,0,0,0,0
excelente atendimento culinária impecável ambiente bonito climatizar clima ambiente agradável preço média peixaria exceção sobremesa realidade fatia pudim real achar caro contar opção sobremesa parabenizar fato disponibilizar agradável aguardar dispor mesa desocupar organizar,1,0,1,0,0,0,1,1
comida delicioso ambiente agradável funcionário atencioso,1,0,1,0,0,0,0,1
pior picanhar comer vida gosto horrível provar carne sentir gosto plastico fumaça impossível comer pensar vou comer acompanhamento mau ruim arroz farofa vinagrete maionese conseguir botar colher boca conseguir comer,0,0,1,0,0,0,0,0
unidade shopping manauarar ambiente excelente,1,0,0,0,0,0,0,0
irmã levar restaurante costume manauara,0,0,0,0,0,1,0,0
atendimento péssimo,0,0,0,0,0,0,0,1
experiência pista bola defeito comida divertir,1,0,1,1,0,0,0,0
preço justo comer ótimo,0,0,1,0,0,0,1,0
ambiente agradável excelente atendimento,1,0,0,0,0,0,0,1
bom carne picanha comi restaurante superar picanha delicioso suculenta,0,0,1,0,0,0,0,0
excelente atendimento bonito musica prazeroso,1,0,0,0,0,0,0,1
bom atendimento preço super acessível bom serviço rodízio,0,0,0,0,0,0,1,1
caro vale pena gastar bom ambiente localização comida,1,0,1,0,1,0,1,0
bom bom comer hambúrguer delicioso ambiente interno climatizar externo arejar estacionamento amplo descobrir diferença principal bom hambúrguer cidade,1,0,1,0,1,0,0,0
ótimo opção rodízio carne,0,0,1,0,0,0,0,0
experiência excelente,0,0,0,1,0,0,0,0
Servem caldinho peixe entrada maravilhoso,0,0,1,0,0,0,0,0
atendimento excelente ambiente animadíssimo,1,0,0,0,0,0,0,1
preço justo,0,0,0,0,0,0,1,0
Ótimo restaurante comer regional Amazonas capricho,0,0,1,1,0,0,0,0
agradável calor ambiente externo climatizado,1,0,0,1,0,0,0,0
comida ótimo preço,0,0,1,0,0,0,1,0
Ótimo atendimento comida,0,0,1,0,0,0,0,1
rede pescador bom farto saboroso,0,0,1,0,0,0,0,0
perfeito conhecer café regional,0,1,0,0,0,0,0,0
foto lombo farofa bacon,0,0,1,0,0,0,0,0
relaxar tomar cerveja gelar comer petisco carne seca comer tambaqui assar hora família amigo,0,1,1,0,0,0,0,0
variedade alimentação aconchegante limpo preço alto variedade,1,0,1,0,0,0,1,0
maneiro kd rock,0,0,0,1,0,0,0,0
ótima promoção happy hourr tendencioso música vivo,1,0,0,0,0,0,1,0
otimo atendimento excelente comida maravilhoso,0,0,1,1,0,0,0,1
ótimo opção laser categoria pessoa família amigo Cerveja gelar suco refrigerante ótimo comer porção petisco limpo banho,1,1,1,1,0,0,0,0
Melhor churrascaria,0,0,0,1,0,0,0,0
agradável bom rodízio sopa,0,0,1,0,0,0,0,0
estilo rústico agradável excelente localização,1,0,0,0,1,0,0,0
situar lir casarão histórico ambiente descontrair frequentar,1,0,0,0,1,0,0,0
localização fenomenal centro histórico cidade,0,0,0,0,1,0,0,0
bom restaurante comida típico,0,0,0,1,0,0,0,0
ambiente agradável bacalhau carta vinho,1,1,1,0,0,0,0,0
Melhor culinária,0,0,1,0,0,0,0,0
agradável confortável ambiente único recomer,1,0,0,1,0,0,0,0
bom,0,0,0,1,0,0,0,0
ambiente climatizar espaço kids monitora atendimento rápido cordial destaque atencioso super engraçar,1,0,0,0,0,0,0,1
lindíssimo atendimento excelente organizar comer saboroso,1,0,1,0,0,0,0,1
correto preço justíssimo,0,0,0,0,0,0,1,1
Melhor restaurante ótimo atendimento climatizar limpo ótimo comer fresquinho maravilhoso,1,0,1,1,0,0,0,1
presente prato doce salgar café manhã jantar fruta aparecer delicar creme maçaricar estilo brullè acompanhar sorvete cumaru baunilha amazônico,0,0,1,0,0,0,0,0
atendimento comida delicioso,0,0,1,0,0,0,0,1
atendimento excelente simpático atencioso preço justo carne saboroso porção,0,0,1,0,0,0,1,1
excelente atendimento parabéns senhora,0,0,0,0,0,0,0,1
recomendar vatapá maravilhoso atendimento super atencioso comida saí rapidinho bom pressa hora almoço,0,0,1,0,0,0,0,1
tempero único,0,0,1,0,0,0,0,0
excelente atendimento,0,0,0,0,0,0,0,1
senhor preto japonês trabalhar senhor educar,0,0,0,0,0,0,0,1
precisar observar feijoada carro chefe fds bar servir estilo buffetr temperatura tar normal frio,0,0,1,0,0,0,0,0
ambiente agradável musica cardápio agradar paladar,1,0,1,0,0,0,0,0
decoração temático móvel brinquedo objeto antigo guitarra somar atendimento,1,0,0,0,0,0,0,1
unico gostar banheiro masculino ficar piso superior,1,0,0,0,0,0,0,0
ambiente casarão antigo ciclo borracha vista pro poético,1,0,0,0,0,0,0,0
substituir opção vegetariano aumentar qualidade risoto vegetal cortar pedaço inadequar p risoto queijo queijo integrar prato maneira inadequar ocasionar grude,0,0,1,0,0,0,0,0
molho base mel lima queijo assar cebol caramelizar acompanhar tabua picanha porção pastéis salgar bolinho frito cardápio entrada,0,0,1,0,0,0,0,0
Cerveja gelar petisco ótimm opção gostar variedade cerveja,0,1,1,0,0,0,0,0
carta vinho,0,1,0,0,0,0,0,0
prove entrada formiga saúva purê mandioquinha saída mur cupuaçu,0,0,1,0,0,0,0,0
climatizar variedade cardápio rodízio massa pastel preço justo,1,0,1,0,0,0,1,0
ambiente agradavel shopping park comida excelente bebida gelado valer pena visitar,1,1,1,1,0,0,0,0
ambiente acolhedor iluminação certo,1,0,0,0,0,0,0,0
restaurante espaço aconchegante agradável equilibrar rústico,1,0,0,0,0,0,0,0
gentil cordial,0,0,0,1,0,0,0,0
experiência gourmet prato drink elaborar destaque camarão,0,1,1,0,0,0,0,0
ambiente super agradável vista linda teatro,1,0,0,0,0,0,0,0
bonito frequentar preço médio comer gostoso quantidade acessível,1,0,1,0,0,0,1,1
ambiente descontrair música empório varia produto,1,0,1,0,0,0,0,0
prato único ficar desejar coco bambu prato graça sal vida kkkkkkk,0,0,1,0,0,0,0,0
restaurante excelente menu especialidade português variado carta vinho ambiente agradável,1,1,1,0,0,0,0,0
sensacional ambiente super agradável preço justo comer delicioso,1,0,1,1,0,0,1,0
atentimento exelente,0,0,0,0,0,0,0,1
indicação decidir restô poder bom,0,0,0,1,0,0,0,0
atendimento casa self service entanto pagar único comer vontade,0,0,0,0,0,0,1,1
atendimento excelente conversar manter confortável,0,0,0,0,0,0,0,1
comida excelente cerveja gelar,0,1,1,0,0,0,0,0
ambiente família climatizar,1,0,0,0,0,0,0,0
parabéns equipe excelente trabalho Voltarei recomendarar,0,0,0,0,0,0,0,1
excelente opção conhecer culinária regional,0,0,1,1,0,0,0,0
restaurante acolhedor preço convidativo,0,0,0,1,0,0,1,0
variedade carne nobr ótimos acompanhamento atendimento rápido,0,0,1,0,0,0,0,1
excelente restaurante conheço casa qualidade produto ótimos prato excelente atendimento,0,0,1,1,0,0,0,1
preço estrutura atrair cliente deixar espaço super lotar,1,0,0,0,0,0,1,0
agradável gostar atendimento,0,0,0,1,0,0,0,1
brinquedoteca modesto criançr cuidadora,1,0,0,0,0,0,0,0
comida fria sabor feijão duro bife ovo C tempero,0,0,1,0,0,0,0,0
comida preço,0,0,1,0,0,0,1,0
garçom tatuar gente,0,0,0,0,0,0,0,1
restaurante chato restaurante alto encontrar tapuru arroz amigo comentar situação ter acontecer relevar,0,0,1,0,0,0,0,0
comida delicioso,0,0,1,0,0,0,0,0
simples ficar garagem portão garagem,1,0,0,1,0,0,0,0
convite amigo surpreender ambiente rústico agradável,1,0,0,0,0,0,0,0
ameir exposiçoe coisa antigo achar super diferente legal,1,0,0,0,0,0,0,0
carne saboroso por alto quantidade esperar preço cobrar,0,0,1,0,0,0,1,0
experiência maravilhoso,0,0,0,1,0,0,0,0
Pizza gostar atendimento,0,0,1,0,0,0,0,1
pessimo pequeno passar hora esperar,1,0,0,1,0,0,0,1
bom café atendente incrível amo,0,1,0,1,0,0,0,1
Ótimo espaço familiar atendimento excelente dar atenção necessário,1,0,0,0,0,0,0,1
Ótimo ambiente decoração harmonia item café ótimo recepção cardápio diversificar preço acessível,1,0,1,0,0,0,1,1
Gostei agradável comida otimo atendimento,0,0,1,1,0,0,0,1
simples servir comida maravilhoso comer típico culinária paraense,0,0,1,1,0,0,0,0
agradável comer delicioso atendimento recomer procurar preço razoável,0,0,1,1,0,0,1,1
ótimo comida ambiente agradavel,1,0,1,0,0,0,0,0
atendimento excelente variedade sabor ambiente agradável,1,0,1,0,0,0,0,1
artista pequeno show maravilhoso entreter família,1,0,0,0,0,0,0,0
Serve cerveja gelar caipirer,0,1,0,0,0,0,0,0
ambiente maravilhoso garçom ótimos som vivo comida impecável,1,0,1,0,0,0,0,1
super atencioso petisco delicioso bebida acompanhar,0,0,1,0,0,0,0,1
positivo demorar pedir,0,0,0,0,0,0,0,1
prato ótimos,1,0,1,0,0,0,0,0
ambiente familiar,1,0,0,1,0,0,0,0
possui ótimo carta vinho,0,1,0,0,0,0,0,0
òtimo opção sair amigo família casal ambiente oferecer climatizar ar livre variar tipo comida cardápio varia ir cachassaria final semana saborear bom escondidinho,1,0,1,1,0,0,0,0
opinião bom restaurante contemporâneo,0,0,0,1,0,0,0,0
maravilhoso,0,0,0,1,0,0,0,0
Gostamos recomendamos casal curter comida,0,0,1,0,0,0,0,0
excelente atendimento maravilhoso,1,0,0,1,0,0,0,1
ar condicionado perfeito,1,0,0,0,0,0,0,0
Ótimo família atendimento variedade lanche sorvete bebida drink,0,1,1,1,0,0,0,1
música qualidade pop rock,1,0,0,0,0,0,0,0
atendimento altíssimo levantar mão ver garçom treinar educar barmen bargirls lounge simpático comer gostoso feito chegar quente mesa bebida demor horário happy hour entender motivo desconto bebida demanda aumento,0,0,1,0,0,0,0,1
bom comida atendimento,0,0,1,0,0,0,0,1
opção ambiente agradável,1,0,0,0,0,0,0,0
comida custo benefício valer mt pena,0,0,1,0,0,0,1,0
banana queijo coalho experimentar camarão manteiga,0,0,1,0,0,0,0,0
estacionamento comer delicioso camarão empanar crocante,0,0,1,0,1,0,0,0
comida regional amazonense,0,0,1,0,0,0,0,0
ambiente agradável espaço amplo atendimento,1,0,0,0,0,0,0,1
pizza,0,0,1,0,0,0,0,0
super opção jantar experiência inesquecível Parabéns,1,0,0,1,0,0,0,0
opção café manhã localizar preço comida opção,0,0,1,0,1,0,1,0
excelente opção café almoço brunch,0,0,0,1,0,0,0,0
Ótimo preço,0,0,0,0,0,0,1,0
lembro dia mães sair chatear coma ceno presenciei tirar trabalho gostoso matar saudade comida norte,0,0,1,0,0,0,0,0
experiência único opção carne gordar carne suculento costela seca ressecar borrachudar,0,0,1,0,0,0,0,0
boM banda tambaqui,0,0,1,0,0,0,0,0
pastel bom barulhento desorganizar,1,0,1,0,0,0,0,0
Ótimo atendimento,0,0,0,0,0,0,0,1
ideal tomar banho rio comer relaxar,1,0,1,0,0,0,0,0
incrível divertir amigo,0,0,0,1,0,0,0,0
Ótimo café,0,1,0,0,0,0,0,0
cerveja bom,0,1,0,0,0,0,0,0
Saudades combo predileto,0,0,1,0,0,0,0,0
excelente restaurante português divino bacalhau,0,0,1,1,0,0,0,0
ribeirinho amazônico banzeiro agitação água fazer vento,0,0,0,0,0,1,0,0
restaurante ambiente agradável esposo comemo entrada tacacá caro pedir oportunidade experimentar achar prato azedo gosto culpa restaurante,1,0,1,0,0,0,0,0
ótimo pessoa,0,0,0,0,0,0,0,1
sabor peixe arroz jambú preparar excelente atendimento preço,0,0,1,0,0,0,1,1
feira haver pianista tocar vivo almoço,0,0,0,0,0,1,0,0
restaurante gosto carne maravilhoso,0,0,1,1,0,0,0,0
significar assar brasa churrasqueira linguagem indígeno termo região utilizar expressar onda pequeno fato água produzir onr forte mar,0,0,0,0,0,1,0,0
atendimento preço,0,0,0,0,0,0,1,1
doce delicioso,0,0,1,0,0,0,0,0
tranquilo música garçom atencioso gente trazer chopp geladinho,1,1,0,1,0,0,0,1
maravilhoso kids pizza demorar conseguir trazer preferência,1,0,0,1,0,0,0,1
top,0,0,0,1,0,0,0,0
Ótimo ambiente saborear peixe região,1,0,0,0,0,0,0,0
