sentenca,ambiente,bebida,comida,geral,localização,outros,preço,serviço
suco regional espetacular,0,1,0,0,0,0,0,0
diversificar maravilhoso espera média sofrer acontecer ambiente agradável decoração jovial música ajudar passar desperdício dar estrela carta drink,1,1,1,0,0,0,0,0
café regional maravilhoso ideal levar visitar cidade,0,1,0,0,0,0,0,0
restaurante bonito música ambiente qualidade comida maravilhoso atendimento bom especial dar sugestão prato felicidade família,1,0,0,0,0,0,0,1
ambiente bonito estacionamento preço honesto comida,1,0,1,0,1,0,1,0
ok bom restaurante,0,0,0,1,0,0,0,0
ambiente música ambiente ótimo comida maravilhoso,1,0,1,0,0,0,0,0
,0,0,0,1,0,0,0,0
,0,0,0,1,0,0,0,0
excelente comida preço,0,0,1,1,0,0,1,0
bom stickhause tematico,0,0,0,0,0,1,0,0
comida apetitoso variedade prato carne sol sal feijão tropeiro gostoso,0,0,1,0,0,0,0,0
pessoa atender fiz reserva bacano ter pular pular escorregador cavalinho bacano divertir diferente comer diversidade comida,1,0,1,0,0,0,0,1
caro comida valer cobrar,0,0,1,0,0,0,1,0
ótimo estrutura bonito arejar,1,0,0,0,0,0,0,0
Ótima comida preço acessível,0,0,1,0,0,0,1,0
ambiente climatizar ambiente externo,1,0,0,0,0,0,0,0
melhor experiência ótimo comer,0,0,1,1,0,0,0,0
restaurante fairling abertura maio,0,0,0,0,0,1,0,0
boM pizza zona sul chorar vender fiar,0,0,1,0,0,0,0,0
maravilhoso limpo bonito atendimento excelência,1,0,0,1,0,0,0,1
obrigatório gostar comida,0,0,1,0,0,0,0,0
atendimento ambiente super agradável,1,0,0,0,0,0,0,1
ótimo clima ótimo preço comer ótimo variedade,1,0,1,1,1,0,1,0
Ótimo atendimento comer gostoso manter padrão sabor atendimento,0,0,1,0,0,0,0,1
preço comida variar qualidade,0,0,1,0,0,0,1,0
cardápio variado gosto preço justo espaço apertar pegador alimento ficar mesmo,1,0,1,0,0,0,1,0
pessimo experiência pizza chegar fria massa panqueca grudento molho ruim Borda ruim irar pedir,0,0,1,1,0,0,0,0
ambiente comer,1,0,1,0,0,0,0,0
Gostamos restaurante semana prato fazer ingrediente local atendimento primoroso,0,0,1,1,0,0,0,1
bom atendimento garçom dar opção comida ambiente agradável comer excelente,1,0,1,0,0,0,0,1
realidade tratar bar comer beber tomar banho rio segurança praticar stand alugar prancha,1,0,0,1,0,0,0,0
luz ambiente agradável som ambiente gosto achar alto dificultar conversa garçom explicar volume aumentar horário noite bom opção aperitivo carta vinho valor acessível poder justo valor,1,1,1,0,0,0,1,0
atendimento comida ambiente dúvida bom rede restaurante,1,0,1,1,0,0,0,1
gostoso carne,0,0,1,0,0,0,0,0
excelente custo benefício,0,0,0,0,0,0,1,0
Excepcional temático cerveja hiper gelada comer saboroso,0,1,1,1,0,0,0,0
excelente almoço jantar,0,0,0,1,0,0,0,0
ótimo variedade pizza rodízio incrível,0,0,1,0,0,0,0,0
atendimento bom educar gente,0,0,0,0,0,0,0,1
Ótimo atendimento comer delicioso sobremeso preço razoável Limpo,0,0,1,0,0,0,1,1
atendimento ótimo preço pizza saboroso nota,0,0,1,0,0,0,1,1
atendimento excelência variedade massa qualidade temperinho maravilhoso molho super recomer,0,0,1,0,0,0,0,1
aproveitar popularidade excelente opção passeio gastronomia diversão,0,0,1,1,0,0,0,0
ruim vinhar queimar ter gosto horrível,0,0,1,0,0,0,0,0
familiar coisa caro,0,0,0,1,0,0,1,0
restaurante agradável atendimento excelente,0,0,0,1,0,0,0,1
arejar tomar cerveja gelar excelentíssimo atendimento,1,1,0,0,0,0,0,1
bate papo,0,0,0,0,0,1,0,0
pila chopps porção pequeno demorar fazer,0,0,0,0,0,0,1,1
comida deixar desejar achar prato pequeno,0,0,1,0,0,0,0,0
atendimento excelência aparador completo variar churrasco alto carne nobr complemento delicioso,0,0,1,1,0,0,0,1
demora atendimento quente,1,0,0,0,0,0,0,1
agradável,0,0,0,1,0,0,0,0
estrutura excelente pista jogar contar sinuca vídeo game jogo,1,0,0,0,0,0,0,0
ambiente,1,0,0,0,0,0,0,0
simples comida preço justo,0,0,1,1,0,0,1,0
Ótimo ambiente agradável atendimento rápido,1,0,0,1,0,0,0,1
conhecer servir carne variar desejar acompanhamento adequar bom preço maitr garçom atencioso,0,0,1,0,0,0,1,1
tradicional búfalo oferecer ambiente requintar super agradável culinária igual prato ótimos cardápio super variar valer pena conferir,1,0,1,1,0,0,0,0
desejar comemorar estilo apreciar bom comida dúvida restaurante completo deixar feliz satisfeito,0,0,1,1,0,0,0,0
ambiente super agradável comida vinho recomer medo errar,1,1,1,1,0,0,0,0
salgar gostoso atendimento excelente,0,0,1,0,0,0,0,1
excelente localização música excelente prato paisagem deslumbrante ótimo opção levar família amizade,1,0,1,1,1,0,0,0
excelente opção buscar qualidade bom atendimento,0,0,0,1,0,0,0,1
Ótimo,0,0,0,1,0,0,0,0
amigo achar ótimo domingo levei mãe mesa estar suja cheio mosca atendimento demorar fiquei chamar garçom acontecer,1,0,0,1,0,0,0,1
atendimento garçom excelente,0,0,0,0,0,0,0,1
Porções sabor generoso,0,0,1,0,0,0,0,0
Pizza gostoso atendimento maravilhoso,0,0,1,1,0,0,0,1
estrutura concorrido cheio gente,1,0,0,0,0,0,0,0
aconchegante atendimento,1,0,0,0,0,0,0,1
funcionário educar preparar,0,0,0,0,0,0,0,1
preço justo,0,0,0,0,0,0,1,0
menu incrível atendimento perfeito,0,0,1,0,0,0,0,1
bom restaurante visitei possuir bom cardapio vasto cardapio bebida drink especial cosmopolitan ambiente,1,1,1,1,0,0,0,0
atendimento prato inflacionar servir valer experiência verdadeiro experiência manauar gourmet,0,0,1,0,0,0,1,1
Melhor saborear carne maravilhoso,0,0,1,1,0,0,0,0
preço cantina justificar massa chegar molho esturricar forno mini almondegar quente crua,0,0,1,0,0,0,1,0
música gosto reggae rock pop nacional internacional fiz,1,0,0,0,0,0,0,0
rodizio otimo custo beneficio qualidade sushi permance alto,0,0,1,0,0,0,1,0
Ótimo atendimento,0,0,0,0,0,0,0,1
regional moderno conjunto leveza apresentação,0,0,1,0,0,0,0,0
legalzinho má vejo gente brigar volta festa colocar risco pessoal haver preço média bebida petisco detalhe vender balde bebida unidade dar balde gelo,1,0,0,1,0,0,1,0
gostar excelente atendimento ótimo degustação ameir,0,0,1,1,0,0,0,1
especiaria português regional,0,0,1,0,0,0,0,0
super agradável bom atendimento prato espetacular entrada prato principal,0,0,1,1,0,0,0,1
Ótima comida regional qualidade atendimento opção prato bebida bom restaurante,0,0,1,1,0,0,0,1
sensacional milanesa hiper delicioso arroz cremoso banana frito super ingrediente,0,0,1,0,0,0,0,0
Valores alto entregar prato promoção mostrar preço poder bom,0,0,0,0,0,0,1,0
restaurante conceituar cidade ambiente elegante acolhedor,1,0,0,0,0,0,0,0
atendimento impecável funcionário mega atencioso,0,0,0,0,0,0,0,1
churrascaria ótimo gostoso localização privilegiar,0,0,1,1,1,0,0,0
comida maravilhoso,0,0,1,0,0,0,0,0
preço bom café manhã,0,0,1,0,0,0,1,0
custo benefício atendimento ficar lento domingo,0,0,0,0,0,0,1,1
razoável preço justo,0,0,1,0,0,0,1,0
restaurante típico cozinha amazonense adorar peixe arroz pure macaxeira,0,0,1,1,0,0,0,0
passeio agradável opção dia lazer,0,0,0,1,0,0,0,0
restaurante português excelente atendimento equipe maravilhoso,0,0,0,1,0,0,0,1
macio delicioso opção guarnição bom restaurante comemorar data especial,0,0,1,1,0,0,0,0
comida delicioso ambiente agradável,1,0,1,0,0,0,0,0
atendimento frango tar carne tar bom precisar melhorar,0,0,1,0,0,0,0,1
Ótimo tratamento vip comer ótimo,0,0,1,1,0,0,0,1
evitar dia horários movimento,0,0,0,0,0,1,0,0
Ótima equipe atencioso ambiente agradável ótimo comida ótimos vinho ótima sobremeso,1,1,1,1,0,0,0,1
restaurante super agradável pessoal atencioso comer típico português ótimo qualidade,0,0,1,1,0,0,0,1
achar preço real Buffet livre comida delicioso ambiente silencioso gostar,1,0,1,0,0,0,1,0
pai criança média ano sentar mesa próximo espaço kids super agradável,1,0,0,0,0,0,0,0
agradável,0,0,0,1,0,0,0,0
agradável localizar,0,0,0,1,1,0,0,0
atendimento belo atendente bom lanchar,0,0,1,0,0,0,0,1
lir comida delícia música super recomer,1,0,1,1,0,0,0,0
suco pão queijo doce leite maravilhoso único defeito banheiro distante estabelecimento salgado encharcado óleo,1,1,1,0,0,0,0,0
criativo servir gourmet quantidade relativamemte generoso,0,0,1,0,0,0,0,0
opcão experimentar comida regional,0,0,1,0,0,0,0,0
excelente atendimento comodidade,0,0,0,1,0,0,0,1
Ótimo café conversa casual ambiente confortável atendimento deixar desejar,1,1,0,0,0,0,0,1
comida ambiente excelente atendimento,1,0,1,0,0,0,0,1
variedade pizza massa preço acessível,0,0,1,0,0,0,1,0
excelente bonito lanchar,1,0,1,1,0,0,0,0
preço mediano,0,0,0,0,0,0,1,0
excelente atendimento agradável,0,0,0,1,0,0,0,1
eh resquício pastelaria,0,0,0,1,0,0,0,0
bom restaurante,0,0,0,1,0,0,0,0
excelente opção almoço jantar,0,0,0,1,0,0,0,0
viajar gosto espiar atração destino,0,0,0,0,0,1,0,0
ambiente super agradável família comer excelente ótimo musica preço justo sup cerveja gelar,1,1,1,0,0,0,1,0
ambiente aconchegante preço justo comer saboroso bom atendimento especial garçom,1,0,1,0,0,0,1,1
boM casa rodízio bom rápido atento,0,0,1,0,0,0,0,1
preço justo,0,0,0,0,0,0,1,0
valor alto bar normal valer pena considerar custo benefício,0,0,0,0,0,0,1,0
Otimo atendimento excelente,0,0,0,1,0,0,0,1
café excelente,0,1,0,0,0,0,0,0
opção refeição diário,0,0,0,1,0,0,0,0
comida excelente atendimento impecável seguir protocolo segurança,0,0,1,0,0,0,0,1
boM pão queijo rechear doce leite mineiro,0,0,1,0,0,0,0,0
pizza razoável,0,0,1,0,0,0,0,0
excelente estrutura qualidade serviço legal pizza escala dou nota,1,0,1,0,0,0,0,1
curtir tomar cerveja gelar esquecer tekila,0,1,0,0,0,0,0,0
restaurante,0,0,0,1,0,0,0,0
bar excelente localização frequentar tranquilidade excelente grupo samba sambista ótimo variedade cerveja gelar,1,1,0,0,1,0,0,0
legal comer pagar acessível,0,0,1,1,0,0,1,0
gosto estacionamento exclusivo opção manobrista excelente localização bairro comercial estrutura atendimento organizar pessoal jovem competente chef culinária elaborar prático mesclar culinária italiano francês peixe regional nobre filé,1,0,1,0,1,0,0,1
qualidade preço rodízio atendimento,0,0,1,0,0,0,1,1
comida ambiente agradável preço estacionamento ruim,1,0,1,0,1,0,1,0
delicioso prato c preço excelente,0,0,1,0,0,0,1,0
comida preço justo,0,0,1,0,0,0,1,0
restaurante,0,0,0,1,0,0,0,0
atendimento ótimo carne maravilhoso certo otimos acompanhamento preço comparação restaurante,0,0,1,0,0,0,1,1
atendimento prestativo comer qualidade bom,0,0,1,1,0,0,0,1
excelente comer,0,0,1,0,0,0,0,0
comida saboroso servido preço justo atendimento ótimo,0,0,1,0,0,0,1,1
ambiente lir problema estabelecimento demor excessivo entrega pedido prato camarão vir cabelo cobrar,1,0,0,0,0,0,0,1
boM tapioca grarinar salgado delícia,0,0,1,0,0,0,0,0
ambiente agradável café delicioso,1,1,0,0,0,0,0,0
obs barulho praça posto ás levar paredão incômodo achar unidade ter lidar problema,1,0,0,0,0,0,0,0
obs pessoa consumirar bebido alcoólico cerveja Longneck,0,0,0,0,0,1,0,0
atendimento ágil ótimas opção bebida quente gelada pão tucumã castanha,0,1,1,0,0,0,0,1
bom lugar saborear delicioso doce domingo,0,0,1,0,0,0,0,0
frequentar ambiente seguro programação musical beber dobro,1,1,0,0,0,0,0,0
manobrista,0,0,0,0,1,0,0,0
bacano ambiente climatizar rodízio massa pizza incrível amigo família super bacano,1,0,1,1,0,0,0,0
aconchegante antendimento excelência prato diferenciar limpo organizar elogio,1,0,1,1,0,0,0,1
peixaria,0,0,0,1,0,0,0,0
,1,0,0,0,0,0,0,0
so conhecer tao famoso restaurante entao pedir prato principal,0,0,0,0,0,1,0,0
ótimo opção lazer,0,0,0,1,0,0,0,0
estacionamento,0,0,0,0,1,0,0,0
de ei nota amo frango molho oriental restaurante sirvar comida quente fazer hora,0,0,1,0,0,0,0,0
servir mesa atencioso educar atento detalhe momento maravilhoso,0,0,0,0,0,0,0,1
otimo atendimento cliente entrega rapir recomendo,0,0,1,0,0,0,0,1
Ótimo bar lanche rápido cerveja local conversar pessoa local agradável,1,1,1,0,0,0,0,0
excelente atendimento cuidado preventivo continuar divertimo família original muy buen ambiente cuidar prevención pasamos mejor familiar,1,0,0,0,0,0,0,1
melhorar higienização banheiro investir treinamento atendimento cliente contratar garçom poder bom atendimento abandonar cliente mesa,1,0,0,0,0,0,0,1
atendimento preço espetacular,0,0,0,0,0,0,1,1
restaurante perfeito comer preparado saboroso,0,0,1,1,0,0,0,0
excelente restaurante comida gostoso preparar peixe regional tambaqui pararucu negativo estacionamento frequentar,0,0,1,1,1,0,0,0
ambiente maravilhoso decoração perfeito comer nota vista cair queixo,1,0,1,0,0,0,0,0
custo benefício,0,0,0,0,0,0,1,0
atendimento rápido preço camarar,0,0,0,0,0,0,1,1
legal diversão sensacional,0,0,0,1,0,0,0,0
único problema escada precisar subir acessar restaurante,1,0,0,0,0,0,0,0
comida prato fazer acessível último achar farofa carregar sal acreditar erro informar endentificar servir cliente unidade shopping,0,0,1,0,0,0,0,0
Péssima experiência buffetr pobre carne duro guarnição recomendar preço caro custo benefício,0,0,1,1,0,0,1,0
Ótimo ambiente excelente atendimento comer cerveja gelar,1,1,1,0,0,0,0,1
pagar apetite,0,0,1,0,0,0,0,0
excelente custo benefício prato servido,0,0,1,0,0,0,1,0
restaurante bonito decoração impecável,1,0,0,0,0,0,0,0
comida excelente ambiente agradável preço justo,1,0,1,0,0,0,1,0
restaurante bonito música ambiente qualidade comida maravilhoso atendimento bom especial dar sugestão prato felicidade família,1,0,1,0,0,0,0,1
preço comer gostoso variedade salada variedade carne opção guarnição movimentar churrasco atendimento funcionário,0,0,1,0,0,0,1,1
ambiente agradável cerveja barato,1,0,0,0,0,0,1,0
comer gostoso,1,0,1,0,0,0,0,0
Buffet variar incluir churrasco ambiente agradável estacionamento preço justo,1,0,1,0,1,0,1,0
localizar atendimento alto,0,0,0,0,1,0,0,1
bom atendimento gente,0,0,0,0,0,0,0,1
Menu excelente carta vinho,0,1,1,0,0,0,0,0
padrão qualidade rede frequentador unidade perfeito cardápio 1a qualidade vasto variedade prato requinte sofisticação elaboração,0,0,1,1,0,0,0,0
privado disponível grupo,0,0,0,0,0,1,0,0
ambiente agradável atendimento difícil encontrar café regional preço justo,1,0,0,0,0,0,1,1
atendimento péssimo organização total pessoa,0,0,0,0,0,0,0,1
comida gostoso preço justo recomer,0,0,1,0,0,0,1,0
ambiente familiar refrigerar brinquedoteca aniversário variedade pizza massa fino aceitar crédito débito compartilhar custo estacionamento,1,0,1,0,1,0,0,0
Cerveja gelar atendimento música agradável,1,1,0,0,0,0,0,1
Ótimo reunir amigo,0,0,0,1,0,0,0,0
ambiente agradável,1,0,0,0,0,0,0,0
bom café t incrível,0,1,0,0,0,0,0,0
funcionário atencioso comer delicioso variedade,0,0,1,0,0,0,0,1
variedade comida impecável maravilhosa,0,0,1,0,0,0,0,0
experiência maravilhoso incrível,0,0,0,1,0,0,0,0
bacano reunir amigo família,0,0,0,1,0,0,0,0
valer mto pena comer culinaria altissimo qualidade,0,0,1,1,0,0,0,0
Estávamos dúvida garçom atender sugerir prato filé pirarucu queijo coalho banano fritar divino,0,0,1,0,0,0,0,0
ambiente agradável música gaúcho fundo,1,0,0,0,0,0,0,0
agradável casarão antigo,0,0,0,1,0,0,0,0
ambiente agradável atendimento qualidade refeição saboroso,1,0,1,1,0,0,0,1
atendimento garçom excelente,0,0,0,0,0,0,0,1
bom atendimento maravilhoso,0,0,0,0,0,0,0,1
Comemos internacional sobremesa cartola maravilhoso,0,0,0,0,0,1,0,0
comida prato super servido preço justo,0,0,1,0,0,0,1,0
Ótimo almoçar carne sol companhia,0,0,1,0,0,0,0,0
atendimento qualidade dia movimento fila espera rápido,1,0,0,0,0,0,0,1
Ótimo preço classe médio alto preço salgado hambúrguer red top recomer,0,0,1,1,0,0,1,0
refeição rápido preço,0,0,1,0,0,0,1,0
ambiente agradável comida preço justo oferecer,1,0,1,0,0,0,1,0
atender explicação detalhar composição produto produzir serviço café delicioso,0,1,1,0,0,0,0,1
restaurante amplo atendimento carne ótimas,1,0,1,0,0,0,0,1
Ótimo atendimento bom ambiente garçom super educar prestativo,1,0,0,0,0,0,0,1
Ótimo caro,0,0,0,1,0,0,1,0
família pedimo filé molho mostardar,0,0,1,0,0,0,0,0
bom atendimento otimo comida bom,0,0,1,0,0,0,0,1
restaurante comida muitooo atendimento excelente opção drink música banhoi rio,1,1,1,0,0,0,0,1
preço justo,0,0,0,0,0,0,1,0
bonito,1,0,0,0,0,0,0,0
Ótimo ambiente excelente atendimento preço razoável oferecer,1,0,0,0,0,0,1,1
Ótimo custo benefício,0,0,0,0,0,0,1,0
comida bonito decoração música ambiente qualidade bom atendimento,1,0,1,0,0,0,0,1
restaurante ótimo instalação ar condicionado forte carta delicia,1,1,0,0,0,0,0,0
comi carne bom acompanhamento estar bom achar lugar bom comer carne peixe,0,0,1,0,0,0,0,0
pleno feira unidade manauaro mesa ocupar demonstrar prestígio local turista,0,0,0,0,0,1,0,0
desejar horrível experiência,0,0,0,1,0,0,0,0
Familiar ambiente,1,0,0,0,0,0,0,0
Ótimo comer qualidade atendimento,0,0,1,0,0,0,0,1
Comidas delicioso,0,0,1,0,0,0,0,0
péssimo experiência atendimento péssimo demorar comer passar vergonha amigo,0,0,1,1,0,0,0,1
Ótimo restaurante,0,0,0,1,0,0,0,0
ótimo pizzario gostoso,0,0,1,1,0,0,0,0
experiência absurdar,0,0,0,1,0,0,0,0
bom churrascaria,0,0,0,1,0,0,0,0
ótimo opção rodízio variedade carne acompanhamento,0,0,1,1,0,0,0,0
atendimento excelente super tranquilo familiar,0,0,0,1,0,0,0,1
criança diversão adulto petisco delicioso estacionamento,1,0,1,0,1,0,0,0
bar património histórico servir cerveja gelar,0,1,0,1,0,0,0,0
beber cupuaçu graviola Pronto voltar casa satisfeitíssimo vontade voltar deliciar sabor aroma capital amazonense,0,1,0,0,0,0,0,0
Atendimento,1,0,1,0,0,0,0,1
Ótimo atendimento,0,0,0,0,0,0,0,1
Faltou organização receber reserva pessoa,0,0,0,0,0,0,0,1
haver lugar bom conta cidade,0,0,0,1,0,0,0,0
bom restaurante bom atendimento atender atencioso gostar,0,0,0,1,0,0,0,1
unidade Manauara excelente contar espaço amplo variedade cardápio cerveja artesanal maravilhosa produto importar nacional,1,0,1,1,0,0,0,0
excelente opção comida típico ambiente excelente qualidade,1,0,1,1,0,0,0,0
preço alto,0,0,0,0,0,0,1,0
,0,0,0,1,0,0,0,0
ótimo opção descanso semana,0,0,0,1,0,0,0,0
passar experiência ruim,0,0,0,1,0,0,0,0
boM atendimento,0,0,0,0,0,0,0,1
culinária ser criativo leitura diferente prato regional servir endereço cidade restaurante corresponder expectativa,0,0,0,1,0,0,0,0
gente,0,0,0,0,0,0,0,1
amplo culinária nordestino caprichar,1,0,1,0,0,0,0,0
decoração temático extremo gosto estilo retrô rock roll,1,0,0,0,0,0,0,0
Ótimo diversão garantir,0,0,0,1,0,0,0,0
ambiente super agradável bom família amigo criança conta brinquedo pular pular escorredor inflável,1,0,0,0,0,0,0,0
legal vender hora cheio querer andar,1,0,0,0,0,0,0,0
poder conta,0,0,0,1,0,0,1,0
Bebidas variar álcool acreditar culinária forte prato regional toque sofisticação,0,1,1,0,0,0,0,0
restaurante vender excelente comida conjunto emoção gastronômico bom atendimento,0,0,1,0,0,0,0,1
Ótimo ambiente atendimento produto bom qualidade comer delicioso cardápio sorter,1,0,1,0,0,0,0,1
comida maravilhoso,1,0,1,0,0,0,0,0
excelente opção entretenimento amigo,0,0,0,1,0,0,0,0
