sentenca,ambiente,bebida,comida,geral,localização,outros,preço,serviço
muito boa pizza ótimas variedades de pizza,0,0,1,0,0,0,0,0
comida farta regional saborosa e impecável,0,0,1,0,0,0,0,0
o único problema é o barulho insuportável do clientes conversando alto,1,0,0,0,0,0,0,0
atendimento rápido com qualidade e muito bom o pratos oferecidos,0,0,1,0,0,0,0,1
cardápio variado e ótimo preço,0,0,1,0,0,0,1,0
ótimo atendimento e bem localizado,0,0,0,0,1,0,0,1
a tapioca com preço absurdo café fraco,0,1,0,0,0,0,1,0
ambiente incrível bebidas finas comida maravilhosa e atendimento digno rapazes super educados e atenciosos,1,1,1,0,0,0,0,1
restaurante espetacular atendimento excelente profissionais bem treinados e atenciosos além do paladar maravilhoso,0,0,1,1,0,0,0,1
ambiente perfeito,1,0,0,0,0,0,0,0
restaurante muito bom super recomendo atendimento diferenciado e o pratos deliciosos,0,0,1,1,0,0,0,1
vibe massa melhor bar do centro de manaus,0,0,0,1,0,0,0,0
boa opções de cafe preço bom,0,1,0,0,0,0,1,0
o ambiente é muito agradável acho que o único penalty é não ter um estacionamento próprio,1,0,0,0,1,0,0,0
o melhor salgado da atualidade,0,0,1,0,0,0,0,0
adorei conhecer o local tive uma boa primeira impressão,0,0,0,1,0,0,0,0
excelente churrasco atendimento ágil e cordial preço justo pela qualidade do serviços uma grande variedade de carnes super indico,0,0,1,1,0,0,1,1
foi com clientes neste excelente restaurante português,0,0,0,1,0,0,0,0
o bom prato é indicado para momentos importantes seja com uma pessoa amada ou amigo ambiente climatizado boa localização preço não muito caro bom atendimento tem o açaí bom para a sobremesa,1,0,1,0,1,0,1,1
melhor restaurante de manaus de frutos do mar o atendimento é sempre sensacional eles são atenciosos,0,0,0,1,0,0,0,1
pedi bem passado e veio mal passado,0,0,1,0,0,0,0,0
atendimento muito bom phelipe,0,0,0,0,0,0,0,1
ambiente agradável,1,0,0,0,0,0,0,0
muito bom o ambiente e atendimento comida muito boa recomendo,0,0,1,0,0,0,0,1
muito bom dia de sexta feira música ao vivo,1,0,0,0,0,0,0,0
atendimento péssimo acho que a atendente esperava eu entrar na cozinha pra preparar o meu próprio café,0,0,0,0,0,0,0,1
muito legal excelente ambiente familiar ótimo atendimento e refeições típicas e não típicas e muito bom preço bem acessível,1,0,1,0,0,0,1,1
pense num atendimento muito bom a comida boa ambiente lindo,1,0,1,0,0,0,0,1
ambiente agradavel e bom atendimento,1,0,0,0,0,0,0,1
muito bom recomendo para um passeio diferente em família boa opções gastronômicas é um flutuante à beira do rio onde vc pega uma pequena embarcação para chegar até ela ma é super seguro,1,0,0,0,0,0,0,0
é uma grande aglomeração,0,0,0,0,0,1,0,0
excelente opção em manaus comida típica e ambientes de excelente qualidade,1,0,1,1,0,0,0,0
a única coisa que gostei foi o atendimento o pessoal faz tudo para deixar o momento mais sofisticado forum isso em nada representa a cozinha manauara,0,0,0,0,0,0,0,1
excelente restaurante com excelentes opções de comida regional,0,0,1,1,0,0,0,0
delicioso pão francês com queijo coalho banana pacovan e tucumã,0,0,1,0,0,0,0,0
tive a recomendação de ir quando estava no restaurante terra e mar que é do mesmo grupo,0,0,0,0,0,1,0,0
ótimo bar local para um lanche rápido com cervejas locais e conversar com pessoas locais agradáveis,1,1,1,0,0,0,0,0
uma ótima opção pra sair da rotina com o amigo,0,0,0,1,0,0,0,0
muita noite maravilhosa em especial o atendimento super nota 10 do garçom rennan bom papo super agradável e da garçonete katianne nota 10,0,0,0,0,0,0,0,1
apesar do preço cobrado o local muito aprazível e visualmente agradável,1,0,0,0,0,0,1,0
ótimo preço e atendimento de primeira,0,0,0,0,0,0,1,1
no abare podemos degustar de petiscos e pratos incríveis e ainda aproveitar a paisagem natural que deixe o local mais agradável ainda parabéns,1,0,1,0,0,0,0,0
ambiente bom ma a carne que é oferecida como carne de sol não é e o bolinho de macaxeira não tem recheio,1,0,1,0,0,0,0,0
ambiente agradável de bom acesso,1,0,0,0,1,0,0,0
para quem gosta de comida oriental é uma boa opção o custo benefício é razoável ma o ambiente a boa comida e o atendimento compensam,1,0,1,0,0,0,1,1
um bom lugar pra ouvir um samba e cerveja gelada,1,1,0,0,0,0,0,0
já foi muito bom tinha muita variedades agora diminuiu tamanho da fatia para rodízio não teve coração queijo nossa além de não ter isso o que já tinha caiu demais fiquei muito aborrecida poi paguei pra comer um rodízio muito ruim desculpe espero que melhore urgente,0,0,1,1,0,0,0,0
atendimento por whatsapp horrível precisei insistir pra concluir o pedido poi a atendente janaína se esforçou pra tornar o atendimento desagradável foram vinte e cinco minutos com longas esperas pra receber cada resposta,0,0,0,0,0,0,0,1
comida boa preço razoável,0,0,1,0,0,0,1,0
comida normal sem muito sabor pelo preço esperava mais de uma comoda paraense,0,0,1,0,0,0,1,0
ponto negativo de observação lugar médio para o quantitativo de mesa o que o deixa sem espaço para melhor circulação,1,0,0,0,0,0,0,0
amei o lugar pizza maravilhosa pastéis deliciosos lugar surpreendente,0,0,1,1,0,0,0,0
lugar excelente,0,0,0,1,0,0,0,0
atendimento excelente,0,0,0,0,0,0,0,1
sardinha fresca delícia,0,0,1,0,0,0,0,0
muito boa comida e quantidade compatível ao q é determinado no cardápio,0,0,1,0,0,0,0,0
excelente restaurante,0,0,0,1,0,0,0,0
maravilhoso ambiente nota 10 comida excelente e atendimento também,1,0,1,1,0,0,0,1
ambiente super agradável ótimo atendimento pizza ótimas e brinquedoteca sensacional,1,0,1,0,0,0,0,1
melhor restaurante de manaus,0,0,0,1,0,0,0,0
melhor local para ir com a família,0,0,0,1,0,0,0,0
cerveja geladinha,0,1,0,0,0,0,0,0
o atendimento é exemplar todos o funcionários são muito educados e respeitosos fui atendido pelo josé que me tratou com máxima excelência,0,0,0,0,0,0,0,1
entrada e sopa grátis,0,0,0,0,0,0,1,0
um ótimo local para se comer comidas de frutos do mar e nordestina lugar aconchegante e luxuoso ótimo atendimento,1,0,1,0,0,0,0,1
gostei bastante do local comida boa bom custo benefício,0,0,1,1,0,0,1,0
de entrada pedi queijo parmesão negro e bolinhos de bacalhau,0,0,0,0,0,1,0,0
a comida demorou atendimento ruim a bebida só chegou quando a comida acabou o atendendentes não te dão muita atenção para a sua reclamação quanto ao pedido,0,0,0,0,0,0,0,1
atendimento amador espaço bom confortável quase ninguém estava quando fomos erraram o pedido e o que veio não justifica a cozinha ser chamada de portuguesa,1,0,0,0,0,0,0,1
excelente restaurante com variedades diversas e bom atendimento,0,0,1,1,0,0,0,1
com toda certeza é a melhor churrascaria de manaus comida muito boa bom atendimento preços bons o lugar é agradável,0,0,1,1,0,0,1,1
um local bom atendimento respeitoso exceto em data comemorativas que dai vira um caos ótima opção de almoço e janta a comida é boa,0,0,1,1,0,0,0,1
ambiente super agradável excelente atendimento e produtos de qualidade inquestionáveis,1,0,1,0,0,0,0,1
atedimento excelente em especial gaçom senna mostrou pra mim que valeu cada minuto nesse restaurante vcs que querem um bom atedimento proucure o garçom senna no coco bambu nota 1000 voltarei com toda certeza,0,0,0,0,0,0,0,1
excelente opção,0,0,0,1,0,0,0,0
atendimento excelente da colaboradora raynara unidade praça 14,0,0,0,0,0,0,0,1
ambiente muito agradavel possui uma área kid na parte externa e conta com pessoas funcionários que cuidam da animação desse espaço,1,0,0,0,0,0,0,0
rodízio de peixe é uma boa opção,0,0,1,0,0,0,0,0
variedade incrível de pratos ambiente muito agradável comida saborosa preço justo vista bonita atendimento de primeira decoração temática enfim um do melhores lugares pata comer em manaus,1,0,1,1,0,0,1,0
local excelente pessoas excelente atendimento excelente forum que o dono de lá é excelente,0,0,0,0,1,0,0,1
a questão é a seguinte vocês oferecem uma comida de alta qualidade drink ótimos cerveja gelada e aí quando o cliente chega pra estacionar é extremamente mal recebido,0,1,1,0,1,0,0,0
após algum tempo esperando chamei o garçom olhou com cara feia demorou mais un 3 mais,0,0,0,0,0,0,0,1
atendimento muito simpático da meninas ótima localização limpinho bonito e preço bem honesto e mais caipirinha de cachaça de jambu melaço de cana de açucar e algum outro ingrediente local não lembro o nome a memoria se apagou de tão forte que era mais,1,1,0,0,1,0,1,1
preço adequado a qualidade e serviço oferecido,0,0,1,0,0,0,1,1
considerando o ambiente é a melhor churrascaria de manaus o lugar é requintado a decoração com a adega no salão principal é muito agradável,1,0,0,1,0,0,0,0
o restaurante ficou muito lindo e com uma iluminação gostosa alguns lugares mais escuros e outros mais clarinhos,1,0,0,0,0,0,0,0
churrasco e variedades saborosas,0,0,1,0,0,0,0,0
com minha família comer a tradicional carne de sol que inclusive a mesma carne de sempre muito boa porém o acompanhamentos estavam a desejar hoje,0,0,1,0,0,0,0,0
cappuccino e tapioca caboquinho excelentes,0,1,1,0,0,0,0,0
talvez a melhor pizzaria de manaus,0,0,0,1,0,0,0,0
viemos numa quarta feira e pedimos o menu com entrada prato principal e sobremesa,0,0,0,0,0,1,0,0
local agradável muito recomendado com uma vasta variedade de opções com sabor caseiro,0,0,1,1,0,0,0,0
bem refrigerado e preço razoável,1,0,0,0,0,0,1,0
muito bom ja foi melhor,0,0,0,1,0,0,0,0
péssima experiência,0,0,0,1,0,0,0,0
churrascaria mais top de manaus,0,0,0,1,0,0,0,0
lugar maravilhoso comida ótima não é climatizado ma vale muito a pena não esqueço do ceviche único,1,0,1,1,0,0,0,0
ambiente super agradável,1,0,0,0,0,0,0,0
o funcionários educados e prestativos em acomodar o nosso grupo que estava comemorando um aniversário surpresa,0,0,0,0,0,0,0,1
restaurante localizado ao lado do teatro que não se dá o devido valor para quem passa pela rua,0,0,0,0,1,0,0,0
muito bom atendimento josé gregório,0,0,0,0,0,0,0,1
serviço excelente churrasco delicioso,0,0,1,0,0,0,0,1
restaurante regional ambiente agradável mística ao vivo regional atendimento só garçon nonato excelente,1,0,0,1,0,0,0,1
ótimo restaurante,0,0,0,1,0,0,0,0
ainda que o ambiente tenha melhorado em muito 9o que rende pontos extra para a climatização a qualidade na mesa decaiu especialmente o acompanhamentos da carne de sol mais,1,0,1,0,0,0,0,0
comida maravilhosa drink ótimos atendimento show preço justo bar excelente barman acipar top,0,1,1,1,0,0,1,1
tudo muito agradável até dente josé gregório muito atencioso,0,0,0,1,0,0,0,1
peixe sem suculência e seco baião com arroz de qualidade ruim arroz branco ruim enfim era segunda feira e não sei o que houve com a cozinha,0,0,1,0,0,0,0,0
variedade de sabores e atendimento rápido,0,0,1,0,0,0,0,1
um lugar maravilhoso restaurante com ótimo atendimento e com ótimo cardápio e pode se desfrutar da natureza,1,0,1,1,0,0,0,1
muito bom comida boa e ótimo atendimento,0,0,1,0,0,0,0,1
musica boa clinária regional maravilhosa atendimento excelente,1,0,1,0,0,0,0,1
restaurante excelente,0,0,0,1,0,0,0,0
café regional muito gostoso para quem quer saborear uma ótima tapioca com gosto regional é uma boa opção de local,0,1,1,1,0,0,0,0
muito saborosa e um preço justo,0,0,1,0,0,0,1,0
moro proximo e vou ao mesmo duas vezes por mês,0,0,0,1,0,0,0,0
comida boa localização excelente atende muito bem,0,0,1,0,1,0,0,1
excelente atendimento comida saborosa preço bem acessível ambiente agradável,1,0,1,0,0,0,1,1
restaurante tranquilo bom atendimento atendente mateus foi muito atencioso,0,0,0,1,0,0,0,1
rapidez no atendimento aliada a qualidade comodidade boa opcoes no cardapio preço bom e picanha perfeita,0,0,1,0,0,0,1,1
pratos bem elaborados peixe de rio tempero excelente,0,0,1,0,0,0,0,0
em épocas temáticas realizam apresentações musicais entre o espaços do ambiente,0,0,0,0,0,1,0,0
tudo uma delícia ótimo atendimento,0,0,1,0,0,0,0,1
muito bom restaurante,0,0,0,1,0,0,0,0
excelente opção para uma imersão na gastronomia amazônica,0,0,1,0,0,0,0,0
melhor gerenciamento necessário,0,0,0,0,0,0,0,1
ótimo atendimento o garçom emerson atende com excelência comida maravilhosa,0,0,1,0,0,0,0,1
lotado aos fin de semana é um restaurante frequentado por toda a cidade,1,0,0,0,0,0,0,0
é um peixe tão delicada e saborosa amazï ½ia,0,0,1,0,0,0,0,0
preço super acessível já que um prato pra duas pessoas vêm bem servido e serve até 5 vale muito a pena,0,0,1,0,0,0,1,0
este restaurante tem como atrativo uma da melhores picanhas no bafo de manaus tem também um arroz com brócolis que é uma delícia o atendimento é bem rápido no dia normais ma no caso de feriados e data comemorativas voçe vai pegar uma bela de mais,0,0,1,0,0,0,0,1
restaurante com um ótimo ambiente salão bem amplo com um cardápio bem variado e completa o pedidos a vezes demoram um pouco ma nada forum do normal recomendo,1,0,1,0,0,0,0,1
top maravilhoso,0,0,0,1,0,0,0,0
ambiente aconchegante e bem limpo culinária muito boa,1,0,1,0,0,0,0,0
melhor comida melhor atendimento do funcincionario rodrigo uchoa e sem duvida melhor restaurante de manaus,0,0,1,1,0,0,0,1
há uma opção menos cara se entrar pela gaúcho s gourmet no self service,0,0,0,0,0,0,1,0
um lugar aprazivel com carta de vinhos,1,0,0,0,0,0,0,0
ótimo ambiente familiar e seguro,1,0,0,0,0,0,0,0
comida bem feita e lugar agradavel,0,0,1,1,0,0,0,0
a churrascaria búfalo tem um ótimo atendimento e com um estilo gaúcho deixa o ambiente mais propício para saborear a diversas opções de carnes lá servidas,1,0,1,0,0,0,0,1
comida maravilhosa,0,0,1,0,0,0,0,0
sou de manaus e difícilmente fui a restaurante de comida regional tão maravilhoso,0,0,1,0,0,0,0,0
para quem tem seu troco no bolso para gastar está de bom tamanho,0,0,0,0,0,0,1,0
atendimento excelente profissional phelipe muito educado,0,0,0,0,0,0,0,1
ambiente familiar agradável cardápios variados,1,0,1,0,0,0,0,0
preço alto demais,0,0,0,0,0,0,1,0
tipo de estabelecimento onde a quantidade e o lucro é o objetivo principal,0,0,0,0,0,0,1,0
local super divertido espaço para crianças,1,0,0,0,0,0,0,0
oferecem translado cerveja gelada diversidade de comidas toca rock que é o diferencial,1,1,1,0,0,0,0,0
é preciso prestar atenção no preços por que tem pratos que são um absurdo,0,0,0,0,0,0,1,0
local excelente,0,0,0,1,0,0,0,0
local agradável e de bom atendimento,0,0,0,1,0,0,0,1
comida saborosa demais,0,0,1,0,0,0,0,0
tradução do google a melhor comida de sempre,0,0,1,0,0,0,0,0
local agradável possui rodízio de sushi r 39 90 com diversos sabores inclusive especiais atendimento maravilhoso estacionamento gratuito para clientes em frente funciona até 23 horas,0,0,0,1,1,0,0,1
restaurante atrativo acolhedor serviço top,0,0,0,1,0,0,0,1
valor alto ma tudo que é bom custa caro,0,0,0,0,0,0,1,0
se quiser gastar um pouco ma comer num ótimo ambiente com carnes nobres,0,0,1,0,0,0,1,0
garçons com um excelente treinamento e a carnes com ótimos cortes e comida muito gostosa,0,0,1,0,0,0,0,1
comida boa preço bom e banheiros bem limpos,1,0,1,0,0,0,1,0
boa atendimento e preço justo,0,0,0,0,0,0,1,1
ambiente bacana atendimento bom porém a porções sao pequenas,1,0,1,0,0,0,0,1
uma delícia sabe aquele lugar da sua infância que te faz imaginar e brincar com o pensamentos tem un peixes empalhados muito daora hahaha pra quem é de forum igual eu foi muito legal conhecer atendimento nota 10 petiscos regionais deliciosos hummm prato principal bem servido poi quase não conseguíamos dar conta de tudo tudo bem fresco feito na hora bom para crianças adultos e idosos pra todos,1,0,1,1,0,0,0,1
coqueiro verde sempre excelente e o brian simão presta um atendimento sensacional,0,0,0,1,0,0,0,1
uma culinária exótica com especiarias típicas da região um local pequeno com filum de espera pelo menos quando fui tinha porém aconchegante,1,0,1,0,0,0,0,0
ambiente bom e agradável,1,0,0,0,0,0,0,0
boa comida bom lugar é bom atendimento preço compatível com a comida recomendo o local,0,0,1,1,0,0,1,0
meus 2 filhos pequenos meu marido e eu fomos no domingo de páscoa almoçar poi queríamos degustar delícias amazônicas,0,0,1,0,0,0,0,0
bebida ok climatização ruim poi estava muito quente cantora ai vivo fraca e com músicas fracas atendimento excelente comida regular,1,1,1,0,0,0,0,1
ótima peixaria e preço justo,0,0,0,1,0,0,1,0
restaurante ótimo para família ótimo atendimento,0,0,0,1,0,0,0,1
adorei a culinária do loca ingredientes típicos amazonenses com um toque requintado,0,0,1,0,0,0,0,0
no dia lotados o atendimento pode demorar um pouco ma quando o pedido chega faz valer a pena a espera,0,0,0,0,0,0,0,1
o lugar é espetacular paisagem nota 1000 comida excelente atendimento nota 10 porções individuais a preço justo fui eu meu há filha e esposa e cada um pediu um prato,1,0,1,1,0,0,1,1
sushi bom e preço justo,0,0,1,0,0,0,1,0
pizza bem gostosas preço meio salgado e o atendimento de un garçons deixaram a desejar,0,0,1,0,0,0,1,1
ambiente agradável atendentes educados e simpáticos ótimas opções de salda e preço acessível,1,0,1,0,0,0,1,1
fomos atendidos pelo garçom sheldon excelente atendimento ótima hospitalidade recomento muito,0,0,0,0,0,0,0,1
lugar muito agradável,0,0,0,1,0,0,0,0
pizza ótimas,0,0,1,0,0,0,0,0
local agradável amplo vários ambientes e um ótimo atendimento,1,0,0,1,0,0,0,1
boa variedade de carnes e limpeza do ambiente impecável,1,0,1,0,0,0,0,0
tivemos no domingo em um almoço de família e como sempre a melhor carne de sol preço em conta e o melhor atendimento do início ao fim,0,0,1,0,0,0,1,1
se o intuito é comer uma bela carne essa churrascaria é uma boa pedida,0,0,1,0,0,0,0,0
o grande sucesso do barollo é a associação de um menu bom preço justo ambiente agradabilíssimo com atendimento muito bom,1,0,1,0,0,0,1,1
ótimo restaurante bom atendimento e preço acessível,0,0,0,1,0,0,1,1
é uma ótima opção para quem realmente sabe apreciar a culinária paraense,0,0,1,0,0,0,0,0
phelipe atendimento eficiente lugar agradável bem alegre e aconchegante comida divina supee recomendo,1,0,1,1,0,0,0,1
excelente atendimento do sr vinícius,0,0,0,0,0,0,0,1
excelente restaurante,0,0,0,1,0,0,0,0
momentos únicos com uma boa companhia inesquecível,0,0,0,1,0,0,0,0
generosa e gostosa porção de pastéis de queijo e música so vivo de qualidade,1,0,1,0,0,0,0,0
não deixe de provar o hambúrguer de tambaqui o buruti real e o milk shake,0,1,1,0,0,0,0,0
a comida é muito boa atendimento muito bom e local muito bem decorado com bom gosto,1,0,1,0,0,0,0,1
ótima pizza italiana lugar agradável,0,0,1,1,0,0,0,0
comida balanceada e ótimo preço sobremesa deliciosa,0,0,1,0,0,0,1,0
um ótimo restaurante ar condicionado atendimento top,1,0,0,1,0,0,0,1
