restaurante_name,user_name,review_date,stars,comment_text,year,platform,language,comment_text_translated
cipriani,Guilherme Monteiro,2 meses atrás no Google,1,Service:  Dine in    Meal type:  Dinner    Price per person:  R$200+    Food:  4    Service:  5    Atmosphere:  5,2024,Google,en,serviço: Jante no tipo de refeição: preço do jantar por pessoa: r $ 200+
cipriani,Bruna Corty,3 meses atrás no Google,1,Unforgettable birthday night with congratulations to the sound of the piano! Awesome team! Thanks!   Meal type:  Dinner    Food:  5    Service:  5    Atmosphere:  5,2024,Google,en,Noite inesquecível de aniversário com parabéns ao som do piano!Equipe incrível!Obrigado! Tipo de refeição: Jantar
cipriani,Ana Cecília Pires Santoro,4 meses atrás no Google,1,"I  loved the experience! Everything was perfect! I was alone spending the  weekend at the Copacabana Palace and, of course, I couldn't miss meeting  Cipriani. I made a reservation right after checking in on Friday for  dinner on Saturday. When I arrived at the restaurant the next day, I was  treated wonderfully well. When they welcomed me they said that they had  saved a special table with a view of the pool and the sea in the  background. They said that the view would be my perfect companion -  which I thought was a first class attitude. Was it expensive?  Undoubtedly! But what you pay for you get in quality and perfection.  I've already seen other Michelin-starred restaurants both in Brazil and  in Europe. However, in terms of treatment, Cipriani was undoubtedly the  best. Parking: Parking at the Copacabana Palace Hotel.   Service:  Dine in    Meal type:  Dinner    Price per person:  R$200+    Food:  5    Service:  5    Atmosphere:  5    Parking options:  Paid parking garage",2024,Google,en,"Adorei a experiência!Tudo foi perfeito!Eu estava sozinho passando o fim de semana no Palácio de Copacabana e, é claro, não podia sentir falta de conhecer Cipriani.Fiz uma reserva logo após o check -in na sexta -feira para jantar no sábado.Quando cheguei ao restaurante no dia seguinte, fui tratado maravilhosamente bem.Quando eles me receberam, disseram que haviam salvado uma mesa especial com vista para a piscina e o mar ao fundo.Eles disseram que a visão seria meu companheiro perfeito - o que eu pensei que era uma atitude de primeira classe.Isso foi caro? Sem dúvida!Mas o que você paga por você tem qualidade e perfeição. Eu já vi outros restaurantes com estrelas Michelin, tanto no Brasil quanto na Europa.No entanto, em termos de tratamento, Cipriani foi sem dúvida o melhor.Estacionamento: Estacionamento no Copacabana Palace Hotel. serviço: Jante no Tipo de refeição: Preço do jantar por pessoa: R $ 200+ Opções de estacionamento: Garagem de estacionamento pago"
cipriani,David Crookes,4 meses atrás no Google,1,Eaten  here during December of 2015. Beautiful & delicious. The 4 course  meal & 2 glasses of Veuve was over £100 just for me. Well worth it.  Amazing. Over the week I visited Copacabana Palace 3 times that week.   Service:  Dine in    Meal type:  Dinner    Price per person:  R$200+    Food:  5    Service:  5    Atmosphere:  4,2024,Google,en,"Comido aqui durante dezembro de 2015. Bonito e delicioso.A refeição de 4 pratos e 2 copos de Veuve foram mais de £ 100 só para mim.Vale a pena. Incrível.Durante a semana, visitei o Copacabana Palace 3 vezes naquela semana. serviço: Jante no tipo de refeição: preço do jantar por pessoa: r $ 200+"
cipriani,Mislene Braga,4 meses atrás no Google,1,Excellent! Wonderful food   Food:  5    Service:  5    Atmosphere:  5,2024,Google,en,Excelente!Alimentos maravilhosos
cipriani,Kyndal Cook,5 meses atrás no Google,1,Service:  Dine in    Meal type:  Dinner    Price per person:  R$120–140    Food:  1    Service:  1    Atmosphere:  2,2024,Google,en,serviço: Jante no tipo de refeição: preço do jantar por pessoa: r $ 120-140
cipriani,Esther MN,5 meses atrás no Google,1,"Amazing  food, very classy yet cosy atmosphere, the staff was polite and  attentive. It certainly deserves the prestigious Micheline star, and in  my opinion a better spot in the list of LATAM's best.   Service:  Dine in    Meal type:  Dinner    Food:  5    Service:  5    Atmosphere:  5",2024,Google,en,"comida incrível, atmosfera muito elegante e aconchegante, a equipe foi educada e atenciosa.Certamente merece a prestigiada estrela de Micheline e, na minha opinião, um lugar melhor na lista dos melhores da Latam. serviço: Jante no Tipo de refeição: Jantar"
cipriani,Lucas,5 meses atrás no Google,1,One of the best executions I've ever seen. This experience is worth every penny.   Meal type:  Dinner    Price per person:  R$200+    Food:  5    Service:  5    Atmosphere:  5    Recommended dishes:  Tiramisú,2024,Google,en,Uma das melhores execuções que eu já vi.Essa experiência vale cada centavo. Tipo de refeição: Preço do jantar por pessoa: R $ 200+ Pratos recomendados: Tiramisú
cipriani,Ingerson Gabriel,6 meses atrás no Google,1,Excellent   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,Excelente
cipriani,Gustavo Goncalves de Moura,6 meses atrás no Google,1,"Everything  perfect! The atmosphere is excellent with live music on the piano; the  food is great and at the perfect time, temperature and flavor and;  Finally, the service requires no comments. Special praise to waiters  Belarmino and Geilson, with precise explanations, calmness and great  friendliness. I was celebrating 5 years of marriage and that night will  be marked in my heart and in my memory. I will definitely be back!   Service:  Dine in    Meal type:  Dinner    Price per person:  R$200+    Food:  5    Service:  5    Atmosphere:  5    Recommended dishes:  Tiramisú",2023,Google,en,"Tudo perfeito!A atmosfera é excelente com música ao vivo no piano;A comida é ótima e no momento, temperatura e sabor e sabor perfeito; Finalmente, o serviço não requer comentários.Elogios especiais aos garçons Belarmino e Geilson, com explicações precisas, calma e grande simpatia.Eu estava comemorando 5 anos de casamento e a noite será marcada em meu coração e em minha memória.Eu definitivamente estarei de volta! serviço: Jante no Tipo de refeição: Preço do jantar por pessoa: R $ 200+ Pratos recomendados: Tiramisú"
cipriani,D W G,6 meses atrás no Google,1,"Beautiful atmosphere, wonderful food, impeccable service!   Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"Bela atmosfera, comida maravilhosa, serviço impecável!"
cipriani,Victoria Johnican,6 meses atrás no Google,1,"Not  worth it. Ambiance created by good lighting, fresh flowers and nice  furniture. Its located by the pool so the view can get interesting.  Service staff was friendly but not attentive, must wave down someone and  ask for everything. For a michelin star, the food was subpar. No  flavor, nothing innovative, and the main course (cod) was over cooked.  They asked for dietary restrictions when dinner was booked and still  brought out restricted items. Ordered Chef's Signatures and a friend  left early because it was not worth staying for.   Service:  Dine in    Meal type:  Dinner    Price per person:  R$200+    Food:  1    Service:  1    Atmosphere:  2",2023,Google,en,"Não vale a pena.Ambiente criado por boa iluminação, flores frescas e mobília agradável.Está localizado à beira da piscina para que a vista possa ficar interessante. A equipe de serviço foi amigável, mas não atenciosa, deve acenar com alguém e pedir tudo.Para uma estrela Michelin, a comida era abaixo.Sem sabor, nada inovador, e o prato principal (COD) estava exagerado. Eles pediram restrições alimentares quando o jantar foi reservado e ainda trazia itens restritos.Ordenou assinaturas do chef e um amigo saiu mais cedo, porque não valeu a pena ficar. serviço: Jante no tipo de refeição: preço do jantar por pessoa: r $ 200+"
cipriani,Surffipummi,6 meses atrás no Google,1,Wonderful experience,2023,Google,ro,Experiência maravilhosa
cipriani,alessandro furtado silva,7 meses atrás no Google,1,A deception! Terrible!,2023,Google,en,Um engano!Terrível!
cipriani,Harp S,7 meses atrás no Google,1,"I had a  wonderful dining experience here! The food was artistically designed  and equally delicious to eat. The severs were friendly and attentive,  and they took the time to explain all of the dishes in the tasting menu.  I would go back anytime.   Service:  Dine in    Meal type:  Dinner    Price per person:  R$200+    Food:  5    Service:  5    Atmosphere:  5    Vegetarian options:  Vegetarian and vegan menu available",2023,Google,en,"Eu tive uma maravilhosa experiência gastronômica aqui!A comida foi projetada artisticamente e igualmente deliciosa para comer.Os cortes foram amigáveis e atenciosos, e eles tiraram um tempo para explicar todos os pratos no menu de degustação. Eu voltaria a qualquer hora. serviço: Jante no tipo de refeição: preço do jantar por pessoa: r $ 200+ opções vegetarianas: menu vegetariano e vegano disponível"
cipriani,Amanda Cascaes,7 meses atrás no Google,1,"Amazing restaurant! Impeccable atmosphere, food and service. Service from waiter Rodrigo was excellent. I recommend!   Service:  Dine in    Meal type:  Dinner    Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"Restaurante incrível!atmosfera impecável, comida e serviço.O serviço do garçom Rodrigo foi excelente.Eu recomendo! serviço: Jante no Tipo de refeição: Jantar"
cipriani,Ana maria de carvalho Romano,7 meses atrás no Google,1,Great place   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,Ótimo lugar com
cipriani,Juliano Ferreira,7 meses atrás no Google,1,"Excelent, I recommend   Service:  Dine in    Meal type:  Lunch    Price per person:  R$80–100    Food:  5    Service:  5    Atmosphere:  5    Recommended dishes:  Bacalhau",2023,Google,en,"Excelent, eu recomendo o serviço: Jante no tipo de refeição: preço do almoço por pessoa: R $ 80–100 Pratos recomendados: Bacalhau"
cipriani,Karol Alves,7 meses atrás no Google,1,Very good   Service:  Dine in    Meal type:  Lunch    Price per person:  R$80–100    Food:  5    Service:  5    Atmosphere:  5    Recommended dishes:  Bacalhau,2023,Google,en,Muito bom serviço: Jante no tipo de refeição: preço do almoço por pessoa: R $ 80–100 Pratos recomendados: Bacalhau
cipriani,Ministério Internacional Templo do Senhor,7 meses atrás no Google,1,Very good   Food:  4    Service:  5    Atmosphere:  2,2023,Google,en,comida muito boa
cipriani,Jailton Sena,7 meses atrás no Google,1,"Everything very perfect, restaurant of the highest level of quality and excellence   Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"Tudo muito perfeito, restaurante do mais alto nível de qualidade e excelência alimento"
cipriani,Falidos FF 007,7 meses atrás no Google,1,"Great space, perfect food.   Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"Ótimo espaço, comida perfeita."
cipriani,Kezia Mendes,7 meses atrás no Google,1,"Excellent, I recommend it to everyone   Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"Excelente, eu recomendo a todos os alimentos"
cipriani,jucélia dos Santos Silva,7 meses atrás no Google,1,"Excellent restaurant, super pleasant atmosphere   Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"Excelente restaurante, atmosfera super agradável"
cipriani,milene nogueira,7 meses atrás no Google,1,Great place I recommend !   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,Ótimo lugar que eu recomendo!
cipriani,Tania Soares,7 meses atrás no Google,1,Very pleasant atmosphere I will come back more often   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,"atmosfera muito agradável, voltarei com mais frequência"
cipriani,Joyce Ferreira,7 meses atrás no Google,1,"Nice, family-friendly place, good experiences, great place to hang out.   Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"Lugar agradável e familiar, boas experiências, ótimo lugar para sair."
cipriani,silvano Telles,7 meses atrás no Google,1,"Amazing food, 5-star service, pleasant and air-conditioned environment.   Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"comida incrível, serviço de 5 estrelas, ambiente agradável e com ar condicionado."
cipriani,allyne Morays,7 meses atrás no Google,1,"Great experience, I plan to come back more often    Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"Ótima experiência, pretendo voltar com mais frequência"
cipriani,Gabe Buchweitz,7 meses atrás no Google,1,"Very good, very pleasant environment   Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"Ambiente muito bom, muito agradável"
cipriani,Raylana Lousada,7 meses atrás no Google,1,Mill note experience I loved it so much   Service:  Dine in    Meal type:  Breakfast,2023,Google,en,Mill Note Experience Eu adorei muito serviço: Jante no tipo de refeição: café da manhã
cipriani,Karolyne Alexandre,7 meses atrás no Google,1,"I loved it, excellent service!   Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"Adorei, excelente serviço!"
cipriani,Jéssica Lucena,7 meses atrás no Google,1,"Excellent, wonderful food!!   Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,Excelente comida maravilhosa !!
cipriani,Rosália Santana,7 meses atrás no Google,1,Perfect!!   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,Perfeito!!
cipriani,carol matias,7 meses atrás no Google,1,Great experience!   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,Ótima experiência!
cipriani,Renato Magno de Souza,7 meses atrás no Google,1,Great environment. I highly recommend it.   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,Ótimo ambiente.Eu recomendo.
cipriani,Rodrigo Mota Campos,7 meses atrás no Google,1,I recommend   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,Eu recomendo
cipriani,ubiratan souza,7 meses atrás no Google,1,Service:  Dine in    Meal type:  Lunch    Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,serviço: Jante no Tipo de refeição: Almoço
cipriani,fabio logike,7 meses atrás no Google,1,"Great establishment, pleasant atmosphere, excellent service and great food. I recommend!   Service:  Dine in    Meal type:  Dinner    Price per person:  R$180–200    Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"Grande estabelecimento, atmosfera agradável, excelente serviço e boa comida.Eu recomendo! serviço: Jante no Tipo de refeição: Preço do jantar por pessoa: R $ 180–200"
cipriani,Genival Pereira Reis,7 meses atrás no Google,1,Great I recommend   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,"Ótimo, recomendo"
cipriani,pedro henrique,7 meses atrás no Google,1,Excellent service   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,Excelente serviço de
cipriani,Nayara Chagas,7 meses atrás no Google,1,"The  food is quite good! The restaurant has very helpful employees, the  atmosphere is pleasant for all types of tastes! Thank you for  everything!   Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"A comida é muito boa!O restaurante tem funcionários muito úteis, a atmosfera é agradável para todos os tipos de gostos!Obrigado por tudo!"
cipriani,Mariana Ghizini Bougeard,8 meses atrás no Google,1,Wonderful restaurant inside a very beautiful hotel!   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,Restaurante maravilhoso dentro de um hotel muito bonito!
cipriani,Robson Medeiros,8 meses atrás no Google,1,GREAT   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,Ótima
cipriani,Tamires Miranda,8 meses atrás no Google,1,Congratulations   Food:  4    Service:  4    Atmosphere:  3,2023,Google,en,Parabéns alimentos
cipriani,Davi Matheus123,8 meses atrás no Google,1,Good great,2023,Google,en,Muito bom
cipriani,Wellington Oliveira,8 meses atrás no Google,1,great hotel,2023,Google,en,Ótimo hotel
cipriani,Liz Quick,9 meses atrás no Google,1,Three  words: oh my god. We got the vegan tasting menu and it was amazing! Each  course was beautifully plated with the flavors well thought out. And  the service was attentive and caring. Highly recommend this unique  dining experience.   Meal type:  Dinner    Price per person:  R$200+    Food:  5    Service:  5    Atmosphere:  5    Dietary restrictions:  Full vegan tasting menu available,2023,Google,en,Três palavras: Oh meu Deus.Temos o menu de degustação vegana e foi incrível!Cada curso foi lindamente revestido com os sabores bem pensados.E o serviço foi atencioso e atencioso.Recomendo esta experiência gastronômica única. Tipo de refeição: Preço do jantar por pessoa: R $ 200+ Restrições alimentares: menu completo de degustação vegana disponível
cipriani,Enderson Rodrigues,9 meses atrás no Google,1,Excellent service!,2023,Google,fr,serviço excelente!
cipriani,Thiago Do_vale gol,9 meses atrás no Google,1,Nice   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,Boa
cipriani,Denis Sotta,9 meses atrás no Google,1,super cozy great place   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,Super aconchegante Lugar Great Place
cipriani,Joao Vitor,9 meses atrás no Google,1,You are show! Thank you for everything! We love the experience! We leave our affectionate embrace.”   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,Você é show!Obrigado por tudo!Adoramos a experiência!Deixamos nosso abraço afetuoso. ”
cipriani,Ana paula Siqueira_,9 meses atrás no Google,1,Wonderful place!! I would go back with my eyes closed!,2023,Google,en,Lugar maravilhoso!!Eu voltaria com meus olhos fechados!
cipriani,Anndre Santos,9 meses atrás no Google,1,Very good I recommend   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,Muito bom eu recomendo
cipriani,Ronaldo Baumgarten Neto,11 meses atrás no Google,1,"Excellent  Italian restaurant inside the Copacabana Palace hotel. On my visit, I  opted for the tasting menu, and the decision could not have been better!  The chef managed to balance the quantities of dishes very well, as well  as the impeccable presentation! It's rare to have a menu where I just  like every dish, and Cipriani did it! A perfect dinner!   Service:  Dine in    Meal type:  Dinner    Price per person:  R$200+    Food:  5    Service:  5    Atmosphere:  4",2023,Google,en,"Excelente restaurante italiano dentro do Copacabana Palace Hotel.Na minha visita, optei pelo menu de degustação, e a decisão não poderia ter sido melhor! O chef conseguiu equilibrar muito bem as quantidades de pratos, bem como a apresentação impecável!É raro ter um menu onde eu gosto de todos os pratos, e Cipriani fez isso!Um jantar perfeito! serviço: Jante no tipo de refeição: preço do jantar por pessoa: r $ 200+"
cipriani,LUIZ CARLOS DE JESUS SILVA,12 meses atrás no Google,1,"Dinner  at the Cipriani Restaurant at Belmond Copacabana Palace is a unique  experience!! The tasting of each dish, starters, main course and  desserts, paired with a good wine, as my grandma used to say, is from  the gods!! I recommend it, because my girlfriend and I really love it!!!    Service:  Dine in    Meal type:  Dinner    Price per person:  R$200+    Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"O jantar no restaurante Cipriani no Palácio de Belmond Copacabana é uma experiência única !!A degustação de cada prato, entradas, prato principal e sobremesas, combinado com um bom vinho, como minha avó costumava dizer, é dos deuses !!Eu recomendo, porque minha namorada e eu realmente adoramos !!! serviço: Jante no Tipo de refeição: Preço do jantar por pessoa: R $ 200+ Alimento"
cipriani,lindsey holthaus,12 meses atrás no Google,1,Incredible food and ambiance,2023,Google,en,comida e ambiente incríveis
cipriani,Andre Teixeira,um ano atrás no Google,1,Wonderful 10 star hotel.   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,Hotel maravilhoso de 10 estrelas.
cipriani,David Junio,um ano atrás no Google,1,highly recommend   Service:  Dine in    Food:  4    Service:  4    Atmosphere:  4,2023,Google,en,Altamente recomendado serviço: Jante em
cipriani,Maria Candida Maia,um ano atrás no Google,1,Service:  Dine in    Meal type:  Breakfast    Price per person:  R$200+    Food:  5    Service:  5    Atmosphere:  5    Recommended dishes:  Parking space Plenty of parking Parking options Paid parking garage,2023,Google,en,serviço: Jante no Tipo de refeição: Preço do café da manhã por pessoa: R $ 200+ Pratos recomendados: espaço de estacionamento Muitas opções de estacionamento
cipriani,ELISABETT MOREIRA DA SILVA,um ano atrás no Google,1,"Incredible place, wonderful view. Worth knowing    Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"Lugar incrível, vista maravilhosa.Vale a pena conhecer"
cipriani,Izabel Almo,um ano atrás no Google,1,"Wonderful, excellence in service    Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"Maravilhoso, Excelência em serviço"
cipriani,Flavio Rocha,um ano atrás no Google,1,"Wonderful location, everything perfect   Food:  4    Service:  4    Atmosphere:  4",2023,Google,en,"Localização maravilhosa, Everything Perfect"
cipriani,Joherbeth Rego Lima,um ano atrás no Google,1,great hotel   Price per person:  R$80–100    Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,Ótimo preço do hotel por pessoa: R $ 80–100
cipriani,Aldilei Rocha,um ano atrás no Google,1,Hotel of great importance and one of the most beautiful in Rio de Janeiro!   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,Hotel de grande importância e um dos mais bonitos do Rio de Janeiro!
