restaurante_name,user_name,review_date,stars,comment_text,year,platform,language,comment_text_translated
cipriani,David Crookes,4 meses atrás no Google,1,Eaten  here during December of 2015. Beautiful & delicious. The 4 course  meal & 2 glasses of Veuve was over £100 just for me. Well worth it.  Amazing. Over the week I visited Copacabana Palace 3 times that week.   Service:  Dine in    Meal type:  Dinner    Price per person:  R$200+    Food:  5    Service:  5    Atmosphere:  4,2024,Google,en,"comido aqui durant dezembro de 2015 . bonito e delicioso.a refeição de 4 prato e 2 copo de veuv foram mai de £ 100 só para mim.val a pena . incrível.durant a semana , visitei o copacabana palac 3 veze naquela semana . serviço : jant no tipo de refeição : preço do jantar por pessoa : r $ 200+"
cipriani,Mislene Braga,4 meses atrás no Google,1,Excellent! Wonderful food   Food:  5    Service:  5    Atmosphere:  5,2024,Google,en,excelent ! alimento maravilhoso
cipriani,Kyndal Cook,5 meses atrás no Google,1,Service:  Dine in    Meal type:  Dinner    Price per person:  R$120–140    Food:  1    Service:  1    Atmosphere:  2,2024,Google,en,serviço : jant no tipo de refeição : preço do jantar por pessoa : r $ 120-140
cipriani,Esther MN,5 meses atrás no Google,1,"Amazing  food, very classy yet cosy atmosphere, the staff was polite and  attentive. It certainly deserves the prestigious Micheline star, and in  my opinion a better spot in the list of LATAM's best.   Service:  Dine in    Meal type:  Dinner    Food:  5    Service:  5    Atmosphere:  5",2024,Google,en,"comida incrível , atmosfera muito elegant e aconchegant , a equip foi educada e atenciosa.certament merec a prestigiada estrela de michelin e , na minha opinião , um lugar melhor na lista do melhor da latam . serviço : jant no tipo de refeição : jantar"
cipriani,Lucas,5 meses atrás no Google,1,One of the best executions I've ever seen. This experience is worth every penny.   Meal type:  Dinner    Price per person:  R$200+    Food:  5    Service:  5    Atmosphere:  5    Recommended dishes:  Tiramisú,2024,Google,en,uma da melhor execuçõ que eu já vi.essa experiência vale cada centavo . tipo de refeição : preço do jantar por pessoa : r $ 200+ prato recomendado : tiramisú
cipriani,Ingerson Gabriel,6 meses atrás no Google,1,Excellent   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,excelent
cipriani,Gustavo Goncalves de Moura,6 meses atrás no Google,1,"Everything  perfect! The atmosphere is excellent with live music on the piano; the  food is great and at the perfect time, temperature and flavor and;  Finally, the service requires no comments. Special praise to waiters  Belarmino and Geilson, with precise explanations, calmness and great  friendliness. I was celebrating 5 years of marriage and that night will  be marked in my heart and in my memory. I will definitely be back!   Service:  Dine in    Meal type:  Dinner    Price per person:  R$200+    Food:  5    Service:  5    Atmosphere:  5    Recommended dishes:  Tiramisú",2023,Google,en,"tudo perfeito ! a atmosfera é excelent com música ao vivo no piano ; a comida é ótima e no momento , temperatura e sabor e sabor perfeito ; finalment , o serviço não requer comentários.elogio especiai ao garçon belarmino e geilson , com explicaçõ precisa , calma e grand simpatia.eu estava comemorando 5 ano de casamento e a noit será marcada em meu coração e em minha memória.eu definitivament estarei de volta ! serviço : jant no tipo de refeição : preço do jantar por pessoa : r $ 200+ prato recomendado : tiramisú"
cipriani,D W G,6 meses atrás no Google,1,"Beautiful atmosphere, wonderful food, impeccable service!   Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"bela atmosfera , comida maravilhosa , serviço impecável !"
cipriani,Victoria Johnican,6 meses atrás no Google,1,"Not  worth it. Ambiance created by good lighting, fresh flowers and nice  furniture. Its located by the pool so the view can get interesting.  Service staff was friendly but not attentive, must wave down someone and  ask for everything. For a michelin star, the food was subpar. No  flavor, nothing innovative, and the main course (cod) was over cooked.  They asked for dietary restrictions when dinner was booked and still  brought out restricted items. Ordered Chef's Signatures and a friend  left early because it was not worth staying for.   Service:  Dine in    Meal type:  Dinner    Price per person:  R$200+    Food:  1    Service:  1    Atmosphere:  2",2023,Google,en,"não vale a pena.ambient criado por boa iluminação , flore fresca e mobília agradável.está localizado à beira da piscina para que a vista possa ficar interessant . a equip de serviço foi amigável , ma não atenciosa , deve acenar com alguém e pedir tudo.para uma estrela michelin , a comida era abaixo.sem sabor , nada inovador , e o prato princip ( cod ) estava exagerado . ele pediram restriçõ alimentar quando o jantar foi reservado e ainda trazia iten restritos.orden assinatura do chef e um amigo saiu mai cedo , porqu não valeu a pena ficar . serviço : jant no tipo de refeição : preço do jantar por pessoa : r $ 200+"
cipriani,Surffipummi,6 meses atrás no Google,1,Wonderful experience,2023,Google,ro,experiência maravilhosa
cipriani,alessandro furtado silva,7 meses atrás no Google,1,A deception! Terrible!,2023,Google,en,um engano ! terrível !
cipriani,Harp S,7 meses atrás no Google,1,"I had a  wonderful dining experience here! The food was artistically designed  and equally delicious to eat. The severs were friendly and attentive,  and they took the time to explain all of the dishes in the tasting menu.  I would go back anytime.   Service:  Dine in    Meal type:  Dinner    Price per person:  R$200+    Food:  5    Service:  5    Atmosphere:  5    Vegetarian options:  Vegetarian and vegan menu available",2023,Google,en,"eu tive uma maravilhosa experiência gastronômica aqui ! a comida foi projetada artisticament e igualment deliciosa para comer.o cort foram amigávei e atencioso , e ele tiraram um tempo para explicar todo os prato no menu de degustação . eu voltaria a qualquer hora . serviço : jant no tipo de refeição : preço do jantar por pessoa : r $ 200+ opçõ vegetariana : menu vegetariano e vegano disponível"
cipriani,Amanda Cascaes,7 meses atrás no Google,1,"Amazing restaurant! Impeccable atmosphere, food and service. Service from waiter Rodrigo was excellent. I recommend!   Service:  Dine in    Meal type:  Dinner    Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"restaurant incrível ! atmosfera impecável , comida e serviço.o serviço do garçom rodrigo foi excelente.eu recomendo ! serviço : jant no tipo de refeição : jantar"
cipriani,Ana maria de carvalho Romano,7 meses atrás no Google,1,Great place   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,ótimo lugar com
cipriani,Juliano Ferreira,7 meses atrás no Google,1,"Excelent, I recommend   Service:  Dine in    Meal type:  Lunch    Price per person:  R$80–100    Food:  5    Service:  5    Atmosphere:  5    Recommended dishes:  Bacalhau",2023,Google,en,"excel , eu recomendo o serviço : jant no tipo de refeição : preço do almoço por pessoa : r $ 80–100 prato recomendado : bacalhau"
cipriani,Karol Alves,7 meses atrás no Google,1,Very good   Service:  Dine in    Meal type:  Lunch    Price per person:  R$80–100    Food:  5    Service:  5    Atmosphere:  5    Recommended dishes:  Bacalhau,2023,Google,en,muito bom serviço : jant no tipo de refeição : preço do almoço por pessoa : r $ 80–100 prato recomendado : bacalhau
cipriani,Ministério Internacional Templo do Senhor,7 meses atrás no Google,1,Very good   Food:  4    Service:  5    Atmosphere:  2,2023,Google,en,comida muito boa
cipriani,Jailton Sena,7 meses atrás no Google,1,"Everything very perfect, restaurant of the highest level of quality and excellence   Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"tudo muito perfeito , restaurant do mai alto nível de qualidad e excelência alimento"
cipriani,Falidos FF 007,7 meses atrás no Google,1,"Great space, perfect food.   Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"ótimo espaço , comida perfeita ."
cipriani,Kezia Mendes,7 meses atrás no Google,1,"Excellent, I recommend it to everyone   Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"excelent , eu recomendo a todo os alimento"
cipriani,jucélia dos Santos Silva,7 meses atrás no Google,1,"Excellent restaurant, super pleasant atmosphere   Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"excelent restaurant , atmosfera super agradável"
cipriani,milene nogueira,7 meses atrás no Google,1,Great place I recommend !   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,ótimo lugar que eu recomendo !
cipriani,Tania Soares,7 meses atrás no Google,1,Very pleasant atmosphere I will come back more often   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,"atmosfera muito agradável , voltarei com mai frequência"
cipriani,Joyce Ferreira,7 meses atrás no Google,1,"Nice, family-friendly place, good experiences, great place to hang out.   Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"lugar agradável e familiar , boa experiência , ótimo lugar para sair ."
cipriani,silvano Telles,7 meses atrás no Google,1,"Amazing food, 5-star service, pleasant and air-conditioned environment.   Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"comida incrível , serviço de 5 estrela , ambient agradável e com ar condicionado ."
cipriani,allyne Morays,7 meses atrás no Google,1,"Great experience, I plan to come back more often    Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"ótima experiência , pretendo voltar com mai frequência"
cipriani,Gabe Buchweitz,7 meses atrás no Google,1,"Very good, very pleasant environment   Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"ambient muito bom , muito agradável"
cipriani,Raylana Lousada,7 meses atrás no Google,1,Mill note experience I loved it so much   Service:  Dine in    Meal type:  Breakfast,2023,Google,en,mill note experi eu adorei muito serviço : jant no tipo de refeição : café da manhã
cipriani,Karolyne Alexandre,7 meses atrás no Google,1,"I loved it, excellent service!   Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"adorei , excelent serviço !"
cipriani,Jéssica Lucena,7 meses atrás no Google,1,"Excellent, wonderful food!!   Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,excelent comida maravilhosa ! !
cipriani,Rosália Santana,7 meses atrás no Google,1,Perfect!!   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,perfeito ! !
cipriani,carol matias,7 meses atrás no Google,1,Great experience!   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,ótima experiência !
cipriani,Renato Magno de Souza,7 meses atrás no Google,1,Great environment. I highly recommend it.   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,ótimo ambiente.eu recomendo .
cipriani,Rodrigo Mota Campos,7 meses atrás no Google,1,I recommend   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,eu recomendo
cipriani,ubiratan souza,7 meses atrás no Google,1,Service:  Dine in    Meal type:  Lunch    Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,serviço : jant no tipo de refeição : almoço
cipriani,fabio logike,7 meses atrás no Google,1,"Great establishment, pleasant atmosphere, excellent service and great food. I recommend!   Service:  Dine in    Meal type:  Dinner    Price per person:  R$180–200    Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"grand estabelecimento , atmosfera agradável , excelent serviço e boa comida.eu recomendo ! serviço : jant no tipo de refeição : preço do jantar por pessoa : r $ 180–200"
cipriani,Genival Pereira Reis,7 meses atrás no Google,1,Great I recommend   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,"ótimo , recomendo"
cipriani,pedro henrique,7 meses atrás no Google,1,Excellent service   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,excelent serviço de
cipriani,Nayara Chagas,7 meses atrás no Google,1,"The  food is quite good! The restaurant has very helpful employees, the  atmosphere is pleasant for all types of tastes! Thank you for  everything!   Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"a comida é muito boa ! o restaurant tem funcionário muito útei , a atmosfera é agradável para todo os tipo de gosto ! obrigado por tudo !"
cipriani,Mariana Ghizini Bougeard,8 meses atrás no Google,1,Wonderful restaurant inside a very beautiful hotel!   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,restaurant maravilhoso dentro de um hotel muito bonito !
cipriani,Robson Medeiros,8 meses atrás no Google,1,GREAT   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,ótima
cipriani,Tamires Miranda,8 meses atrás no Google,1,Congratulations   Food:  4    Service:  4    Atmosphere:  3,2023,Google,en,parabén alimento
cipriani,Davi Matheus123,8 meses atrás no Google,1,Good great,2023,Google,en,muito bom
cipriani,Wellington Oliveira,8 meses atrás no Google,1,great hotel,2023,Google,en,ótimo hotel
cipriani,Liz Quick,9 meses atrás no Google,1,Three  words: oh my god. We got the vegan tasting menu and it was amazing! Each  course was beautifully plated with the flavors well thought out. And  the service was attentive and caring. Highly recommend this unique  dining experience.   Meal type:  Dinner    Price per person:  R$200+    Food:  5    Service:  5    Atmosphere:  5    Dietary restrictions:  Full vegan tasting menu available,2023,Google,en,trê palavra : oh meu deus.temo o menu de degustação vegana e foi incrível ! cada curso foi lindament revestido com os sabor bem pensados. o serviço foi atencioso e atencioso.recomendo esta experiência gastronômica única . tipo de refeição : preço do jantar por pessoa : r $ 200+ restriçõ alimentar : menu completo de degustação vegana disponível
cipriani,Enderson Rodrigues,9 meses atrás no Google,1,Excellent service!,2023,Google,fr,serviço excelent !
cipriani,Thiago Do_vale gol,9 meses atrás no Google,1,Nice   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,boa
cipriani,Denis Sotta,9 meses atrás no Google,1,super cozy great place   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,super aconchegant lugar great place
cipriani,Joao Vitor,9 meses atrás no Google,1,You are show! Thank you for everything! We love the experience! We leave our affectionate embrace.”   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,você é show ! obrigado por tudo ! adoramo a experiência ! deixamo nosso abraço afetuoso . ”
cipriani,Ana paula Siqueira_,9 meses atrás no Google,1,Wonderful place!! I would go back with my eyes closed!,2023,Google,en,lugar maravilhoso ! ! eu voltaria com meu olho fechado !
cipriani,Anndre Santos,9 meses atrás no Google,1,Very good I recommend   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,muito bom eu recomendo
cipriani,Ronaldo Baumgarten Neto,11 meses atrás no Google,1,"Excellent  Italian restaurant inside the Copacabana Palace hotel. On my visit, I  opted for the tasting menu, and the decision could not have been better!  The chef managed to balance the quantities of dishes very well, as well  as the impeccable presentation! It's rare to have a menu where I just  like every dish, and Cipriani did it! A perfect dinner!   Service:  Dine in    Meal type:  Dinner    Price per person:  R$200+    Food:  5    Service:  5    Atmosphere:  4",2023,Google,en,"excelent restaurant italiano dentro do copacabana palac hotel.na minha visita , optei pelo menu de degustação , e a decisão não poderia ter sido melhor ! o chef conseguiu equilibrar muito bem as quantidad de prato , bem como a apresentação impecável ! é raro ter um menu ond eu gosto de todo os prato , e cipriani fez isso ! um jantar perfeito ! serviço : jant no tipo de refeição : preço do jantar por pessoa : r $ 200+"
cipriani,LUIZ CARLOS DE JESUS SILVA,12 meses atrás no Google,1,"Dinner  at the Cipriani Restaurant at Belmond Copacabana Palace is a unique  experience!! The tasting of each dish, starters, main course and  desserts, paired with a good wine, as my grandma used to say, is from  the gods!! I recommend it, because my girlfriend and I really love it!!!    Service:  Dine in    Meal type:  Dinner    Price per person:  R$200+    Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"o jantar no restaurant cipriani no palácio de belmond copacabana é uma experiência única ! ! a degustação de cada prato , entrada , prato princip e sobremesa , combinado com um bom vinho , como minha avó costumava dizer , é do deus ! ! eu recomendo , porqu minha namorada e eu realment adoramo ! ! ! serviço : jant no tipo de refeição : preço do jantar por pessoa : r $ 200+ alimento"
cipriani,lindsey holthaus,12 meses atrás no Google,1,Incredible food and ambiance,2023,Google,en,comida e ambient incrívei
cipriani,Andre Teixeira,um ano atrás no Google,1,Wonderful 10 star hotel.   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,hotel maravilhoso de 10 estrela .
cipriani,David Junio,um ano atrás no Google,1,highly recommend   Service:  Dine in    Food:  4    Service:  4    Atmosphere:  4,2023,Google,en,altament recomendado serviço : jant em
cipriani,Maria Candida Maia,um ano atrás no Google,1,Service:  Dine in    Meal type:  Breakfast    Price per person:  R$200+    Food:  5    Service:  5    Atmosphere:  5    Recommended dishes:  Parking space Plenty of parking Parking options Paid parking garage,2023,Google,en,serviço : jant no tipo de refeição : preço do café da manhã por pessoa : r $ 200+ prato recomendado : espaço de estacionamento muita opçõ de estacionamento
cipriani,ELISABETT MOREIRA DA SILVA,um ano atrás no Google,1,"Incredible place, wonderful view. Worth knowing    Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"lugar incrível , vista maravilhosa.val a pena conhec"
cipriani,Izabel Almo,um ano atrás no Google,1,"Wonderful, excellence in service    Food:  5    Service:  5    Atmosphere:  5",2023,Google,en,"maravilhoso , excelência em serviço"
cipriani,Flavio Rocha,um ano atrás no Google,1,"Wonderful location, everything perfect   Food:  4    Service:  4    Atmosphere:  4",2023,Google,en,"localização maravilhosa , everyth perfect"
cipriani,Joherbeth Rego Lima,um ano atrás no Google,1,great hotel   Price per person:  R$80–100    Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,ótimo preço do hotel por pessoa : r $ 80–100
cipriani,Aldilei Rocha,um ano atrás no Google,1,Hotel of great importance and one of the most beautiful in Rio de Janeiro!   Food:  5    Service:  5    Atmosphere:  5,2023,Google,en,hotel de grand importância e um do mai bonito do rio de janeiro !
cipriani,Willamy Cardoso,um ano atrás no Google,1,"Excellent place, beautiful view, good quality food I recommend yes to everyone   Food:  4    Service:  4    Atmosphere:  4",2023,Google,en,"excelent lugar , bela vista , comida de boa qualidad , recomendo sim a todo alimento"
