sentenca,ambiente,bebida,comida,geral,localização,outros,preço,serviço
culinária local excelente nada compara cardápio combinações restaurante capaz proporcionar,0,0,1,0,0,0,0,0
Lugar bom fazer festas empresariais,0,0,0,1,0,0,0,0
Preço acessível lanche delicioso,0,0,1,0,0,0,1,0
Considerada melhor carne sol Norte segunda Norte Nordeste,0,0,1,0,0,0,0,0
ótimo espaço ambiente climatizado ótimo ir família perfeita recepção,1,0,0,0,0,0,0,1
Atendimento demorado ignoraram mesa varias vezes comida melhores acredito melhores opções preço barato,0,0,1,0,0,0,1,1
cozinha agitação nome Felipe Schaedler jovem chef fez fama utilizar elementos inusitados cozinha regional recentemente fincou pé capital paulista filial,0,0,0,0,0,0,0,1
Ressalto dedicação profissionais especial porque mãe deixou cair aparelho auditivo lá sendo algo minúsculo difícil identificação profissionais limpeza cuidado delicadeza guardar saber,0,0,0,0,0,0,0,1
Sucos regionais espetaculares,0,1,0,0,0,0,0,0
Menu diversificado maravilhoso tempo espera dentro média sofrido comumente acontece ambiente agradável decoração jovial boa música ajudam passar quase desperdício daria estrela carta drinks,1,1,1,0,0,0,0,0
Local café regional maravilhoso ideal levar visita cidade,0,1,0,0,0,0,0,0
Restaurante bonito música ambiente qualidade comida maravilhosa atendimento ótimo especial sr Pedro Jacks deu sugestão prato fez felicidade família,1,0,0,0,0,0,0,1
Ambiente bonito estacionamento próprio preços honestos comida boa,1,0,1,0,1,0,1,0
Ok melhor restaurante Brasil,0,0,0,1,0,0,0,0
Ambiente bom música ambiente ótima comida maravilhosa,1,0,1,0,0,0,0,0
Top,0,0,0,1,0,0,0,0
Lugar bom geral,0,0,0,1,0,0,0,0
Lugar excelente comida boa preço bom,0,0,1,1,0,0,1,0
melhores stickhause tematicas,0,0,0,0,0,1,0,0
Comida apetitosa muitas variedades pratos carne sol ponto sal feijão tropeiro gostoso,0,0,1,0,0,0,0,0
pessoas atenderam bem fiz reserva lado área kids bacana pula pula escorregador cavalinho bem bacana pra divertir local diferente comer diversidades comida,1,0,1,0,0,0,0,1
Tudo caro comida vale valor cobrado,0,0,1,0,0,0,1,0
Possui ótima estrutura lugar bonito arejado,1,0,0,0,0,0,0,0
Ótima comida preço acessível,0,0,1,0,0,0,1,0
ambiente climatizado ambiente externo,1,0,0,0,0,0,0,0
Melhor experiência ótima comida,0,0,1,1,0,0,0,0
restaurante novo fairling abertura Maio,0,0,0,0,0,1,0,0
Melhor pizza zona sul chora pra vender fiado,0,0,1,0,0,0,0,0
Ótimo maravilhoso local limpo bonito atendimento excelência,1,0,0,1,0,0,0,1
Destino obrigatório pra gosta boa comida,0,0,1,0,0,0,0,0
Além disso atendimento bom ambiente super agradável,1,0,0,0,0,0,0,1
Localidade ótima clima ótimo preço bom comida ótima ainda bastante variedade tudo bom aqui,1,0,1,1,1,0,1,0
Ótimo atendimento Rafael comida gostosa sempre mantendo padrão sabor atendimento,0,0,1,0,0,0,0,1
Preço bom comida variada qualidade,0,0,1,0,0,0,1,0
Cardápio variado bom gosto preço justo espaço apertado pegadores alimentos ficam cima mesmos,1,0,1,0,0,0,1,0
pessima experiência pizza chegou fria massa parece panqueca grudenta molho ruim borda ruim nunca irei pedir,0,0,1,1,0,0,0,0
Ambiente bom comida boa,1,0,1,0,0,0,0,0
Gostamos tanto restaurante semana duas vezes Pratos feitos caprichosamente ingredientes locais atendimento primoroso,0,0,1,1,0,0,0,1
ótimo atendimento garçom Bruno deu opção comida local ambiente agradável comida excelente,1,0,1,0,0,0,0,1
realidade trata bar flutuante onde pode comer beber tomar banho rio segurança além praticar stand up alugam pranchas local,1,0,0,1,0,0,0,0
Luz ambiente agradável som ambiente gosto achei pouco alto dificulta conversa porém garçom explicou volume aumenta certo horário noite boas opções aperitivos carta vinhos valores acessíveis porém poderia justo relação á valores,1,1,1,0,0,0,1,0
Atendimento comida ambiente dúvida melhor rede restaurantes Brasil,1,0,1,1,0,0,0,1
gostoso carne dai,0,0,1,0,0,0,0,0
Excelente custo benefício,0,0,0,0,0,0,1,0
Excepcional tudo bom temático cerveja hiper gelada comida saborosa,0,1,1,1,0,0,0,0
Local excelente tanto almoço jantar,0,0,0,1,0,0,0,0
ótima variedade pizzas rodízio incrível,0,0,1,0,0,0,0,0
Atendimento ótimo DENYS educado gente boa bom,0,0,0,0,0,0,0,1
Ótimo atendimento comida deliciosa sobremesas preço razoável limpo,0,0,1,0,0,0,1,1
Atendimento ótimo preço bom pizza saborosa nota 10,0,0,1,0,0,0,1,1
Atendimento excelência variedade massas qualidade temperinho maravilhoso molhos super recomendo,0,0,1,0,0,0,0,1
Aproveitando popularidade Stand Up Paddke excelente opção passeio gastronomia diversão,0,0,1,1,0,0,0,0
grande maioria ruins algumas vinham queimadas outras gosto horrível,0,0,1,0,0,0,0,0
lugar familiar bom porém coisas caras,0,0,0,1,0,0,1,0
Restaurante novo agradável atendimento excelente,0,0,0,1,0,0,0,1
Lugar arejado tomar cerveja gelada excelentíssimo atendimento,1,1,0,0,0,0,0,1
bom bate papo,0,0,0,0,0,1,0,0
110 pilas dois chopps duas porções pequenas demoradas mal feitas,0,0,0,0,0,0,1,1
Porém comida deixou pouco desejar achei pratos pequenos alguns,0,0,1,0,0,0,0,0
Recomendo Churrascaria atendimento excelência aparador completo variado churrasco alto nível carnes nobres complementos deliciosos,0,0,1,1,0,0,0,1
Demora atendimento lugar quente,1,0,0,0,0,0,0,1
Local bem agradável,0,0,0,1,0,0,0,0
boa estrutura excelentes pistas jogar conta sinuca vídeo game outros jogos,1,0,0,0,0,0,0,0
Ambiente bom,1,0,0,0,0,0,0,0
Lugar simples comida boa preço justo,0,0,1,1,0,0,1,0
Ótimo lugar ambiente agradável atendimento rápido,1,0,0,1,0,0,0,1
Conhecendo grande maioria todos Manaus aqui servidas carnes variadas ponto desejar acompanhamentos adequados ótimo preço maitres garçons atenciosos,0,0,1,0,0,0,1,1
Churrascaria tradicional Manaus búfalo oferece ambiente requintado super agradável culinária igual pratos ótimos cardápio super variados vale pena conferir,1,0,1,1,0,0,0,0
deseja comemorar estilo apreciar melhor comida Manaus ir Banzeiro dúvidas restaurante completo deixar feliz satisfeito,0,0,1,1,0,0,0,0
Ambiente super agradável boa comida bom vinhos recomendo medo errar,1,1,1,1,0,0,0,0
salgado gostoso outro atendimento excelente,0,0,1,0,0,0,0,1
Excelente localização música boa excelentes pratos paisagem deslumbrante ótima opção pra levar família fazer novas amizades,1,0,1,1,1,0,0,0
excelente opção pra busca requinte qualidade ótimo atendimento,0,0,0,1,0,0,0,1
Ótimo lugar,0,0,0,1,0,0,0,0
algumas vezes amigos achei lugar ótimo porém nesse domingo levei mãe mesas sujas local cheio moscas atendimento demorado fiquei chamando vários garçons enfim sei acontecendo lugar,1,0,0,1,0,0,0,1
Atendimento garçom Neto excelente,0,0,0,0,0,0,0,1
Porções sabores generosos,0,0,1,0,0,0,0,0
Pizza gostosa atendimento local maravilhoso,0,0,1,1,0,0,0,1
Estrutura boa concorrido cheio gente,1,0,0,0,0,0,0,0
Lugar aconchegante bom atendimento,1,0,0,0,0,0,0,1
Funcionários educados bem preparados,0,0,0,0,0,0,0,1
Preço justo,0,0,0,0,0,0,1,0
menu incrível atendimento perfeito,0,0,1,0,0,0,0,1
melhores restaurantes ja visitei possui ótimo cardapio vasto cardapio bebidas drinks especial cosmopolitan ambiente aconchegante,1,1,1,1,0,0,0,0
atendimento bom pratos pouco inflacionados bem servidos vale experiência realmente verdadeira experiência manauara gourmet demais,0,0,1,0,0,0,1,1
Melhor lugar MANAUS saborear carne maravilhosa,0,0,1,1,0,0,0,0
preço baixo relação cantinas pode justificar massa chega ponto molho esturricado forno mini almondega quente demais crua dentro,0,0,1,0,0,0,1,0
Música boa gosto reggae rock pop nacional internacional fiz SUP,1,0,0,0,0,0,0,0
rodizio otimo custo beneficio qualidade sushi permance alta,0,0,1,0,0,0,1,0
Ótimo atendimento,0,0,0,0,0,0,0,1
Realmente regional moderno conjunto leveza apresentações,0,0,1,0,0,0,0,0
Lugar legalzinho más porém primeira vez vejo gente brigar volta festa colocando risco pessoal nada preço acima média bebidas petiscos detalhe vende balde bebidas 4 unidades pra darem balde gelo,1,0,0,1,0,0,1,0
gostei excelente atendimento ótima degustação amei,0,0,1,1,0,0,0,1
Culinária especiarias portuguesas regionais,0,0,1,0,0,0,0,0
local super agradável ótimo atendimento pratos espetaculares desde entrada prato principal Recomendo,0,0,1,1,0,0,0,1
Ótima comida regional qualidade bom atendimento várias opções pratos bebidas ótimo restaurante,0,0,1,1,0,0,0,1
Sensacional Pirarucu milanesa uarini hiper delicioso arroz cremoso banana frita outros super ingredientes,0,0,1,0,0,0,0,0
Valores altos pro entregam prato muitas promoções mostrando inclusive preço poderia melhor,0,0,0,0,0,0,1,0
restaurante bem conceituado cidade ambiente elegante acolhedor,1,0,0,0,0,0,0,0
Atendimento impecável funcionários mega atenciosos,0,0,0,0,0,0,0,1
Churrascaria ótima gostosa localização privilegiada,0,0,1,1,1,0,0,0
Comida maravilhosa,0,0,1,0,0,0,0,0
Preço bom ótimo café manhã,0,0,1,0,0,0,1,0
Bom custo benefício porém atendimento fica lento domingo,0,0,0,0,0,0,1,1
Rodízio razoável preço justo,0,0,1,0,0,0,1,0
Restaurante típico cozinha amazonense adoramos peixe arroz tucumã pure macaxeira,0,0,1,1,0,0,0,0
Passeio agradável opção próxima quer dia lazer,0,0,0,1,0,0,0,0
Melhor restaurante português Manaus excelente atendimento equipe maravilhosa,0,0,0,1,0,0,0,1
Carne macia deliciosas opções guarnição ótimo restaurante comemorar datas especiais,0,0,1,1,0,0,0,0
Comida deliciosa ambiente agradável,1,0,1,0,0,0,0,0
atendimento bom frango tava bom carne tava pouco melhor precisa melhorar primeira vez ai,0,0,1,0,0,0,0,1
Ótimo lugar tratamento vip comida ótima,0,0,1,1,0,0,0,1
Dica evitar dias horários maior movimento,0,0,0,0,0,1,0,0
Ótima equipe sempre atenciosos ambiente agradável ótima comida ótimos vinhos ótimas sobremesas,1,1,1,1,0,0,0,1
restaurante super agradável pessoal atencioso comida típica portuguesa ótima qualidade,0,0,1,1,0,0,0,1
Achei preço bom 27 reais buffet livre comida deliciosa ambiente silencioso gosto,1,0,1,0,0,0,1,0
grupo pais crianças média 2 anos sentamos mesas próximas espaço kids super agradável aconchegante,1,0,0,0,0,0,0,0
Local agradável,0,0,0,1,0,0,0,0
Lugar agradável bem localizado,0,0,0,1,1,0,0,0
Bom atendimento belos atendentes ótimo lanche,0,0,1,0,0,0,0,1
lugar lindo comida delícia música boa super recomendo,1,0,1,1,0,0,0,0
Suco bom pão queijo doce leite maravilhoso único defeito banheiro distante dentro estabelecimento salgado encharcado óleo,1,1,1,0,0,0,0,0
Saborosa criativa lindamente servida gourmet quantidade relativamemte generosa,0,0,1,0,0,0,0,0
boa opcão experimentar comida regional,0,0,1,0,0,0,0,0
lugar excelente atendimento comodidade,0,0,0,1,0,0,0,1
Ótimo lugar café conversa casual ambiente extremamente confortável atendimento deixa desejar,1,1,0,0,0,0,0,1
Boa comida bom ambiente excelente atendimento,1,0,1,0,0,0,0,1
Boa variedade pizzas massas preço acessível,0,0,1,0,0,0,1,0
Excelente lugar bonito lanche bom,1,0,1,1,0,0,0,0
Preço mediano,0,0,0,0,0,0,1,0
Excelente atendimento lugar agradável,0,0,0,1,0,0,0,1
Hoje eh resquício pastelaria boa Manaus,0,0,0,1,0,0,0,0
melhor restaurante Manaus,0,0,0,1,0,0,0,0
Excelente opção almoço jantar,0,0,0,1,0,0,0,0
Sempre antes viajar gosto espiar atrações próximo destino aqui Trip,0,0,0,0,0,1,0,0
Ambiente super agradável família comida excelente ótima musica preço justo sup cerveja gelada enfim bom,1,1,1,0,0,0,1,0
Ambiente aconchegante preço justos comida saborosa ótimo atendimento especial garçom Robson,1,0,1,0,0,0,1,1
Melhor casa rodízio certeza Sara melhor atendente rápida atenta,0,0,1,0,0,0,0,1
Preço justo,0,0,0,0,0,0,1,0
geral valores pouco altos bares normais vale bastante pena considerarmos custo benefício local,0,0,0,0,0,0,1,0
Otimo lugar atendimento excelente,0,0,0,1,0,0,0,1
Café excelente,0,1,0,0,0,0,0,0
boa opção refeições diárias,0,0,0,1,0,0,0,0
Comida excelente atendimento impecável seguindo todos protocolos segurança,0,0,1,0,0,0,0,1
Melhor pão queijo Manaus recheado doce leite mineiro então,0,0,1,0,0,0,0,0
Pizza razoável,0,0,1,0,0,0,0,0
Excelente estrutura exigente qualidade serviço legal pizzas escala 1 10 dou nota 8,1,0,1,0,0,0,0,1
Local bom pra curtir tomar cerveja gelada esquecer daquela tekila,0,1,0,0,0,0,0,0
Restaurante bom,0,0,0,1,0,0,0,0
Bar excelente localização bem frequentado tranquilidade excelentes grupos samba sambistas ótima variedade cervejas geladas,1,1,0,0,1,0,0,0
Lugar bem legal come bem paga valor acessível,0,0,1,1,0,0,1,0
Instalações bom gosto estacionamento exclusivo opção manobrista excelente localização bairro comercial nobre estrutura atendimento bem organizada pessoal jovem competente inclusive chef culinária bem elaborada prática mesclando culinária italiana francesa peixes inclusive regional nobre filé,1,0,1,0,1,0,0,1
Boa qualidade preço bom pra rodízio bom atendimento,0,0,1,0,0,0,1,1
Boa comida ambiente agradável preço bom estacionamento ruim,1,0,1,0,1,0,1,0
delicioso prato c preços excelentes,0,0,1,0,0,0,1,0
Boa comida preço justo,0,0,1,0,0,0,1,0
bom restaurante,0,0,0,1,0,0,0,0
Atendimento ótimo carne maravilhosa ponto certo otimos acompanhamentos preço bom comparação outros restaurantes Manaus,0,0,1,0,0,0,1,1
Atendimento bem prestativo Sr Phelipe comida qualidade tudo ótimo,0,0,1,1,0,0,0,1
China box excelente comida,0,0,1,0,0,0,0,0
Comida saborosa bem servida preço justo atendimento ótimo,0,0,1,0,0,0,1,1
Apesar ambiente lindo problemas nesse estabelecimento demora excessiva entrega pedidos prato camarão veio cabelo porém cobrado ainda bem,1,0,0,0,0,0,0,1
Melhor tapioca grarinada Manaus salgados delícia,0,0,1,0,0,0,0,0
Gosto ambiente agradável café delicioso,1,1,0,0,0,0,0,0
1 obs barulho praça posto ás vezes alguém leva paredão incômodo acho q nova unidade lidar problemas,1,0,0,0,0,0,0,0
Obs 2 pessoas consumiram bebida alcoólica 6 cervejas longneck,0,0,0,0,0,1,0,0
Atendimento ágil ótimas opções bebidas quentes geladas pão tucumã castanha simplesmente PER FEI TOO,0,1,1,0,0,0,0,1
melhores lugares saborear delicioso doce tarde domingo,0,0,1,0,0,0,0,0
lugar bom pra frequentar pois ambiente seguro boa programação musical bebida dobro,1,1,0,0,0,0,0,0
Estacionamento manobrista,0,0,0,0,1,0,0,0
Lugar bacana ambiente climatizado rodízios massas pizzas incríveis amigos família super bacana,1,0,1,1,0,0,0,0
Local aconchegante antendimento excelência pratos diferenciados tudo limpo organizado elogios lugar,1,0,1,1,0,0,0,1
Bom lugar Boa peixaria,0,0,0,1,0,0,0,0
Lugar aconchegante,1,0,0,0,0,0,0,0
outro local Banzeiro so pra conhecer tao famoso restaurante entao nao pedi prato principal,0,0,0,0,0,1,0,0
ótima opção lazer,0,0,0,1,0,0,0,0
Grande estacionamento,0,0,0,0,1,0,0,0
Dei boa nota porque amo frango Crispim molho oriental favor igualmente restaurante Fiorentina sirvam comida quente feita hora,0,0,1,0,0,0,0,0
Garçom Antonio serviu mesa atencioso educado sempre atento detalhes momentos maravilhosos,0,0,0,0,0,0,0,1
Top Lanche otimo atendimento cliente entregas rapidas recomendo,0,0,1,0,0,0,0,1
Ótimo bar local lanche rápido cervejas locais conversar pessoas locais agradáveis,1,1,1,0,0,0,0,0
Tradução Google Ambiente bom excelente atendimento cuidados preventivos continuam divertimos família Original Muy buen ambiente y la atención excelencia y siguen los cuidados prevención y la pasamos lo mejor en familia,1,0,0,0,0,0,0,1
Sugestão melhorar higienização banheiros investir treinamento atendimento cliente ainda contratar garçons possam fazer bons atendimentos abandonem clientes mesa,1,0,0,0,0,0,0,1
Atendimento bom preço espetacular,0,0,0,0,0,0,1,1
Restaurante perfeito comida bem preparada bem saborosa,0,0,1,1,0,0,0,0
Excelente restaurante comida bem gostosa preparada peixes regionais tambaqui pararucu outros ponto negativo local falta estacionamento local bastante frequentado,0,0,1,1,1,0,0,0
Ambiente maravilhoso decoração perfeita comida nota 10 vista Teatro Amazonas cair queixo,1,0,1,0,0,0,0,0
Bom custo benefício,0,0,0,0,0,0,1,0
Atendimento rápido preço camarada,0,0,0,0,0,0,1,1
Recomendo legal diversão sensacional,0,0,0,1,0,0,0,0
único problema escadas precisa subir acessar restaurante,1,0,0,0,0,0,0,0
Comida boa prato feito acessível última vez local achei farofa carregada sal acredita apenas erro bom informar pois deve endentificado antes servir cliente unidade shopping Manauara,0,0,1,0,0,0,0,0
Péssima experiência buffet pobre carnes duras poucas guarnições recomendo além disso preço caro custo x benefício,0,0,1,1,0,0,1,0
Ótimo ambiente excelente atendimento comida boa cerveja gelada,1,1,1,0,0,0,0,1
pode pagar diariamente bom apetite,0,0,1,0,0,0,0,0
Excelente custo benefício pratos bem servidos,0,0,1,0,0,0,1,0
Restaurante bonito decoração impecável,1,0,0,0,0,0,0,0
Comida excelente ambiente agradável preço justo,1,0,1,0,0,0,1,0
Restaurante bonito música ambiente qualidade comida maravilhosa atendimento ótimo especial sr Pedro Jacks deu sugestão prato fez felicidade família,1,0,1,0,0,0,0,1
Preço bom comida gostosa variedade saladas variedade carnes muita opção guarnições movimentado área churrasco atendimento bom parte todos funcionários,0,0,1,0,0,0,1,1
Ambiente agradável cerveja barata,1,0,0,0,0,0,1,0
Infraestrutura boa comida gostosa,1,0,1,0,0,0,0,0
Buffet variado incluindo churrasco ambiente agradável estacionamento próprio preço justo,1,0,1,0,1,0,1,0
Bem localizado atendimento alto nível,0,0,0,0,1,0,0,1
Cristiano Brito ótimo atendimento gente boa,0,0,0,0,0,0,0,1
Melhor menu excelente carta vinhos,0,1,1,0,0,0,0,0
Coco Bambu Manaus dentro padrões qualidade rede frequentador Fortaleza unidade Manaus perfeita cardápio 1a qualidade vasta variedade pratos Além requinte sofisticação elaboração,0,0,1,1,0,0,0,0
área privada disponível grupos,0,0,0,0,0,1,0,0
Ambiente agradável bom atendimento difícil encontrar relação café regional preço justo,1,0,0,0,0,0,1,1
Atendimento péssimo organização total pessoas,0,0,0,0,0,0,0,1
Comida gostosa preço justo recomendo,0,0,1,0,0,0,1,0
Ambiente familiar 100 refrigerado brinquedoteca bem grande área aniversários variedade pizza boa massa fina aceita crédito débito compartilha custo estacionamento área lado,1,0,1,0,1,0,0,0
Cerveja gelada bom atendimento música agradável,1,1,0,0,0,0,0,1
Ótimo lugar pra reunir amigos,0,0,0,1,0,0,0,0
Ambiente agradável,1,0,0,0,0,0,0,0
melhor café Don t incrível,0,1,0,0,0,0,0,0
Funcionários atenciosos comida deliciosa bastante variedade,0,0,1,0,0,0,0,1
Sempre variedade buffet comida impecável maravilhosa,0,0,1,0,0,0,0,0
experiência maravilhosa lugar incrível,0,0,0,1,0,0,0,0
Lugar bacana reunir amigos família,0,0,0,1,0,0,0,0
vale mto pena comer la pois culinaria local altissima qualidade,0,0,1,1,0,0,0,0
dúvida garçom atendeu sugeriu prato filé pirarucu queijo coalho banana frita simplesmente divino,0,0,1,0,0,0,0,0
Ambiente agradável música gaúcha fundo,1,0,0,0,0,0,0,0
